game,strategy,trainThroughDraw,targetDraw,ticket,actual,bonus,mainMatches,bonusMatches,prizeTier,payoutYen
loto6,high_payout,729,730,8 14 17 28 33 37,10 15 21 22 33 35,1,1,0,,0
loto6,random,729,730,8 17 23 30 40 43,10 15 21 22 33 35,1,0,0,,0
loto6,sougaku_delete,729,730,12 14 20 21 33 37,10 15 21 22 33 35,1,2,0,,0
loto6,mixed,729,730,8 12 20 21 33 37,10 15 21 22 33 35,1,2,0,,0
loto6,balance,730,731,8 12 20 27 37 40,6 7 23 25 38 42,21,0,0,,0
loto6,frequent,730,731,8 12 20 27 37 40,6 7 23 25 38 42,21,0,0,,0
loto6,overdue,730,731,8 12 17 19 34 43,6 7 23 25 38 42,21,0,0,,0
loto6,high_payout,730,731,8 12 17 21 33 38,6 7 23 25 38 42,21,1,1,,0
loto6,random,730,731,7 23 27 32 36 41,6 7 23 25 38 42,21,2,0,,0
loto6,sougaku_delete,730,731,8 12 20 21 27 33,6 7 23 25 38 42,21,0,1,,0
loto6,mixed,730,731,8 12 20 21 31 33,6 7 23 25 38 42,21,0,1,,0
loto6,balance,731,732,8 12 20 27 33 37,20 33 35 36 37 38,29,3,0,5,1000
loto6,frequent,731,732,8 12 20 21 33 37,20 33 35 36 37 38,29,3,0,5,1000
loto6,overdue,731,732,8 12 17 19 29 36,20 33 35 36 37 38,29,1,1,,0
loto6,high_payout,731,732,8 12 32 33 37 41,20 33 35 36 37 38,29,2,0,,0
loto6,random,731,732,8 12 19 29 35 36,20 33 35 36 37 38,29,2,1,,0
loto6,sougaku_delete,731,732,12 14 20 21 33 41,20 33 35 36 37 38,29,2,0,,0
loto6,mixed,731,732,8 12 20 21 33 34,20 33 35 36 37 38,29,2,0,,0
loto6,balance,732,733,8 12 20 21 33 41,5 13 14 26 37 38,28,0,0,,0
loto6,frequent,732,733,8 12 20 21 33 37,5 13 14 26 37 38,28,1,0,,0
loto6,overdue,732,733,8 12 17 19 29 34,5 13 14 26 37 38,28,0,0,,0
loto6,high_payout,732,733,8 12 17 29 33 34,5 13 14 26 37 38,28,0,0,,0
loto6,random,732,733,8 21 27 29 31 41,5 13 14 26 37 38,28,0,0,,0
loto6,sougaku_delete,732,733,8 12 20 23 33 35,5 13 14 26 37 38,28,0,0,,0
loto6,mixed,732,733,8 12 14 21 27 33,5 13 14 26 37 38,28,1,0,,0
loto6,balance,733,734,8 12 20 21 33 37,10 19 22 27 29 39,21,0,1,,0
loto6,frequent,733,734,8 12 20 27 37 38,10 19 22 27 29 39,21,1,0,,0
loto6,overdue,733,734,8 12 17 19 29 34,10 19 22 27 29 39,21,2,0,,0
loto6,high_payout,733,734,8 12 17 34 39 41,10 19 22 27 29 39,21,1,0,,0
loto6,random,733,734,6 27 33 34 37 40,10 19 22 27 29 39,21,1,0,,0
loto6,sougaku_delete,733,734,8 12 20 21 23 33,10 19 22 27 29 39,21,0,1,,0
loto6,mixed,733,734,25 33 34 35 38 40,10 19 22 27 29 39,21,0,0,,0
loto6,balance,734,735,8 12 20 27 31 33,5 12 19 22 32 39,14,1,0,,0
loto6,frequent,734,735,8 12 20 21 33 37,5 12 19 22 32 39,14,1,0,,0
loto6,overdue,734,735,8 12 17 28 34 43,5 12 19 22 32 39,14,1,0,,0
loto6,high_payout,734,735,8 17 21 33 34 36,5 12 19 22 32 39,14,0,0,,0
loto6,random,734,735,8 16 20 23 29 34,5 12 19 22 32 39,14,0,0,,0
loto6,sougaku_delete,734,735,12 14 20 21 27 33,5 12 19 22 32 39,14,1,1,,0
loto6,mixed,734,735,7 17 21 28 31 42,5 12 19 22 32 39,14,0,0,,0
loto6,balance,735,736,8 20 27 33 36 37,2 14 17 19 38 43,6,0,0,,0
loto6,frequent,735,736,8 12 20 33 37 38,2 14 17 19 38 43,6,1,0,,0
loto6,overdue,735,736,8 11 17 28 34 43,2 14 17 19 38 43,6,2,0,,0
loto6,high_payout,735,736,8 17 20 34 37 41,2 14 17 19 38 43,6,1,0,,0
loto6,random,735,736,11 15 34 35 39 42,2 14 17 19 38 43,6,0,0,,0
loto6,sougaku_delete,735,736,8 14 20 21 27 33,2 14 17 19 38 43,6,1,0,,0
loto6,mixed,735,736,8 17 33 34 38 41,2 14 17 19 38 43,6,2,0,,0
loto6,balance,736,737,8 12 20 27 33 37,6 10 21 24 27 39,11,1,0,,0
loto6,frequent,736,737,8 12 20 27 33 37,6 10 21 24 27 39,11,1,0,,0
loto6,overdue,736,737,1 8 11 28 31 34,6 10 21 24 27 39,11,0,1,,0
loto6,high_payout,736,737,8 21 28 33 34 37,6 10 21 24 27 39,11,1,0,,0
loto6,random,736,737,8 10 18 21 23 38,6 10 21 24 27 39,11,2,0,,0
loto6,sougaku_delete,736,737,8 16 20 21 27 33,6 10 21 24 27 39,11,2,0,,0
loto6,mixed,736,737,8 12 20 27 33 37,6 10 21 24 27 39,11,1,0,,0
loto6,balance,737,738,8 16 20 27 33 37,14 21 22 32 33 41,9,1,0,,0
loto6,frequent,737,738,12 20 27 33 37 38,14 21 22 32 33 41,9,1,0,,0
loto6,overdue,737,738,8 11 28 31 34 41,14 21 22 32 33 41,9,1,0,,0
loto6,high_payout,737,738,8 33 34 36 37 41,14 21 22 32 33 41,9,2,0,,0
loto6,random,737,738,2 8 22 24 33 40,14 21 22 32 33 41,9,2,0,,0
loto6,sougaku_delete,737,738,8 14 20 21 27 33,14 21 22 32 33 41,9,3,0,5,1000
loto6,mixed,737,738,8 12 20 27 31 33,14 21 22 32 33 41,9,1,0,,0
loto6,balance,738,739,8 14 20 27 37 39,11 13 18 20 28 38,31,1,0,,0
loto6,frequent,738,739,8 12 20 27 33 38,11 13 18 20 28 38,31,2,0,,0
loto6,overdue,738,739,8 11 18 28 31 34,11 13 18 20 28 38,31,3,1,5,1000
loto6,high_payout,738,739,8 27 33 34 37 40,11 13 18 20 28 38,31,0,0,,0
loto6,random,738,739,1 6 14 32 33 34,11 13 18 20 28 38,31,0,0,,0
loto6,sougaku_delete,738,739,8 14 20 21 27 33,11 13 18 20 28 38,31,1,0,,0
loto6,mixed,738,739,8 14 20 23 27 37,11 13 18 20 28 38,31,1,0,,0
loto6,balance,739,740,8 14 20 27 33 37,8 9 15 26 37 40,18,2,0,,0
loto6,frequent,739,740,8 20 21 27 33 38,8 9 15 26 37 40,18,1,0,,0
loto6,overdue,739,740,1 8 30 31 34 40,8 9 15 26 37 40,18,2,0,,0
loto6,high_payout,739,740,8 21 33 34 37 42,8 9 15 26 37 40,18,2,0,,0
loto6,random,739,740,8 17 21 29 32 34,8 9 15 26 37 40,18,1,0,,0
loto6,sougaku_delete,739,740,8 20 21 27 37 38,8 9 15 26 37 40,18,2,0,,0
loto6,mixed,739,740,8 21 31 33 34 41,8 9 15 26 37 40,18,1,0,,0
loto6,balance,740,741,12 14 20 27 33 41,8 11 15 29 36 43,18,0,0,,0
loto6,frequent,740,741,8 20 27 33 37 38,8 11 15 29 36 43,18,1,0,,0
loto6,overdue,740,741,1 7 16 30 31 34,8 11 15 29 36 43,18,0,0,,0
loto6,high_payout,740,741,4 23 34 36 38 41,8 11 15 29 36 43,18,1,0,,0
loto6,random,740,741,20 28 35 36 38 41,8 11 15 29 36 43,18,1,0,,0
loto6,sougaku_delete,740,741,14 20 21 27 33 38,8 11 15 29 36 43,18,0,0,,0
loto6,mixed,740,741,4 8 13 19 36 38,8 11 15 29 36 43,18,2,0,,0
loto6,balance,741,742,12 14 20 27 33 37,2 12 13 14 22 35,4,2,0,,0
loto6,frequent,741,742,8 20 27 33 37 38,2 12 13 14 22 35,4,0,0,,0
loto6,overdue,741,742,1 4 16 30 31 34,2 12 13 14 22 35,4,0,1,,0
loto6,high_payout,741,742,33 34 36 38 39 41,2 12 13 14 22 35,4,0,0,,0
loto6,random,741,742,8 14 31 34 39 41,2 12 13 14 22 35,4,1,0,,0
loto6,sougaku_delete,741,742,8 20 21 27 33 38,2 12 13 14 22 35,4,0,0,,0
loto6,mixed,741,742,1 4 16 23 31 34,2 12 13 14 22 35,4,0,1,,0
loto6,balance,742,743,12 16 20 27 33 37,3 4 8 10 14 37,32,1,0,,0
loto6,frequent,742,743,8 20 27 33 37 38,3 4 8 10 14 37,32,2,0,,0
loto6,overdue,742,743,1 4 16 23 31 34,3 4 8 10 14 37,32,1,0,,0
loto6,high_payout,742,743,16 23 33 34 37 42,3 4 8 10 14 37,32,1,0,,0
loto6,random,742,743,29 33 34 40 41 42,3 4 8 10 14 37,32,0,0,,0
loto6,sougaku_delete,742,743,8 14 20 21 27 33,3 4 8 10 14 37,32,2,0,,0
loto6,mixed,742,743,16 23 33 34 36 39,3 4 8 10 14 37,32,0,0,,0
loto6,balance,743,744,8 12 16 27 33 37,2 5 12 14 30 42,3,1,0,,0
loto6,frequent,743,744,8 12 20 27 33 37,2 5 12 14 30 42,3,1,0,,0
loto6,overdue,743,744,1 16 23 31 34 42,2 5 12 14 30 42,3,1,0,,0
loto6,high_payout,743,744,33 34 38 39 41 42,2 5 12 14 30 42,3,1,0,,0
loto6,random,743,744,12 21 30 34 36 42,2 5 12 14 30 42,3,3,0,5,1000
loto6,sougaku_delete,743,744,8 14 20 21 27 33,2 5 12 14 30 42,3,1,0,,0
loto6,mixed,743,744,8 20 23 27 34 37,2 5 12 14 30 42,3,0,0,,0
loto6,balance,744,745,8 12 20 27 33 37,8 12 16 23 33 34,6,3,0,5,1000
loto6,frequent,744,745,8 12 14 27 37 38,8 12 16 23 33 34,6,2,0,,0
loto6,overdue,744,745,1 7 16 23 31 34,8 12 16 23 33 34,6,3,0,5,1000
loto6,high_payout,744,745,33 34 36 37 38 39,8 12 16 23 33 34,6,2,0,,0
loto6,random,744,745,14 17 21 22 26 38,8 12 16 23 33 34,6,0,0,,0
loto6,sougaku_delete,744,745,12 14 20 27 33 37,8 12 16 23 33 34,6,2,0,,0
loto6,mixed,744,745,8 14 20 21 27 33,8 12 16 23 33 34,6,2,0,,0
loto6,balance,745,746,8 12 20 27 31 38,6 9 10 29 31 35,28,1,0,,0
loto6,frequent,745,746,8 14 20 27 37 38,6 9 10 29 31 35,28,0,0,,0
loto6,overdue,745,746,1 7 25 27 31 39,6 9 10 29 31 35,28,1,0,,0
loto6,high_payout,745,746,27 32 33 36 38 41,6 9 10 29 31 35,28,0,0,,0
loto6,random,745,746,4 17 18 25 27 39,6 9 10 29 31 35,28,0,0,,0
loto6,sougaku_delete,745,746,12 14 20 27 33 37,6 9 10 29 31 35,28,0,0,,0
loto6,mixed,745,746,13 14 20 27 37 38,6 9 10 29 31 35,28,0,0,,0
loto6,balance,746,747,8 12 21 27 33 38,8 19 20 23 24 35,5,1,0,,0
loto6,frequent,746,747,8 20 27 37 38 39,8 19 20 23 24 35,5,2,0,,0
loto6,overdue,746,747,1 7 25 27 39 41,8 19 20 23 24 35,5,0,0,,0
loto6,high_payout,746,747,18 21 32 33 38 41,8 19 20 23 24 35,5,0,0,,0
loto6,random,746,747,8 14 17 20 27 33,8 19 20 23 24 35,5,2,0,,0
loto6,sougaku_delete,746,747,8 14 22 27 33 37,8 19 20 23 24 35,5,1,0,,0
loto6,mixed,746,747,10 14 29 35 36 41,8 19 20 23 24 35,5,1,0,,0
loto6,balance,747,748,8 14 20 27 37 39,2 14 16 27 28 30,21,2,0,,0
loto6,frequent,747,748,8 12 20 27 33 37,2 14 16 27 28 30,21,1,0,,0
loto6,overdue,747,748,1 7 25 27 32 39,2 14 16 27 28 30,21,1,0,,0
loto6,high_payout,747,748,32 34 36 37 39 41,2 14 16 27 28 30,21,0,0,,0
loto6,random,747,748,12 14 17 32 37 38,2 14 16 27 28 30,21,1,0,,0
loto6,sougaku_delete,747,748,8 14 20 21 27 37,2 14 16 27 28 30,21,2,1,,0
loto6,mixed,747,748,27 32 34 38 39 41,2 14 16 27 28 30,21,1,0,,0
loto6,balance,748,749,8 12 20 27 35 37,7 8 11 13 23 40,25,1,0,,0
loto6,frequent,748,749,8 12 14 20 27 37,7 8 11 13 23 40,25,1,0,,0
loto6,overdue,748,749,1 7 18 25 38 39,7 8 11 13 23 40,25,1,1,,0
loto6,high_payout,748,749,32 34 36 37 39 41,7 8 11 13 23 40,25,0,0,,0
loto6,random,748,749,7 21 22 27 31 36,7 8 11 13 23 40,25,1,0,,0
loto6,sougaku_delete,748,749,14 20 21 27 33 38,7 8 11 13 23 40,25,0,0,,0
loto6,mixed,748,749,8 12 20 21 35 37,7 8 11 13 23 40,25,1,0,,0
loto6,balance,749,750,8 12 20 21 37 39,4 6 13 16 18 39,34,1,0,,0
loto6,frequent,749,750,8 14 20 27 37 38,4 6 13 16 18 39,34,0,0,,0
loto6,overdue,749,750,1 21 25 32 38 39,4 6 13 16 18 39,34,1,0,,0
loto6,high_payout,749,750,8 21 32 38 39 41,4 6 13 16 18 39,34,1,0,,0
loto6,random,749,750,11 22 27 32 37 38,4 6 13 16 18 39,34,0,0,,0
loto6,sougaku_delete,749,750,8 14 20 21 35 38,4 6 13 16 18 39,34,0,0,,0
loto6,mixed,749,750,8 14 20 27 37 38,4 6 13 16 18 39,34,0,0,,0
loto6,balance,750,751,8 14 20 27 38 41,13 16 21 25 31 38,43,1,0,,0
loto6,frequent,750,751,8 14 20 27 35 37,13 16 21 25 31 38,43,0,0,,0
loto6,overdue,750,751,1 21 25 32 38 41,13 16 21 25 31 38,43,3,0,5,1000
loto6,high_payout,750,751,33 34 36 37 38 41,13 16 21 25 31 38,43,1,0,,0
loto6,random,750,751,10 12 15 17 21 41,13 16 21 25 31 38,43,1,0,,0
loto6,sougaku_delete,750,751,8 14 20 21 27 37,13 16 21 25 31 38,43,1,0,,0
loto6,mixed,750,751,8 14 20 21 23 37,13 16 21 25 31 38,43,1,0,,0
loto6,balance,751,752,8 12 20 27 35 37,3 5 13 18 22 37,14,1,0,,0
loto6,frequent,751,752,8 13 20 27 35 38,3 5 13 18 22 37,14,1,0,,0
loto6,overdue,751,752,1 15 17 26 32 36,3 5 13 18 22 37,14,0,0,,0
loto6,high_payout,751,752,1 8 32 36 37 41,3 5 13 18 22 37,14,1,0,,0
loto6,random,751,752,17 18 22 34 37 39,3 5 13 18 22 37,14,3,0,5,1000
loto6,sougaku_delete,751,752,8 13 20 27 35 38,3 5 13 18 22 37,14,1,0,,0
loto6,mixed,751,752,8 12 20 27 33 37,3 5 13 18 22 37,14,1,0,,0
loto6,balance,752,753,8 14 20 27 35 41,2 4 11 15 20 38,18,1,0,,0
loto6,frequent,752,753,8 13 14 20 37 38,2 4 11 15 20 38,18,2,0,,0
loto6,overdue,752,753,1 12 17 26 32 41,2 4 11 15 20 38,18,0,0,,0
loto6,high_payout,752,753,23 32 33 36 38 41,2 4 11 15 20 38,18,1,0,,0
loto6,random,752,753,7 12 20 22 36 41,2 4 11 15 20 38,18,1,0,,0
loto6,sougaku_delete,752,753,8 13 20 27 33 38,2 4 11 15 20 38,18,2,0,,0
loto6,mixed,752,753,8 13 20 23 33 38,2 4 11 15 20 38,18,2,0,,0
loto6,balance,753,754,8 14 20 23 35 37,16 27 33 35 39 41,42,1,0,,0
loto6,frequent,753,754,8 13 16 20 27 38,16 27 33 35 39 41,42,2,0,,0
loto6,overdue,753,754,1 17 26 32 36 41,16 27 33 35 39 41,42,1,0,,0
loto6,high_payout,753,754,8 14 27 33 39 42,16 27 33 35 39 41,42,3,1,5,1000
loto6,random,753,754,2 8 13 34 35 38,16 27 33 35 39 41,42,1,0,,0
loto6,sougaku_delete,753,754,8 13 20 23 37 38,16 27 33 35 39 41,42,0,0,,0
loto6,mixed,753,754,32 33 34 36 37 41,16 27 33 35 39 41,42,2,0,,0
loto6,balance,754,755,8 13 20 27 37 38,10 16 20 25 29 39,2,1,0,,0
loto6,frequent,754,755,8 14 20 27 35 37,10 16 20 25 29 39,2,1,0,,0
loto6,overdue,754,755,1 10 17 26 32 36,10 16 20 25 29 39,2,1,0,,0
loto6,high_payout,754,755,8 32 33 35 37 38,10 16 20 25 29 39,2,0,0,,0
loto6,random,754,755,5 8 12 27 33 42,10 16 20 25 29 39,2,0,0,,0
loto6,sougaku_delete,754,755,8 16 20 27 33 37,10 16 20 25 29 39,2,2,0,,0
loto6,mixed,754,755,8 14 23 33 37 38,10 16 20 25 29 39,2,0,0,,0
loto6,balance,755,756,8 12 16 27 33 37,8 10 24 26 27 28,32,2,0,,0
loto6,frequent,755,756,8 20 27 35 37 38,8 10 24 26 27 28,32,2,0,,0
loto6,overdue,755,756,1 17 26 32 36 43,8 10 24 26 27 28,32,1,1,,0
loto6,high_payout,755,756,32 33 34 36 37 39,8 10 24 26 27 28,32,0,1,,0
loto6,random,755,756,6 8 21 33 36 39,8 10 24 26 27 28,32,1,0,,0
loto6,sougaku_delete,755,756,8 16 20 27 33 37,8 10 24 26 27 28,32,2,0,,0
loto6,mixed,755,756,8 13 16 27 37 38,8 10 24 26 27 28,32,2,0,,0
loto6,balance,756,757,8 14 20 27 37 38,4 10 14 19 35 38,17,2,0,,0
loto6,frequent,756,757,8 16 20 27 37 38,4 10 14 19 35 38,17,1,0,,0
loto6,overdue,756,757,1 12 17 32 36 43,4 10 14 19 35 38,17,0,1,,0
loto6,high_payout,756,757,32 33 36 37 39 42,4 10 14 19 35 38,17,0,0,,0
loto6,random,756,757,31 32 33 37 41 42,4 10 14 19 35 38,17,0,0,,0
loto6,sougaku_delete,756,757,8 20 23 27 37 38,4 10 14 19 35 38,17,1,0,,0
loto6,mixed,756,757,13 14 16 20 27 37,4 10 14 19 35 38,17,1,0,,0
loto6,balance,757,758,8 12 20 27 35 37,11 19 20 25 38 40,33,1,0,,0
loto6,frequent,757,758,8 16 27 35 37 38,11 19 20 25 38 40,33,1,0,,0
loto6,overdue,757,758,1 12 17 32 36 43,11 19 20 25 38 40,33,0,0,,0
loto6,high_payout,757,758,13 32 36 37 39 42,11 19 20 25 38 40,33,0,0,,0
loto6,random,757,758,7 13 25 31 38 40,11 19 20 25 38 40,33,3,0,5,1000
loto6,sougaku_delete,757,758,8 14 20 27 35 39,11 19 20 25 38 40,33,1,0,,0
loto6,mixed,757,758,8 9 21 28 32 38,11 19 20 25 38 40,33,1,0,,0
loto6,balance,758,759,8 12 16 27 35 37,14 22 25 28 37 41,31,1,0,,0
loto6,frequent,758,759,8 20 27 35 37 38,14 22 25 28 37 41,31,1,0,,0
loto6,overdue,758,759,1 12 17 32 36 43,14 22 25 28 37 41,31,0,0,,0
loto6,high_payout,758,759,32 33 36 37 39 42,14 22 25 28 37 41,31,1,0,,0
loto6,random,758,759,9 20 21 27 36 42,14 22 25 28 37 41,31,0,0,,0
loto6,sougaku_delete,758,759,13 16 20 27 35 38,14 22 25 28 37 41,31,0,0,,0
loto6,mixed,758,759,13 17 18 27 37 42,14 22 25 28 37 41,31,1,0,,0
loto6,balance,759,760,8 16 20 27 35 37,3 4 6 15 32 40,34,0,0,,0
loto6,frequent,759,760,8 14 20 27 37 38,3 4 6 15 32 40,34,0,0,,0
loto6,overdue,759,760,1 17 32 34 36 43,3 4 6 15 32 40,34,1,1,,0
loto6,high_payout,759,760,32 33 35 36 37 42,3 4 6 15 32 40,34,1,0,,0
loto6,random,759,760,20 21 27 28 35 42,3 4 6 15 32 40,34,0,0,,0
loto6,sougaku_delete,759,760,13 14 20 27 35 38,3 4 6 15 32 40,34,0,0,,0
loto6,mixed,759,760,8 13 20 23 27 38,3 4 6 15 32 40,34,0,0,,0
loto6,balance,760,761,8 12 20 27 33 37,8 10 11 12 20 40,42,3,0,5,1000
loto6,frequent,760,761,8 14 20 27 37 38,8 10 11 12 20 40,42,2,0,,0
loto6,overdue,760,761,1 12 17 34 36 43,8 10 11 12 20 40,42,1,0,,0
loto6,high_payout,760,761,8 23 33 34 39 42,8 10 11 12 20 40,42,1,1,,0
loto6,random,760,761,16 20 29 31 35 41,8 10 11 12 20 40,42,1,0,,0
loto6,sougaku_delete,760,761,13 16 20 27 33 38,8 10 11 12 20 40,42,1,0,,0
loto6,mixed,760,761,12 17 27 34 37 42,8 10 11 12 20 40,42,1,1,,0
loto6,balance,761,762,8 13 16 27 37 38,6 8 9 20 24 27,40,2,0,,0
loto6,frequent,761,762,8 20 27 35 37 38,6 8 9 20 24 27,40,3,0,5,1000
loto6,overdue,761,762,1 17 23 34 36 43,6 8 9 20 24 27,40,0,0,,0
loto6,high_payout,761,762,1 16 21 35 36 42,6 8 9 20 24 27,40,0,0,,0
loto6,random,761,762,20 21 32 36 41 42,6 8 9 20 24 27,40,1,0,,0
loto6,sougaku_delete,761,762,8 14 20 21 27 37,6 8 9 20 24 27,40,3,0,5,1000
loto6,mixed,761,762,33 34 36 37 38 39,6 8 9 20 24 27,40,0,0,,0
loto6,balance,762,763,8 13 14 20 27 37,6 8 10 21 39 42,36,1,0,,0
loto6,frequent,762,763,8 14 20 27 37 38,6 8 10 21 39 42,36,1,0,,0
loto6,overdue,762,763,1 17 23 34 36 42,6 8 10 21 39 42,36,1,1,,0
loto6,high_payout,762,763,2 8 16 33 37 43,6 8 10 21 39 42,36,1,0,,0
loto6,random,762,763,20 21 23 35 37 39,6 8 10 21 39 42,36,2,0,,0
loto6,sougaku_delete,762,763,8 13 20 23 27 38,6 8 10 21 39 42,36,1,0,,0
loto6,mixed,762,763,8 14 20 27 37 38,6 8 10 21 39 42,36,1,0,,0
loto6,balance,763,764,8 13 16 27 37 38,6 7 24 34 42 43,14,0,0,,0
loto6,frequent,763,764,8 13 20 27 37 38,6 7 24 34 42 43,14,0,0,,0
loto6,overdue,763,764,1 17 23 34 36 43,6 7 24 34 42 43,14,2,0,,0
loto6,high_payout,763,764,16 23 33 36 37 38,6 7 24 34 42 43,14,0,0,,0
loto6,random,763,764,7 13 18 31 32 36,6 7 24 34 42 43,14,1,0,,0
loto6,sougaku_delete,763,764,8 13 20 23 27 38,6 7 24 34 42 43,14,0,0,,0
loto6,mixed,763,764,8 14 20 27 33 37,6 7 24 34 42 43,14,0,1,,0
loto6,balance,764,765,8 14 23 27 35 38,4 14 17 22 26 41,6,1,0,,0
loto6,frequent,764,765,8 14 20 27 35 38,4 14 17 22 26 41,6,1,0,,0
loto6,overdue,764,765,1 17 23 30 31 36,4 14 17 22 26 41,6,1,0,,0
loto6,high_payout,764,765,13 16 23 33 36 38,4 14 17 22 26 41,6,0,0,,0
loto6,random,764,765,11 16 21 22 25 27,4 14 17 22 26 41,6,1,0,,0
loto6,sougaku_delete,764,765,8 13 14 20 27 35,4 14 17 22 26 41,6,1,0,,0
loto6,mixed,764,765,8 13 23 33 36 38,4 14 17 22 26 41,6,0,0,,0
loto6,balance,765,766,8 13 16 20 35 37,6 10 12 32 37 39,33,1,0,,0
loto6,frequent,765,766,8 10 20 27 35 38,6 10 12 32 37 39,33,1,0,,0
loto6,overdue,765,766,1 18 23 30 33 36,6 10 12 32 37 39,33,0,1,,0
loto6,high_payout,765,766,16 23 33 36 37 42,6 10 12 32 37 39,33,1,1,,0
loto6,random,765,766,2 16 23 32 37 41,6 10 12 32 37 39,33,2,0,,0
loto6,sougaku_delete,765,766,8 14 20 27 35 38,6 10 12 32 37 39,33,0,0,,0
loto6,mixed,765,766,8 13 27 36 37 38,6 10 12 32 37 39,33,1,0,,0
loto6,balance,766,767,8 14 20 27 35 39,2 6 11 27 29 37,14,1,1,,0
loto6,frequent,766,767,8 10 20 27 38 39,2 6 11 27 29 37,14,1,0,,0
loto6,overdue,766,767,1 13 18 23 31 36,2 6 11 27 29 37,14,0,0,,0
loto6,high_payout,766,767,13 23 27 34 36 38,2 6 11 27 29 37,14,1,0,,0
loto6,random,766,767,6 13 16 23 24 31,2 6 11 27 29 37,14,1,0,,0
loto6,sougaku_delete,766,767,8 14 20 27 35 38,2 6 11 27 29 37,14,1,1,,0
loto6,mixed,766,767,13 16 33 35 36 38,2 6 11 27 29 37,14,0,0,,0
loto6,balance,767,768,8 13 20 23 37 38,1 8 19 25 32 38,39,2,0,,0
loto6,frequent,767,768,8 10 14 20 27 37,1 8 19 25 32 38,39,1,0,,0
loto6,overdue,767,768,1 13 18 23 30 36,1 8 19 25 32 38,39,1,0,,0
loto6,high_payout,767,768,8 23 33 36 39 42,1 8 19 25 32 38,39,1,1,,0
loto6,random,767,768,16 20 28 33 36 37,1 8 19 25 32 38,39,0,0,,0
loto6,sougaku_delete,767,768,8 10 20 27 35 38,1 8 19 25 32 38,39,2,0,,0
loto6,mixed,767,768,8 13 20 27 33 38,1 8 19 25 32 38,39,2,0,,0
loto6,balance,768,769,8 14 20 23 35 37,1 2 4 16 17 38,8,0,1,,0
loto6,frequent,768,769,8 16 20 27 37 38,1 2 4 16 17 38,8,2,1,,0
loto6,overdue,768,769,13 18 23 30 31 36,1 2 4 16 17 38,8,0,0,,0
loto6,high_payout,768,769,14 18 23 33 36 39,1 2 4 16 17 38,8,0,0,,0
loto6,random,768,769,11 20 21 27 39 40,1 2 4 16 17 38,8,0,0,,0
loto6,sougaku_delete,768,769,8 14 20 27 33 37,1 2 4 16 17 38,8,0,1,,0
loto6,mixed,768,769,14 16 20 23 27 33,1 2 4 16 17 38,8,1,0,,0
loto6,balance,769,770,8 14 20 27 37 39,17 19 21 22 36 37,25,1,0,,0
loto6,frequent,769,770,8 16 20 27 37 38,17 19 21 22 36 37,25,1,0,,0
loto6,overdue,769,770,13 18 23 30 31 36,17 19 21 22 36 37,25,1,0,,0
loto6,high_payout,769,770,8 13 23 33 36 37,17 19 21 22 36 37,25,2,0,,0
loto6,random,769,770,6 8 12 21 32 42,17 19 21 22 36 37,25,1,0,,0
loto6,sougaku_delete,769,770,8 14 20 23 27 35,17 19 21 22 36 37,25,0,0,,0
loto6,mixed,769,770,8 14 23 27 35 38,17 19 21 22 36 37,25,0,0,,0
loto6,balance,770,771,8 14 23 27 37 38,15 21 31 32 33 34,27,0,1,,0
loto6,frequent,770,771,8 14 20 27 37 38,15 21 31 32 33 34,27,0,1,,0
loto6,overdue,770,771,13 18 23 30 31 33,15 21 31 32 33 34,27,2,0,,0
loto6,high_payout,770,771,8 13 18 23 33 42,15 21 31 32 33 34,27,1,0,,0
loto6,random,770,771,12 13 14 18 32 38,15 21 31 32 33 34,27,1,0,,0
loto6,sougaku_delete,770,771,8 14 20 27 37 39,15 21 31 32 33 34,27,0,1,,0
loto6,mixed,770,771,8 13 20 23 33 38,15 21 31 32 33 34,27,1,0,,0
loto6,balance,771,772,8 14 20 23 37 38,7 11 16 19 20 23,30,2,0,,0
loto6,frequent,771,772,8 20 27 37 38 39,7 11 16 19 20 23,30,1,0,,0
loto6,overdue,771,772,5 13 18 23 30 35,7 11 16 19 20 23,30,1,1,,0
loto6,high_payout,771,772,8 13 16 23 35 39,7 11 16 19 20 23,30,2,0,,0
loto6,random,771,772,18 21 26 27 40 42,7 11 16 19 20 23,30,0,0,,0
loto6,sougaku_delete,771,772,8 14 20 23 27 37,7 11 16 19 20 23,30,2,0,,0
loto6,mixed,771,772,8 16 20 27 37 38,7 11 16 19 20 23,30,2,0,,0
loto6,balance,772,773,8 14 20 27 35 37,4 7 10 11 12 32,9,0,0,,0
loto6,frequent,772,773,8 16 20 27 37 38,4 7 10 11 12 32,9,0,0,,0
loto6,overdue,772,773,5 13 18 28 30 35,4 7 10 11 12 32,9,0,0,,0
loto6,high_payout,772,773,8 14 18 27 33 35,4 7 10 11 12 32,9,0,0,,0
loto6,random,772,773,8 14 16 35 39 41,4 7 10 11 12 32,9,0,0,,0
loto6,sougaku_delete,772,773,8 14 20 21 27 38,4 7 10 11 12 32,9,0,0,,0
loto6,mixed,772,773,6 8 20 27 35 37,4 7 10 11 12 32,9,0,0,,0
loto6,balance,773,774,8 14 18 27 35 37,2 4 9 13 16 33,15,0,0,,0
loto6,frequent,773,774,8 14 20 27 37 38,2 4 9 13 16 33,15,0,0,,0
