A52
第2129回ロト６,数字選択式全国自治宝くじ,令和8年8月17日,東京 宝くじドリーム館
支払期間,令和8年8月18日から令和9年8月17日まで
本数字,02,04,06,16,25,41,ボーナス数字,40
１等,該当なし,該当なし
２等,2口,34449900円
３等,258口,288400円
４等,12822口,6100円
５等,199767口,1000円
キャリーオーバー,239978734円
販売実績額,1447472600円
１等,申込数字が本数字６個と全て一致
２等,申込数字が本数字５個と一致し、更にボーナス数字１個と一致
３等,申込数字が本数字５個と一致
４等,申込数字が本数字４個と一致
５等,申込数字が本数字３個と一致
