"回号","抽せん日","等級","当せん口数","当せん金額"
"685","2026-07-10","4等","4045","8200"
"685","2026-07-10","5等","68450","1600"
"685","2026-07-10","6等","114400","1200"
"686","2026-07-17","1等","0","0"
"686","2026-07-17","2等","5","9047600"
"686","2026-07-17","3等","67","777700"
"686","2026-07-17","4等","3588","8800"
"686","2026-07-17","5等","61605","1700"
"686","2026-07-17","6等","113788","1100"
"687","2026-07-24","1等","0","0"
"687","2026-07-24","2等","4","13731000"
"687","2026-07-24","3等","84","753100"
"687","2026-07-24","4等","5210","7300"
"687","2026-07-24","5等","88245","1400"
"687","2026-07-24","6等","142408","1100"
"688","2026-07-31","1等","0","0"
"688","2026-07-31","2等","12","5173400"
"688","2026-07-31","3等","128","558600"
"688","2026-07-31","4等","5218","8300"
"688","2026-07-31","5等","89558","1600"
"688","2026-07-31","6等","169337","1000"
"689","2026-08-07","1等","1","1200000000"
"689","2026-08-07","2等","7","9453700"
"689","2026-08-07","3等","133","573100"
"689","2026-08-07","4等","6749","6800"
"689","2026-08-07","5等","104182","1400"
"689","2026-08-07","6等","185140","1000"
