"回号","抽せん日","販売実績額","キャリーオーバー","1等口数","1等当せん金額"
"676","2012-07-16","","0","3","57166200"
"677","2012-07-19","","0","1","189220100"
"678","2012-07-23","","183123113","0","0"
"679","2012-07-26","","17453239","1","400000000"
"680","2012-07-30","","0","1","212106800"
"681","2012-08-02","","186530099","0","0"
"682","2012-08-06","","0","1","393430300"
"683","2012-08-09","","0","1","185848300"
"684","2012-08-13","","0","2","74642000"
"685","2012-08-16","","0","2","87878800"
"686","2012-08-20","","0","2","94737500"
"687","2012-08-23","","0","2","94843400"
"688","2012-08-27","","0","2","92819300"
"689","2012-08-30","","0","8","20094300"
"690","2012-09-03","","182194767","0","0"
"691","2012-09-06","","0","3","134131500"
"692","2012-09-10","","0","2","90732700"
"693","2012-09-13","","191637654","0","0"
"694","2012-09-17","","0","2","199696300"
"695","2012-09-20","","0","5","33044600"
"696","2012-09-24","","0","1","182624000"
"697","2012-09-27","","0","1","188870600"
"698","2012-10-01","","0","2","93065900"
"699","2012-10-04","","0","1","178163800"
"700","2012-10-08","","0","3","54372900"
"701","2012-10-11","","194434345","0","0"
"702","2012-10-15","","36172490","1","400000000"
"703","2012-10-18","","0","1","245034100"
"704","2012-10-22","","0","1","177385500"
"705","2012-10-25","","197459384","0","0"
"706","2012-10-29","","0","4","111096500"
"707","2012-11-01","","0","2","95335600"
"708","2012-11-05","","0","1","184591000"
"709","2012-11-08","","191167589","0","0"
"710","2012-11-12","","429810925","0","0"
"711","2012-11-15","","323524855","1","400000000"
"712","2012-11-19","","0","4","141654300"
"713","2012-11-22","","0","8","25401100"
"714","2012-11-26","","0","2","91019900"
"715","2012-11-29","","0","4","43239100"
"716","2012-12-03","","0","2","86824800"
"717","2012-12-06","","0","3","63669600"
"718","2012-12-10","","187554507","0","0"
"719","2012-12-13","","0","5","84563100"
"720","2012-12-17","","194961175","0","0"
"721","2012-12-20","","444138139","0","0"
"722","2012-12-24","","0","2","374402800"
"723","2012-12-27","","210243965","0","0"
"724","2013-01-07","","129168839","1","400000000"
"725","2013-01-10","","0","1","380475100"
"726","2013-01-14","","186599329","0","0"
"727","2013-01-17","","0","3","143332300"
"728","2013-01-21","","0","3","63530800"
"729","2013-01-24","","0","2","98685000"
"730","2013-01-28","","0","3","66314100"
"731","2013-01-31","","0","2","98599200"
"732","2013-02-04","","0","2","105133100"
"733","2013-02-07","","0","6","31134100"
"734","2013-02-11","","0","2","90878300"
"735","2013-02-14","","0","1","191947900"
"736","2013-02-18","","0","1","195249400"
"737","2013-02-21","","0","5","35534000"
"738","2013-02-25","","0","3","63074300"
"739","2013-02-28","","0","1","189795600"
"740","2013-03-04","","0","8","22908400"
"741","2013-03-07","","0","3","62963200"
"742","2013-03-11","","0","5","34263800"
"743","2013-03-14","","0","1","166674600"
"744","2013-03-18","","0","2","85021400"
"745","2013-03-21","","0","2","81805900"
"746","2013-03-25","","0","2","89450700"
"747","2013-03-28","","0","5","35339700"
"748","2013-04-01","","0","3","54555200"
"749","2013-04-04","","0","1","147338200"
"750","2013-04-08","","148850413","0","0"
"751","2013-04-11","","0","2","170811100"
"752","2013-04-15","","0","1","148264300"
"753","2013-04-18","","0","1","153360100"
"754","2013-04-22","","158293668","0","0"
"755","2013-04-25","","0","1","357433900"
"756","2013-04-29","","0","1","135304800"
"757","2013-05-02","","0","1","158786500"
"758","2013-05-06","","0","3","48205400"
"759","2013-05-09","","0","1","150508300"
"760","2013-05-13","","0","2","76066200"
"761","2013-05-16","","0","3","45384700"
"762","2013-05-20","","0","2","66848900"
"763","2013-05-23","","0","4","36232500"
"764","2013-05-27","","0","1","152476300"
"765","2013-05-30","","0","1","143790100"
"766","2013-06-03","","142769195","0","0"
"767","2013-06-06","","305421962","0","0"
"768","2013-06-10","","0","3","166626300"
"769","2013-06-13","","0","2","71650300"
"770","2013-06-17","","0","1","154692500"
"771","2013-06-20","","155599643","0","0"
"772","2013-06-24","","319366210","0","0"
"773","2013-06-27","","0","3","168064100"
"774","2013-07-01","","147716863","0","0"
"775","2013-07-04","","0","6","56139200"
"776","2013-07-08","","0","3","45776400"
"777","2013-07-11","","0","1","146823800"
"778","2013-07-15","","0","4","32229100"
"779","2013-07-18","","0","2","72998900"
"780","2013-07-22","","0","1","134329400"
"781","2013-07-25","","0","1","147350400"
"782","2013-07-29","","0","3","48647800"
"783","2013-08-01","","0","1","140608100"
"784","2013-08-05","","0","1","142822100"
"785","2013-08-08","","139918477","0","0"
"786","2013-08-12","","0","3","97530200"
"787","2013-08-15","","0","1","130770500"
"788","2013-08-19","","0","2","65271100"
"789","2013-08-22","","145597887","0","0"
"790","2013-08-26","","0","3","102876700"
"791","2013-08-29","","0","1","149634700"
"792","2013-09-02","","0","2","70622000"
"793","2013-09-05","","142217329","0","0"
"794","2013-09-09","","318626275","0","0"
"795","2013-09-12","","0","7","73305200"
"796","2013-09-16","","0","1","121870200"
"797","2013-09-19","","0","2","68765900"
"798","2013-09-23","","248463449","0","0"
"799","2013-09-26","","0","7","58921400"
"800","2013-09-30","","0","1","131166300"
"801","2013-10-03","","0","1","145320600"
"802","2013-10-07","","0","1","128449300"
"803","2013-10-10","","148970728","0","0"
"804","2013-10-14","","0","2","150886900"
"805","2013-10-17","","0","1","140183100"
"806","2013-10-21","","138833615","0","0"
"807","2013-10-24","","0","1","291477000"
"808","2013-10-28","","146270097","0","0"
"809","2013-10-31","","0","3","107746800"
"810","2013-11-04","","0","4","36263600"
"811","2013-11-07","","0","1","140999500"
"812","2013-11-11","","141628660","0","0"
"813","2013-11-14","","0","3","98109100"
"814","2013-11-18","","0","5","26254400"
"815","2013-11-21","","0","1","127087500"
"816","2013-11-25","","0","2","62452100"
"817","2013-11-29","","0","1","145727200"
"818","2013-12-02","","139600060","0","0"
"819","2013-12-05","","0","2","150045900"
"820","2013-12-09","","0","1","137493800"
"821","2013-12-12","","0","1","141089200"
"822","2013-12-16","","0","5","24735100"
"823","2013-12-19","","0","2","66918700"
"824","2013-12-23","","135848970","0","0"
"825","2013-12-26","","0","4","73795200"
"826","2013-12-30","","0","3","45122000"
"827","2014-01-06","","134993898","0","0"
"828","2014-01-09","","0","1","293783400"
"829","2014-01-13","","0","1","136213400"
"830","2014-01-16","","0","4","34145100"
"831","2014-01-20","","0","3","42071400"
"832","2014-01-23","","0","2","70326900"
"833","2014-01-27","","0","1","129867100"
"834","2014-01-30","","143432919","0","0"
"835","2014-02-03","","0","4","76167200"
"836","2014-02-06","","0","2","69974600"
"837","2014-02-10","","135019275","0","0"
"838","2014-02-13","","0","1","302484800"
"839","2014-02-17","","0","2","58819200"
"840","2014-02-20","","0","2","62492100"
"841","2014-02-24","","130444902","0","0"
"842","2014-02-27","","0","2","142963400"
"843","2014-03-03","","0","1","132563500"
"844","2014-03-06","","126319769","0","0"
"845","2014-03-10","","0","1","270730000"
"846","2014-03-13","","132037455","0","0"
"847","2014-03-17","","294769911","0","0"
"848","2014-03-20","","0","2","232909500"
"849","2014-03-24","","0","2","64046100"
"850","2014-03-27","","140296289","0","0"
"851","2014-03-31","","0","3","96122100"
"852","2014-04-03","","0","1","129224400"
"853","2014-04-07","","132939440","0","0"
"854","2014-04-10","","0","1","280741900"
"855","2014-04-14","","134397657","0","0"
"856","2014-04-17","","0","2","155268000"
"857","2014-04-21","","0","1","128078300"
"858","2014-04-24","","0","2","71353500"
"859","2014-04-28","","136413520","0","0"
"860","2014-05-01","","0","3","101556000"
"861","2014-05-05","","0","3","41471000"
"862","2014-05-08","","135355967","0","0"
"863","2014-05-12","","0","2","145531400"
"864","2014-05-15","","0","2","68694900"
"865","2014-05-19","","0","6","16727400"
"866","2014-05-22","","128576326","0","0"
"867","2014-05-26","","273626115","0","0"
"868","2014-05-29","","447951484","0","0"
"869","2014-06-02","","0","7","89021500"
"870","2014-06-05","","0","1","129034400"
"871","2014-06-09","","0","3","38178300"
"872","2014-06-12","","0","1","117975100"
"873","2014-06-16","","0","1","136319400"
"874","2014-06-19","","124955572","0","0"
"875","2014-06-23","","0","2","129788300"
"876","2014-06-26","","0","1","128626000"
"877","2014-06-30","","138378499","0","0"
"878","2014-07-03","","0","1","290609800"
"879","2014-07-07","","138812697","0","0"
"880","2014-07-10","","0","2","140523000"
"881","2014-07-14","","116551216","0","0"
"882","2014-07-17","","0","1","262268600"
"883","2014-07-21","","0","1","118297900"
"884","2014-07-24","","119838550","0","0"
"885","2014-07-28","","0","1","269046500"
"886","2014-07-31","","0","1","120138400"
"887","2014-08-04","","0","1","114992600"
"888","2014-08-07","","0","1","122981400"
"889","2014-08-11","","122268699","0","0"
"890","2014-08-14","","252988536","0","0"
"891","2014-08-18","","0","2","213055100"
"892","2014-08-21","","140036758","0","0"
"893","2014-08-25","","287576167","0","0"
"894","2014-08-28","","0","2","229891000"
"895","2014-09-01","","0","6","19453800"
"896","2014-09-04","","126641809","0","0"
"897","2014-09-08","","0","3","89071400"
"898","2014-09-11","","0","4","31560700"
"899","2014-09-15","","0","1","115363100"
"900","2014-09-18","","0","2","63211900"
"901","2014-09-22","","119387020","0","0"
"902","2014-09-25","","0","1","269162200"
"903","2014-09-29","","0","1","113300900"
"904","2014-10-02","","118584306","0","0"
"905","2014-10-06","","0","2","131284900"
"906","2014-10-09","","121447115","0","0"
"907","2014-10-13","","0","5","49352900"
"908","2014-10-16","","0","1","119933000"
"909","2014-10-20","","0","1","121772100"
"910","2014-10-23","","0","1","109769800"
"911","2014-10-27","","0","1","118690300"
"912","2014-10-30","","0","2","64620500"
"913","2014-11-03","","0","2","60952200"
"914","2014-11-06","","244632508","0","0"
"915","2014-11-10","","0","4","100782800"
"916","2014-11-13","","0","1","115937100"
"917","2014-11-17","","121608804","0","0"
"918","2014-11-20","","400925200","0","0"
"919","2014-11-24","","555673063","0","0"
"920","2014-11-27","","735700073","0","0"
"921","2014-12-01","","523276110","1","400000000"
"922","2014-12-04","","0","2","342422300"
"923","2014-12-08","","0","2","68159800"
"924","2014-12-11","","137446611","0","0"
"925","2014-12-15","","0","3","97251100"
"926","2014-12-18","","133838035","0","0"
"927","2014-12-22","","296706788","0","0"
"928","2014-12-25","","70404713","1","400000000"
"929","2014-12-29","","0","5","43471100"
"930","2015-01-05","","0","1","137750200"
"931","2015-01-08","","124860306","0","0"
"932","2015-01-12","","0","1","276721400"
"933","2015-01-15","","0","2","62693000"
"934","2015-01-19","","0","1","125978000"
"935","2015-01-22","","0","2","58012000"
"936","2015-01-26","","125707844","0","0"
"937","2015-01-29","","0","3","89474500"
"938","2015-02-02","","0","3","40465900"
"939","2015-02-05","","119231853","0","0"
"940","2015-02-09","","0","1","272046600"
"941","2015-02-12","","0","1","121390700"
"942","2015-02-16","","116366306","0","0"
"943","2015-02-19","","0","3","87917000"
"944","2015-02-23","","0","1","129554500"
"945","2015-02-26","","0","2","59488300"
"946","2015-03-02","","0","4","29998800"
"947","2015-03-05","","0","2","61398000"
"948","2015-03-09","","121896967","0","0"
"949","2015-03-12","","266741384","0","0"
"950","2015-03-16","","19624312","1","400000000"
"951","2015-03-19","","144123227","0","0"
"952","2015-03-23","","0","2","143126900"
"953","2015-03-26","","0","4","30379200"
"954","2015-03-30","","124385476","0","0"
"955","2015-04-02","","0","1","267084300"
"956","2015-04-06","","115912032","0","0"
"957","2015-04-09","","0","3","86595800"
"958","2015-04-13","","0","2","59353800"
"959","2015-04-16","","0","1","135036000"
"960","2015-04-20","","0","2","61430200"
"961","2015-04-23","","0","1","115013400"
"962","2015-04-27","","0","4","29602900"
"963","2015-04-30","","0","2","64350000"
"964","2015-05-04","","118835741","0","0"
"965","2015-05-07","","0","2","126654500"
"966","2015-05-11","","0","1","133072000"
"967","2015-05-14","","0","1","123100400"
"968","2015-05-18","","0","1","110911400"
"969","2015-05-21","","0","1","113134300"
"970","2015-05-25","","0","2","55926200"
"971","2015-05-28","","0","4","25715300"
"972","2015-06-01","","0","1","117796500"
"973","2015-06-04","","0","2","49737200"
"974","2015-06-08","","118666833","0","0"
"975","2015-06-11","","241737086","0","0"
"976","2015-06-15","","391731490","0","0"
"977","2015-06-18","","560007047","0","0"
"978","2015-06-22","","338273733","1","400000000"
"979","2015-06-25","","78776205","1","400000000"
"980","2015-06-29","","0","3","75206100"
"981","2015-07-02","","0","1","120197200"
"982","2015-07-06","","128218058","0","0"
"983","2015-07-09","","0","1","271689400"
"984","2015-07-13","","115684719","0","0"
"985","2015-07-16","","0","4","60289500"
"986","2015-07-20","","0","2","56736900"
"987","2015-07-23","","0","4","27898400"
"988","2015-07-27","","114443128","0","0"
"989","2015-07-30","","0","1","246688200"
"990","2015-08-03","","0","4","26701800"
"991","2015-08-06","","0","3","35920900"
"992","2015-08-10","","95753342","0","0"
"993","2015-08-13","","330330282","0","0"
"994","2015-08-17","","484104446","0","0"
"995","2015-08-20","","234031537","1","400000000"
"996","2015-08-24","","370501171","0","0"
"997","2015-08-27","","108513197","1","400000000"
"998","2015-08-31","","0","2","120240500"
"999","2015-09-03","","125615901","0","0"
"1000","2015-09-07","","268345233","0","0"
"1001","2015-09-10","","7153015","1","400000000"
"1002","2015-09-14","","130866503","0","0"
"1003","2015-09-17","","0","2","136053200"
"1004","2015-09-21","","0","1","108151300"
"1005","2015-09-24","","0","1","111149300"
"1006","2015-09-28","","0","1","124749700"
"1007","2015-10-01","","0","1","113492400"
"1008","2015-10-05","","123911966","0","0"
"1009","2015-10-08","","271108458","0","0"
"1010","2015-10-12","","0","2","196662400"
"1011","2015-10-15","","0","1","129960800"
"1012","2015-10-19","","0","1","108211900"
"1013","2015-10-22","","129106482","0","0"
"1014","2015-10-26","","268322168","0","0"
"1015","2015-10-29","","18724752","1","400000000"
"1016","2015-11-02","","160113420","0","0"
"1017","2015-11-05","","0","3","103756100"
"1018","2015-11-09","","116514121","0","0"
"1019","2015-11-12","","251095228","0","0"
"1020","2015-11-16","","0","3","133486700"
"1021","2015-11-19","","125601483","0","0"
"1022","2015-11-23","","0","2","128119200"
"1023","2015-11-26","","0","2","58344500"
"1024","2015-11-30","","122143275","0","0"
"1025","2015-12-03","","0","1","260943800"
"1026","2015-12-07","","0","2","52917100"
"1027","2015-12-10","","120966218","0","0"
"1028","2015-12-14","","0","4","62660500"
"1029","2015-12-17","","0","1","119024800"
"1030","2015-12-21","","117518400","0","0"
"1031","2015-12-24","","252531046","0","0"
"1032","2015-12-28","","412952008","0","0"
"1033","2016-01-04","","0","2","282753200"
"1034","2016-01-07","","0","1","127300500"
"1035","2016-01-11","","113855362","0","0"
"1036","2016-01-14","","0","4","61726800"
"1037","2016-01-18","","0","1","113813400"
"1038","2016-01-21","","0","2","52512600"
"1039","2016-01-25","","125051453","0","0"
"1040","2016-01-28","","0","4","65169100"
"1041","2016-02-01","","0","3","39365300"
"1042","2016-02-04","","0","12","8291100"
"1043","2016-02-08","","0","1","132237700"
"1044","2016-02-11","","0","1","111439200"
"1045","2016-02-15","","0","2","64732900"
"1046","2016-02-18","","117943963","0","0"
"1047","2016-02-22","","0","1","254367900"
"1048","2016-02-25","","131928303","0","0"
"1049","2016-02-29","","0","1","254007900"
"1050","2016-03-03","","0","3","38678500"
"1051","2016-03-07","","0","1","119160600"
"1052","2016-03-10","","124574314","0","0"
"1053","2016-03-14","","0","3","82239100"
"1054","2016-03-17","","0","1","107805100"
"1055","2016-03-21","","104806984","0","0"
"1056","2016-03-24","","239117105","0","0"
"1057","2016-03-28","","0","1","376797400"
"1058","2016-03-31","","0","1","115484500"
"1059","2016-04-04","","0","2","61718600"
"1060","2016-04-07","","0","1","112704100"
"1061","2016-04-11","","0","1","121147800"
"1062","2016-04-14","","119316010","0","0"
"1063","2016-04-18","","0","2","127447200"
"1064","2016-04-21","","0","1","112756900"
"1065","2016-04-25","","0","2","61590200"
"1066","2016-04-28","","0","2","62523100"
"1067","2016-05-02","","0","1","108258500"
"1068","2016-05-05","","0","1","110869000"
"1069","2016-05-09","","0","4","30234500"
"1070","2016-05-12","","121834155","0","0"
"1071","2016-05-16","","0","2","126632600"
"1072","2016-05-19","","0","2","59091100"
"1073","2016-05-23","","108246759","0","0"
"1074","2016-05-26","","0","2","115607900"
"1075","2016-05-30","","114154317","0","0"
"1076","2016-06-02","","254791972","0","0"
"1077","2016-06-06","","0","2","197901400"
"1078","2016-06-09","","0","1","115777800"
"1079","2016-06-13","","0","4","26765200"
"1080","2016-06-16","","0","1","118773200"
"1081","2016-06-20","","112885276","0","0"
"1082","2016-06-23","","0","2","121707300"
"1083","2016-06-27","","0","3","38342600"
"1084","2016-06-30","","0","2","62278200"
"1085","2016-07-04","","0","1","120330700"
"1086","2016-07-07","","114640897","0","0"
"1087","2016-07-11","","0","1","245458400"
"1088","2016-07-14","","0","2","52484700"
"1089","2016-07-18","","0","1","110844700"
"1090","2016-07-21","","0","2","52371900"
"1091","2016-07-25","","0","15","8046100"
"1092","2016-07-28","","0","1","104835100"
"1093","2016-08-01","","119201119","0","0"
"1094","2016-08-04","","0","1","243901900"
"1095","2016-08-08","","0","2","46378400"
"1096","2016-08-11","","107452884","0","0"
"1097","2016-08-15","","0","1","220816300"
"1098","2016-08-18","","123428429","0","0"
"1099","2016-08-22","","0","5","45971700"
"1100","2016-08-25","","0","3","37958600"
"1101","2016-08-29","","0","1","104501300"
"1102","2016-09-01","","0","2","53346000"
"1103","2016-09-05","","108656081","0","0"
"1104","2016-09-08","","0","1","240488900"
"1105","2016-09-12","","0","3","39244000"
"1106","2016-09-15","","0","3","35491900"
"1107","2016-09-19","","0","1","99931500"
"1108","2016-09-22","","109562711","0","0"
"1109","2016-09-26","","0","2","116339700"
"1110","2016-09-29","","0","1","119660300"
"1111","2016-10-03","","0","2","56059200"
"1112","2016-10-06","","109217758","0","0"
"1113","2016-10-10","","0","1","232610100"
"1114","2016-10-13","","106492819","0","0"
"1115","2016-10-17","","0","4","56683600"
"1116","2016-10-20","","225823223","0","0"
"1117","2016-10-24","","0","2","174617600"
"1118","2016-10-27","","116917626","0","0"
"1119","2016-10-31","","0","3","81465700"
"1120","2016-11-03","","111220831","0","0"
"1121","2016-11-07","","249302847","0","0"
"1122","2016-11-10","","399629190","0","0"
"1123","2016-11-14","","0","3","184681300"
"1124","2016-11-17","","0","1","120119000"
"1125","2016-11-21","","116587730","0","0"
"1126","2016-11-24","","0","2","121776000"
"1127","2016-11-28","","114591920","0","0"
"1128","2016-12-01","","244865806","0","0"
"1129","2016-12-05","","0","2","193235600"
"1130","2016-12-08","","0","1","121251200"
"1131","2016-12-12","","0","2","54306800"
"1132","2016-12-15","","0","1","116000500"
"1133","2016-12-19","","121360932","0","0"
"1134","2016-12-22","","242429091","0","0"
"1135","2016-12-26","","405320947","0","0"
"1136","2016-12-29","","151792210","1","400000000"
"1137","2017-01-05","","299920710","0","0"
"1138","2017-01-09","","440962245","0","0"
"1139","2017-01-12","","189401711","1","400000000"
"1140","2017-01-16","","0","1","331666000"
"1141","2017-01-19","","0","3","37793100"
"1142","2017-01-23","","0","1","112869100"
"1143","2017-01-26","","0","1","126349600"
"1144","2017-01-30","","0","1","124530000"
"1145","2017-02-02","","112787035","0","0"
"1146","2017-02-06","","0","2","124691200"
"1147","2017-02-09","","0","2","102768800"
"1148","2017-02-13","","232357669","0","0"
"1149","2017-02-16","","520980964","0","0"
"1150","2017-02-20","","0","4","210763700"
"1151","2017-02-23","","37547727","1","200000000"
"1152","2017-02-27","","309349226","0","0"
"1153","2017-03-02","","601316116","0","0"
"1154","2017-03-06","","0","2","472134000"
"1155","2017-03-09","","238123706","0","0"
"1156","2017-03-13","","532309257","0","0"
"1157","2017-03-16","","256373097","1","600000000"
"1158","2017-03-20","","0","2","273100900"
"1159","2017-03-23","","15299173","1","200000000"
"1160","2017-03-27","","0","1","281850900"
"1161","2017-03-30","","35766902","1","200000000"
"1162","2017-04-03","","247187990","0","0"
"1163","2017-04-06","","0","1","522072300"
"1164","2017-04-10","","29513853","1","200000000"
"1165","2017-04-13","","0","1","285641000"
"1166","2017-04-17","","38069652","1","200000000"
"1167","2017-04-20","","0","3","97676200"
"1168","2017-04-24","","235042467","0","0"
"1169","2017-04-27","","0","1","525593200"
"1170","2017-05-01","","0","2","112794200"
"1171","2017-05-04","","0","3","75591500"
"1172","2017-05-08","","244061225","0","0"
"1173","2017-05-11","","0","2","245503400"
"1174","2017-05-15","","222811225","0","0"
"1175","2017-05-18","","0","1","469005400"
"1176","2017-05-22","","0","2","113683200"
"1177","2017-05-25","","14553105","1","200000000"
"1178","2017-05-29","","271353304","0","0"
"1179","2017-06-01","","540321223","0","0"
"1180","2017-06-05","","829773653","0","0"
"1181","2017-06-08","","0","2","589180700"
"1182","2017-06-12","","0","4","52790500"
"1183","2017-06-15","","239586911","0","0"
"1184","2017-06-19","","522947436","0","0"
"1185","2017-06-22","","223304816","1","600000000"
"1186","2017-06-26","","516480549","0","0"
"1187","2017-06-29","","229279477","1","600000000"
"1188","2017-07-03","","0","4","123969400"
"1189","2017-07-06","","50631101","1","200000000"
"1190","2017-07-10","","313139337","0","0"
"1191","2017-07-13","","0","2","291801500"
"1192","2017-07-17","","230401766","0","0"
"1193","2017-07-20","","481440653","0","0"
"1194","2017-07-24","","0","2","394326500"
"1195","2017-07-27","","0","5","46954900"
"1196","2017-07-31","","28830082","1","200000000"
"1197","2017-08-03","","0","2","133476300"
"1198","2017-08-07","","22635058","1","200000000"
"1199","2017-08-10","","0","2","124149600"
"1200","2017-08-14","","0","1","186945300"
"1201","2017-08-17","","22509741","1","200000000"
"1202","2017-08-21","","251516680","0","0"
"1203","2017-08-24","","519058296","0","0"
"1204","2017-08-28","","259874500","1","600000000"
"1205","2017-08-31","","554757354","0","0"
"1206","2017-09-04","","0","3","298063900"
"1207","2017-09-07","","250367098","0","0"
"1208","2017-09-11","","0","2","278697200"
"1209","2017-09-14","","235396540","0","0"
"1210","2017-09-18","","0","1","474683600"
"1211","2017-09-21","","0","4","51872600"
"1212","2017-09-25","","50621917","1","200000000"
"1213","2017-09-28","","0","1","287589500"
"1214","2017-10-02","","0","4","60794100"
"1215","2017-10-05","","0","2","106367500"
"1216","2017-10-09","","23416379","1","200000000"
"1217","2017-10-12","","0","2","137428500"
"1218","2017-10-16","","0","2","108143100"
"1219","2017-10-19","","25387956","1","200000000"
"1220","2017-10-23","","0","2","127209100"
"1221","2017-10-26","","0","2","108912600"
"1222","2017-10-30","","0","2","102038900"
"1223","2017-11-02","","29120372","1","200000000"
"1224","2017-11-06","","285167109","0","0"
"1225","2017-11-09","","572312467","0","0"
"1226","2017-11-13","","303835637","1","600000000"
"1227","2017-11-16","","0","3","198251700"
"1228","2017-11-20","","233219529","0","0"
"1229","2017-11-23","","514233131","0","0"
"1230","2017-11-27","","216124593","1","600000000"
"1231","2017-11-30","","0","1","494240100"
"1232","2017-12-04","","44676530","1","200000000"
"1233","2017-12-07","","0","1","269539600"
"1234","2017-12-11","","236022484","0","0"
"1235","2017-12-14","","498064563","0","0"
"1236","2017-12-18","","0","2","403855000"
"1237","2017-12-21","","249870372","0","0"
"1238","2017-12-25","","0","2","277207200"
"1239","2017-12-28","","54348251","1","200000000"
"1240","2018-01-04","","300217992","0","0"
"1241","2018-01-08","","0","1","573175500"
"1242","2018-01-11","","48567751","1","200000000"
"1243","2018-01-15","","0","1","322894600"
"1244","2018-01-18","","246625579","0","0"
"1245","2018-01-22","","529670483","0","0"
"1246","2018-01-25","","0","4","208129200"
"1247","2018-01-29","","0","3","78487100"
"1248","2018-02-01","","20547536","1","200000000"
"1249","2018-02-05","","0","3","82418700"
"1250","2018-02-08","","17958783","1","200000000"
"1251","2018-02-12","","270607267","0","0"
"1252","2018-02-15","","545633736","0","0"
"1253","2018-02-19","","276426216","1","600000000"
"1254","2018-02-22","","0","2","266505100"
"1255","2018-02-26","","51204253","1","200000000"
"1256","2018-03-01","","310655473","0","0"
"1257","2018-03-05","","0","2","303281400"
"1258","2018-03-08","","28795810","1","200000000"
"1259","2018-03-12","","298888606","0","0"
"1260","2018-03-15","","0","2","281942000"
"1261","2018-03-19","","248268877","0","0"
"1262","2018-03-22","","518679054","0","0"
"1263","2018-03-26","","239194456","1","600000000"
"1264","2018-03-29","","530695336","0","0"
"1265","2018-04-02","","258748125","1","600000000"
"1266","2018-04-05","","0","3","168675400"
"1267","2018-04-09","","56267219","1","200000000"
"1268","2018-04-12","","288938801","0","0"
"1269","2018-04-16","","598482491","0","0"
"1270","2018-04-20","","950514135","0","0"
"1271","2018-04-23","","748766205","1","600000000"
"1272","2018-04-26","","1091655132","0","0"
"1273","2018-04-30","","1486043254","0","0"
"1274","2018-05-03","","0","9","206748000"
"1275","2018-05-07","","4542652","1","200000000"
"1276","2018-05-10","","0","1","276629800"
"1277","2018-05-14","","53416511","1","200000000"
"1278","2018-05-17","","295949279","0","0"
"1279","2018-05-21","","578991991","0","0"
"1280","2018-05-24","","285586726","1","600000000"
"1281","2018-05-28","","0","1","571521400"
"1282","2018-05-31","","0","4","51367400"
"1283","2018-06-04","","258168830","0","0"
"1284","2018-06-07","","532698735","0","0"
"1285","2018-06-11","","0","3","280267300"
"1286","2018-06-14","","52525496","1","200000000"
"1287","2018-06-18","","0","2","161407700"
"1288","2018-06-21","","243576796","0","0"
"1289","2018-06-25","","0","1","522362900"
"1290","2018-06-28","","249693798","0","0"
"1291","2018-07-02","","0","1","506881500"
"1292","2018-07-05","","0","3","78782500"
"1293","2018-07-09","","28310786","1","200000000"
"1294","2018-07-12","","0","1","258113600"
"1295","2018-07-16","","30396782","1","200000000"
"1296","2018-07-19","","0","3","84258400"
"1297","2018-07-23","","32618983","1","200000000"
"1298","2018-07-26","","266282024","0","0"
"1299","2018-07-30","","0","2","259380200"
"1300","2018-08-02","","18410686","1","200000000"
"1301","2018-08-06","","253175343","0","0"
"1302","2018-08-09","","526484438","0","0"
"1303","2018-08-13","","821019464","0","0"
"1304","2018-08-16","","576512858","1","600000000"
"1305","2018-08-20","","907562919","0","0"
"1306","2018-08-23","","641663268","1","600000000"
"1307","2018-08-27","","372026796","1","600000000"
"1308","2018-08-30","","662062930","0","0"
"1309","2018-09-03","","420789350","1","600000000"
"1310","2018-09-06","","696692533","0","0"
"1311","2018-09-10","","0","3","335970100"
"1312","2018-09-13","","0","2","120471500"
"1313","2018-09-17","","38309977","1","200000000"
"1314","2018-09-20","","0","3","91653600"
"1315","2018-09-24","","27238834","1","200000000"
"1316","2018-09-27","","0","3","92137600"
"1317","2018-10-01","","235054490","0","0"
"1318","2018-10-04","","0","2","242181400"
"1319","2018-10-08","","212501736","0","0"
"1320","2018-10-11","","0","2","227401800"
"1321","2018-10-15","","0","2","127197300"
"1322","2018-10-18","","27111518","1","200000000"
"1323","2018-10-22","","256661111","0","0"
"1324","2018-10-25","","0","3","168286300"
"1325","2018-10-29","","227968303","0","0"
"1326","2018-11-01","","0","2","238587500"
"1327","2018-11-05","","0","2","115034500"
"1328","2018-11-08","","0","2","115973100"
"1329","2018-11-12","","30846620","1","200000000"
"1330","2018-11-15","","0","1","276653200"
"1331","2018-11-19","","240912284","0","0"
"1332","2018-11-22","","0","2","249251400"
"1333","2018-11-26","","24132387","1","200000000"
"1334","2018-11-29","","0","1","259569200"
"1335","2018-12-03","","0","4","62235400"
"1336","2018-12-06","","0","2","108017300"
"1337","2018-12-10","","0","4","55161000"
"1338","2018-12-13","","10886363","1","200000000"
"1339","2018-12-17","","0","1","265958300"
"1340","2018-12-20","","233121796","0","0"
"1341","2018-12-24","","0","2","243666700"
"1342","2018-12-27","","34812633","1","200000000"
"1343","2019-01-07","","0","2","149831600"
"1344","2019-01-10","","44945823","1","200000000"
"1345","2019-01-14","","282612734","0","0"
"1346","2019-01-17","","0","3","184111400"
"1347","2019-01-21","","0","2","116194600"
"1348","2019-01-24","","0","2","113126700"
