"回号","抽せん日","販売実績額","キャリーオーバー","1等口数","1等当せん金額"
"1349","2019-01-28","","243115607","0","0"
"1350","2019-01-31","","0","1","490945100"
"1351","2019-02-04","","24096183","1","200000000"
"1352","2019-02-07","","232713045","0","0"
"1353","2019-02-11","","0","3","151274200"
"1354","2019-02-14","","25842518","1","200000000"
"1355","2019-02-18","","0","1","270445900"
"1356","2019-02-21","","0","2","104132300"
"1357","2019-02-25","","0","5","37305200"
"1358","2019-02-28","","0","2","107316100"
"1359","2019-03-04","","215007459","0","0"
"1360","2019-03-07","","0","2","227332200"
"1361","2019-03-11","","211345060","0","0"
"1362","2019-03-14","","0","3","152305300"
"1363","2019-03-18","","234838859","0","0"
"1364","2019-03-21","","474085347","0","0"
"1365","2019-03-25","","768425970","0","0"
"1366","2019-03-28","","484539363","1","600000000"
"1367","2019-04-01","","149454317","1","600000000"
"1368","2019-04-04","","80052792","1","416288200"
"1369","2019-04-08","","345502969","0","0"
"1370","2019-04-11","","630223174","0","0"
"1371","2019-04-15","","0","2","452218500"
"1372","2019-04-18","","227218151","0","0"
"1373","2019-04-22","","0","2","256094200"
"1374","2019-04-25","","19116746","1","200000000"
"1375","2019-04-29","","249197830","0","0"
"1376","2019-05-02","","507783386","0","0"
"1377","2019-05-06","","0","2","401809500"
"1378","2019-05-09","","0","2","117942400"
"1379","2019-05-13","","34282495","1","200000000"
"1380","2019-05-16","","0","3","90915700"
"1381","2019-05-20","","7685086","1","200000000"
"1382","2019-05-23","","0","4","52124100"
"1383","2019-05-27","","10661970","1","200000000"
"1384","2019-05-30","","0","1","251413100"
"1385","2019-06-03","","0","2","128087300"
"1386","2019-06-06","","221098245","0","0"
"1387","2019-06-10","","0","1","490835000"
"1388","2019-06-13","","0","4","52668900"
"1389","2019-06-17","","240241160","0","0"
"1390","2019-06-20","","506516251","0","0"
"1391","2019-06-24","","0","2","403380500"
"1392","2019-06-27","","234558536","0","0"
"1393","2019-07-01","","525782104","0","0"
"1394","2019-07-04","","0","2","421482700"
"1395","2019-07-08","","47022904","1","200000000"
"1396","2019-07-11","","0","2","128244100"
"1397","2019-07-15","","15896750","1","200000000"
"1398","2019-07-18","","0","1","270589100"
"1399","2019-07-22","","235603525","0","0"
"1400","2019-07-25","","499923455","0","0"
"1401","2019-07-29","","0","2","392579300"
"1402","2019-08-01","","233801199","0","0"
"1403","2019-08-05","","499352964","0","0"
"1404","2019-08-08","","191352294","1","600000000"
"1405","2019-08-12","","0","2","198313700"
"1406","2019-08-15","","225206073","0","0"
"1407","2019-08-19","","497291867","0","0"
"1408","2019-08-22","","803644212","0","0"
"1409","2019-08-26","","0","3","378412300"
"1410","2019-08-29","","0","2","116189400"
"1411","2019-09-02","","0","3","73919900"
"1412","2019-09-05","","0","2","111720100"
"1413","2019-09-09","","226026624","0","0"
"1414","2019-09-12","","0","1","497554300"
"1415","2019-09-16","","226201717","0","0"
"1416","2019-09-19","","0","4","114223800"
"1417","2019-09-23","","0","3","67394900"
"1418","2019-09-26","","242100541","0","0"
"1419","2019-09-30","","0","1","475191400"
"1420","2019-10-03","","209138253","0","0"
"1421","2019-10-07","","0","2","237822500"
"1422","2019-10-10","","0","3","73241900"
"1423","2019-10-14","","4742987","1","200000000"
"1424","2019-10-17","","0","1","224539100"
"1425","2019-10-21","","233326132","0","0"
"1426","2019-10-24","","0","2","243874100"
"1427","2019-10-28","","26224638","1","200000000"
"1428","2019-10-31","","277952941","0","0"
"1429","2019-11-04","","0","2","260708500"
"1430","2019-11-07","","0","4","48503600"
"1431","2019-11-11","","37840016","1","200000000"
"1432","2019-11-14","","0","1","274604000"
"1433","2019-11-18","","209498189","0","0"
"1434","2019-11-21","","476923544","0","0"
"1435","2019-11-25","","156510465","1","600000000"
"1436","2019-11-28","","386599935","0","0"
"1437","2019-12-02","","645738163","0","0"
"1438","2019-12-05","","0","2","458648600"
"1439","2019-12-09","","0","3","77370500"
"1440","2019-12-12","","235230661","0","0"
"1441","2019-12-16","","0","1","515887800"
"1442","2019-12-19","","0","2","122984000"
"1443","2019-12-23","","0","2","106577600"
"1444","2019-12-26","","234554381","0","0"
"1445","2019-12-30","","0","1","507733800"
"1446","2020-01-09","","0","3","95828100"
"1447","2020-01-13","","0","3","70389900"
"1448","2020-01-16","","0","4","57688600"
"1449","2020-01-20","","0","3","78635800"
"1450","2020-01-23","","0","2","121327500"
"1451","2020-01-27","","0","10","21232800"
"1452","2020-01-30","","40243754","1","200000000"
"1453","2020-02-03","","0","2","148241900"
"1454","2020-02-06","","37752571","1","200000000"
"1455","2020-02-10","","0","2","139607700"
"1456","2020-02-13","","209202625","0","0"
"1457","2020-02-17","","0","2","230610700"
"1458","2020-02-20","","220041336","0","0"
"1459","2020-02-24","","0","3","152341800"
"1460","2020-02-27","","0","3","67943900"
"1461","2020-03-02","","204490218","0","0"
"1462","2020-03-05","","0","1","453585500"
"1463","2020-03-09","","248323703","0","0"
"1464","2020-03-12","","0","1","504639300"
"1465","2020-03-16","","0","3","72464300"
"1466","2020-03-19","","229144920","0","0"
"1467","2020-03-23","","0","2","240980700"
"1468","2020-03-26","","2729175","1","200000000"
"1469","2020-03-30","","0","2","102077800"
"1470","2020-04-02","","222671139","0","0"
"1471","2020-04-06","","0","1","495652700"
"1472","2020-04-09","","0","1","197820500"
"1473","2020-04-13","","0","1","181579500"
"1474","2020-04-16","","0","1","182687800"
"1475","2020-04-20","","0","3","55886900"
"1476","2020-04-23","","187502802","0","0"
"1477","2020-04-27","","0","2","177912200"
"1478","2020-04-30","","155729584","0","0"
"1479","2020-05-04","","0","1","334097800"
"1480","2020-05-07","","126404430","0","0"
"1481","2020-05-11","","0","1","319783400"
"1482","2020-05-14","","182198254","0","0"
"1483","2020-05-18","","398389709","0","0"
"1484","2020-05-21","","641899336","0","0"
"1485","2020-05-25","","0","2","466750300"
"1486","2020-05-28","","24543661","1","200000000"
"1487","2020-06-01","","0","1","246318900"
"1488","2020-06-04","","207118226","0","0"
"1489","2020-06-08","","448916617","0","0"
"1490","2020-06-11","","0","2","364999800"
"1491","2020-06-15","","102612262","1","200000000"
"1492","2020-06-18","","0","2","181232600"
"1493","2020-06-22","","34161074","1","200000000"
"1494","2020-06-25","","0","1","262835300"
"1495","2020-06-29","","245538914","0","0"
"1496","2020-07-02","","0","2","256141800"
"1497","2020-07-06","","44163408","1","200000000"
"1498","2020-07-09","","274581523","0","0"
"1499","2020-07-13","","0","1","536585000"
"1500","2020-07-16","","251664236","0","0"
"1501","2020-07-20","","0","26","19933500"
"1502","2020-07-23","","234010543","0","0"
"1503","2020-07-27","","0","1","521514300"
"1504","2020-07-30","","25327438","1","200000000"
"1505","2020-08-03","","0","1","278421000"
"1506","2020-08-06","","221608616","0","0"
"1507","2020-08-10","","499358563","0","0"
"1508","2020-08-13","","0","3","263028200"
"1509","2020-08-17","","35299545","1","200000000"
"1510","2020-08-20","","0","2","136105800"
"1511","2020-08-24","","41449124","1","200000000"
"1512","2020-08-27","","0","1","277445900"
"1513","2020-08-31","","45111996","1","200000000"
"1514","2020-09-03","","0","7","42779100"
"1515","2020-09-07","","212989888","0","0"
"1516","2020-09-10","","0","2","253136000"
"1517","2020-09-14","","46170569","1","200000000"
"1518","2020-09-17","","0","1","291679500"
"1519","2020-09-21","","216940381","0","0"
"1520","2020-09-24","","0","2","232863600"
"1521","2020-09-28","","0","3","83344800"
"1522","2020-10-01","","231115292","0","0"
"1523","2020-10-05","","504644081","0","0"
"1524","2020-10-08","","778802175","0","0"
"1525","2020-10-12","","0","6","181609300"
"1526","2020-10-15","","0","3","78738700"
"1527","2020-10-19","","0","3","68377800"
"1528","2020-10-22","","0","2","119727100"
"1529","2020-10-26","","237713916","0","0"
"1530","2020-10-29","","0","1","512112200"
"1531","2020-11-02","","222085941","0","0"
"1532","2020-11-05","","0","2","240046100"
"1533","2020-11-09","","0","2","117494300"
"1534","2020-11-12","","228058535","0","0"
"1535","2020-11-16","","0","2","259475600"
"1536","2020-11-19","","23089269","1","200000000"
"1537","2020-11-23","","0","1","261378200"
"1538","2020-11-26","","240048771","0","0"
"1539","2020-11-30","","0","1","530475300"
"1540","2020-12-03","","0","2","118845000"
"1541","2020-12-07","","241455786","0","0"
"1542","2020-12-10","","512809029","0","0"
"1543","2020-12-14","","829184615","0","0"
"1544","2020-12-17","","546688277","1","600000000"
"1545","2020-12-21","","255503255","1","600000000"
"1546","2020-12-24","","0","2","275572000"
"1547","2020-12-28","","50556777","1","200000000"
"1548","2021-01-04","","315786518","0","0"
"1549","2021-01-07","","589229311","0","0"
"1550","2021-01-11","","277893021","1","600000000"
"1551","2021-01-14","","0","3","180897400"
"1552","2021-01-18","","56849793","1","200000000"
"1553","2021-01-21","","0","4","77867100"
"1554","2021-01-25","","0","2","124357100"
"1555","2021-01-28","","0","2","101798900"
"1556","2021-02-01","","257093373","0","0"
"1557","2021-02-04","","522290979","0","0"
"1558","2021-02-08","","213722015","1","600000000"
"1559","2021-02-11","","0","1","480866800"
"1560","2021-02-15","","43496170","1","200000000"
"1561","2021-02-18","","0","2","149668200"
"1562","2021-02-22","","235538502","0","0"
"1563","2021-02-25","","512240826","0","0"
"1564","2021-03-01","","0","3","268498000"
"1565","2021-03-04","","20374543","1","200000000"
"1566","2021-03-08","","0","2","139763500"
"1567","2021-03-11","","0","2","111522300"
"1568","2021-03-15","","221755287","0","0"
"1569","2021-03-18","","490783276","0","0"
"1570","2021-03-22","","183123869","1","600000000"
"1571","2021-03-25","","0","1","447344100"
"1572","2021-03-29","","0","4","54869000"
"1573","2021-04-01","","68970442","1","200000000"
"1574","2021-04-05","","0","1","321516000"
"1575","2021-04-08","","0","5","42570000"
"1576","2021-04-12","","20753880","1","200000000"
"1577","2021-04-15","","268942151","0","0"
"1578","2021-04-19","","0","2","273075900"
"1579","2021-04-22","","250321018","0","0"
"1580","2021-04-26","","0","9","54374500"
"1581","2021-04-29","","230344081","0","0"
"1582","2021-05-03","","518260405","0","0"
"1583","2021-05-06","","815104198","0","0"
"1584","2021-05-10","","560297731","1","600000000"
"1585","2021-05-13","","838477235","0","0"
"1586","2021-05-17","","1165623025","0","0"
"1587","2021-05-20","","1519263024","0","0"
"1588","2021-05-24","","1884619690","0","0"
"1589","2021-05-27","","1674674315","1","600000000"
"1590","2021-05-31","","1433672168","1","600000000"
"1591","2021-06-03","","1170178009","1","600000000"
"1592","2021-06-07","","915087669","1","600000000"
"1593","2021-06-10","","1220647866","0","0"
"1594","2021-06-14","","951269641","1","600000000"
"1595","2021-06-17","","722046804","1","600000000"
"1596","2021-06-21","","1065679551","0","0"
"1597","2021-06-24","","0","3","454290200"
"1598","2021-06-28","","64156365","1","200000000"
"1599","2021-07-01","","0","1","337889600"
"1600","2021-07-05","","52913916","1","200000000"
"1601","2021-07-08","","298461714","0","0"
"1602","2021-07-12","","577560631","0","0"
"1603","2021-07-15","","891835621","0","0"
"1604","2021-07-19","","0","4","303278000"
"1605","2021-07-22","","224721445","0","0"
"1606","2021-07-26","","0","1","505790600"
"1607","2021-07-29","","231585365","0","0"
"1608","2021-08-02","","0","1","509282000"
"1609","2021-08-05","","31561885","1","200000000"
"1610","2021-08-09","","266800327","0","0"
"1611","2021-08-12","","0","2","259020800"
"1612","2021-08-16","","0","8","25388800"
"1613","2021-08-19","","228496717","0","0"
"1614","2021-08-23","","521307271","0","0"
"1615","2021-08-26","","192257783","1","600000000"
"1616","2021-08-30","","0","1","478273700"
"1617","2021-09-02","","45144696","1","200000000"
"1618","2021-09-06","","309939596","0","0"
"1619","2021-09-09","","0","1","582585000"
"1620","2021-09-13","","236227979","0","0"
"1621","2021-09-16","","0","1","512063000"
"1622","2021-09-20","","253752770","0","0"
"1623","2021-09-23","","0","2","260837600"
"1624","2021-09-27","","0","4","57625000"
"1625","2021-09-30","","220819031","0","0"
"1626","2021-10-04","","501647043","0","0"
"1627","2021-10-07","","817414530","0","0"
"1628","2021-10-11","","0","2","563845400"
"1629","2021-10-14","","252051095","0","0"
"1630","2021-10-18","","0","4","136548900"
"1631","2021-10-21","","0","2","115123800"
"1632","2021-10-25","","0","3","80875700"
"1633","2021-10-28","","227231251","0","0"
"1634","2021-11-01","","519489077","0","0"
"1635","2021-11-04","","0","2","407945900"
"1636","2021-11-08","","0","4","59738300"
"1637","2021-11-11","","0","2","103420200"
"1638","2021-11-15","","263064473","0","0"
"1639","2021-11-18","","524812177","0","0"
"1640","2021-11-22","","0","2","401018100"
"1641","2021-11-25","","0","7","29018900"
"1642","2021-11-29","","38749670","1","200000000"
"1643","2021-12-02","","0","2","140904800"
"1644","2021-12-06","","47978103","1","200000000"
"1645","2021-12-09","","0","3","93784600"
"1646","2021-12-13","","246698413","0","0"
"1647","2021-12-16","","514883908","0","0"
"1648","2021-12-20","","0","3","275607500"
"1649","2021-12-23","","236315434","0","0"
"1650","2021-12-27","","0","4","132929600"
"1651","2021-12-30","","0","2","119491000"
"1652","2022-01-06","","0","2","119844100"
"1653","2022-01-10","","23285229","1","200000000"
"1654","2022-01-13","","285849238","0","0"
"1655","2022-01-17","","606988061","0","0"
"1656","2022-01-20","","0","2","462303000"
"1657","2022-01-24","","57866369","1","200000000"
"1658","2022-01-27","","0","2","160290900"
"1659","2022-01-31","","49073733","1","200000000"
"1660","2022-02-03","","0","1","321050200"
"1661","2022-02-07","","260015227","0","0"
"1662","2022-02-10","","0","1","518825300"
"1663","2022-02-14","","228097048","0","0"
"1664","2022-02-17","","0","1","498086000"
"1665","2022-02-21","","47590471","1","200000000"
"1666","2022-02-24","","311283430","0","0"
"1667","2022-02-28","","600583728","0","0"
"1668","2022-03-03","","331915902","1","600000000"
"1669","2022-03-07","","0","2","306391000"
"1670","2022-03-10","","245483960","0","0"
"1671","2022-03-14","","0","1","549305500"
"1672","2022-03-17","","0","2","114360000"
"1673","2022-03-21","","245050874","0","0"
"1674","2022-03-24","","0","1","522554500"
"1675","2022-03-28","","56467348","1","200000000"
"1676","2022-03-31","","310308997","0","0"
"1677","2022-04-04","","0","3","205631800"
"1678","2022-04-07","","0","2","109880500"
"1679","2022-04-11","","244518910","0","0"
"1680","2022-04-14","","521914281","0","0"
"1681","2022-04-18","","840491202","0","0"
"1682","2022-04-21","","1179068911","0","0"
"1683","2022-04-25","","0","3","526693900"
"1684","2022-04-28","","52910000","1","200000000"
"1685","2022-05-02","","0","1","332065800"
"1686","2022-05-05","","0","2","102693600"
"1687","2022-05-09","","256069713","0","0"
"1688","2022-05-12","","0","3","173844600"
"1689","2022-05-16","","0","5","48329100"
"1690","2022-05-19","","0","3","72360700"
"1691","2022-05-23","","242381810","0","0"
"1692","2022-05-26","","0","1","520778600"
"1693","2022-05-30","","27866964","1","200000000"
"1694","2022-06-02","","0","1","267868300"
"1695","2022-06-06","","16122806","1","200000000"
"1696","2022-06-09","","255992308","0","0"
"1697","2022-06-13","","0","1","516523200"
"1698","2022-06-16","","235526810","0","0"
"1699","2022-06-20","","0","1","507202600"
"1700","2022-06-23","","237776885","0","0"
"1701","2022-06-27","","0","3","168435800"
"1702","2022-06-30","","0","1","198347600"
"1703","2022-07-04","","46576051","1","200000000"
"1704","2022-07-07","","292451884","0","0"
"1705","2022-07-11","","0","2","272161500"
"1706","2022-07-14","","227711765","0","0"
"1707","2022-07-18","","0","1","489691600"
"1708","2022-07-21","","241800268","0","0"
"1709","2022-07-25","","0","1","496248600"
"1710","2022-07-28","","216230165","0","0"
"1711","2022-08-01","","505198420","0","0"
"1712","2022-08-04","","765874905","0","0"
"1713","2022-08-08","","1089824702","0","0"
"1714","2022-08-11","","1398751276","0","0"
"1715","2022-08-15","","0","5","340516100"
"1716","2022-08-18","","225178871","0","0"
"1717","2022-08-22","","0","1","505268900"
"1718","2022-08-25","","215678318","0","0"
"1719","2022-08-29","","0","3","163593600"
"1720","2022-09-01","","0","2","112190500"
"1721","2022-09-05","","0","4","56371800"
"1722","2022-09-08","","0","2","117408500"
"1723","2022-09-12","","224760293","0","0"
"1724","2022-09-15","","0","2","237946800"
"1725","2022-09-19","","7084941","1","200000000"
"1726","2022-09-22","","245150001","0","0"
"1727","2022-09-26","","0","2","254648900"
"1728","2022-09-29","","0","2","106579500"
"1729","2022-10-03","","225468042","0","0"
"1730","2022-10-06","","0","2","231356100"
"1731","2022-10-10","","0","3","71117500"
"1732","2022-10-13","","228477301","0","0"
"1733","2022-10-17","","0","1","516755500"
"1734","2022-10-20","","0","2","103129400"
"1735","2022-10-24","","246009338","0","0"
"1736","2022-10-27","","0","4","123702000"
"1737","2022-10-31","","228993138","0","0"
"1738","2022-11-03","","0","3","168079300"
"1739","2022-11-07","","45299092","1","200000000"
"1740","2022-11-10","","290024789","0","0"
"1741","2022-11-14","","0","2","282134100"
"1742","2022-11-17","","242964451","0","0"
"1743","2022-11-21","","0","1","525681400"
"1744","2022-11-24","","217695740","0","0"
"1745","2022-11-28","","492325906","0","0"
"1746","2022-12-01","","760000989","0","0"
"1747","2022-12-05","","1080044049","0","0"
"1748","2022-12-08","","202218000","2","600000000"
"1749","2022-12-12","","0","1","496122900"
"1750","2022-12-15","","41084530","1","200000000"
"1751","2022-12-19","","0","2","145793100"
"1752","2022-12-22","","223452511","0","0"
"1753","2022-12-26","","0","4","120198100"
"1754","2022-12-29","","226358966","0","0"
"1755","2023-01-05","","0","1","492706600"
"1756","2023-01-09","","0","3","90288300"
"1757","2023-01-12","","30940310","1","200000000"
"1758","2023-01-16","","0","2","143786400"
"1759","2023-01-19","","222368506","0","0"
"1760","2023-01-23","","498062325","0","0"
"1761","2023-01-26","","155247670","1","600000000"
"1762","2023-01-30","","0","2","211296300"
"1763","2023-02-02","","236001349","0","0"
"1764","2023-02-06","","523127255","0","0"
"1765","2023-02-09","","809588526","0","0"
"1766","2023-02-13","","539361496","1","600000000"
"1767","2023-02-16","","0","2","411168200"
"1768","2023-02-20","","253456544","0","0"
"1769","2023-02-23","","500442562","0","0"
"1770","2023-02-27","","0","2","398402400"
"1771","2023-03-02","","15485862","1","200000000"
"1772","2023-03-06","","267706152","0","0"
"1773","2023-03-09","","535087487","0","0"
"1774","2023-03-13","","844604763","0","0"
"1775","2023-03-16","","523302617","1","600000000"
"1776","2023-03-20","","0","8","99346200"
"1777","2023-03-23","","39914722","1","200000000"
"1778","2023-03-27","","283213972","0","0"
"1779","2023-03-30","","563477875","0","0"
"1780","2023-04-03","","858029577","0","0"
"1781","2023-04-06","","585354422","1","600000000"
"1782","2023-04-10","","893217003","0","0"
"1783","2023-04-13","","0","3","398379800"
"1784","2023-04-17","","254293846","0","0"
"1785","2023-04-20","","0","2","259104900"
"1786","2023-04-24","","0","3","74854700"
"1787","2023-04-27","","40173376","1","200000000"
"1788","2023-05-01","","0","3","94568500"
"1789","2023-05-04","","0","2","104929100"
"1790","2023-05-08","","25920957","1","200000000"
"1791","2023-05-11","","0","1","258224200"
"1792","2023-05-15","","232706901","0","0"
"1793","2023-05-18","","0","1","471004800"
"1794","2023-05-22","","120468915","1","200000000"
"1795","2023-05-25","","382474902","0","0"
"1796","2023-05-29","","19076924","1","600000000"
"1797","2023-06-01","","270107659","0","0"
"1798","2023-06-05","","0","1","537761200"
"1799","2023-06-08","","233865642","0","0"
"1800","2023-06-12","","488656494","0","0"
"1801","2023-06-15","","771504813","0","0"
"1802","2023-06-19","","495654725","1","600000000"
"1803","2023-06-22","","0","2","381595900"
"1804","2023-06-26","","237908208","0","0"
"1805","2023-06-29","","513627388","0","0"
"1806","2023-07-03","","829360116","0","0"
"1807","2023-07-06","","0","6","182247300"
"1808","2023-07-10","","38718308","1","200000000"
"1809","2023-07-13","","0","1","255706700"
"1810","2023-07-17","","222620640","0","0"
"1811","2023-07-20","","463972886","0","0"
"1812","2023-07-24","","0","2","372892500"
"1813","2023-07-27","","220726195","0","0"
"1814","2023-07-31","","0","3","159510400"
"1815","2023-08-03","","192885681","0","0"
"1816","2023-08-07","","477568650","0","0"
"1817","2023-08-10","","745117766","0","0"
"1818","2023-08-14","","0","3","338006100"
"1819","2023-08-17","","213428141","0","0"
"1820","2023-08-21","","485149304","0","0"
"1821","2023-08-24","","0","2","366131200"
"1822","2023-08-28","","21290207","1","200000000"
"1823","2023-08-31","","252636681","0","0"
"1824","2023-09-04","","0","1","516962700"
"1825","2023-09-07","","0","2","114153400"
"1826","2023-09-11","","212235063","0","0"
"1827","2023-09-14","","466330270","0","0"
"1828","2023-09-18","","112124781","1","600000000"
"1829","2023-09-21","","0","1","351361300"
"1830","2023-09-25","","229479469","0","0"
"1831","2023-09-28","","0","2","245962100"
"1832","2023-10-02","","0","3","79450400"
"1833","2023-10-05","","26740704","1","200000000"
"1834","2023-10-09","","266974272","0","0"
"1835","2023-10-12","","517135946","0","0"
"1836","2023-10-16","","0","2","399234500"
"1837","2023-10-19","","230820246","0","0"
"1838","2023-10-23","","0","3","165067400"
"1839","2023-10-26","","217376707","0","0"
"1840","2023-10-30","","468003679","0","0"
"1841","2023-11-02","","135376643","1","600000000"
"1842","2023-11-06","","0","7","52614100"
"1843","2023-11-09","","201702992","0","0"
"1844","2023-11-13","","0","1","475066400"
"1845","2023-11-16","","22390898","1","200000000"
"1846","2023-11-20","","251687935","0","0"
"1847","2023-11-23","","0","1","505533800"
"1848","2023-11-27","","26989766","1","200000000"
"1849","2023-11-30","","0","1","262837000"
"1850","2023-12-04","","236682846","0","0"
"1851","2023-12-07","","486750428","0","0"
"1852","2023-12-11","","792979562","0","0"
"1853","2023-12-14","","0","2","548747800"
"1854","2023-12-18","","220323037","0","0"
"1855","2023-12-21","","513633078","0","0"
"1856","2023-12-25","","242890729","1","600000000"
"1857","2023-12-28","","531364755","0","0"
"1858","2024-01-04","","822109563","0","0"
"1859","2024-01-08","","1134064954","0","0"
"1860","2024-01-11","","281262616","2","600000000"
"1861","2024-01-15","","0","2","282827200"
"1862","2024-01-18","","40435498","1","200000000"
"1863","2024-01-22","","300299055","0","0"
"1864","2024-01-25","","0","1","574191000"
"1865","2024-01-29","","0","3","73761800"
"1866","2024-02-01","","233273334","0","0"
"1867","2024-02-05","","0","1","504004900"
"1868","2024-02-08","","0","2","101919500"
"1869","2024-02-12","","16177185","1","200000000"
"1870","2024-02-15","","245047218","0","0"
"1871","2024-02-19","","0","2","254066500"
"1872","2024-02-22","","29345751","1","200000000"
"1873","2024-02-26","","0","2","131721800"
"1874","2024-02-29","","238677746","0","0"
"1875","2024-03-04","","0","3","166298400"
"1876","2024-03-07","","221891680","0","0"
"1877","2024-03-11","","482832946","0","0"
"1878","2024-03-14","","0","2","368908100"
"1879","2024-03-18","","34749329","1","200000000"
"1880","2024-03-21","","280690425","0","0"
"1881","2024-03-25","","0","2","275084000"
"1882","2024-03-28","","4226616","1","200000000"
"1883","2024-04-01","","0","1","230077300"
"1884","2024-04-04","","234245366","0","0"
"1885","2024-04-08","","0","1","489806400"
"1886","2024-04-11","","0","2","105659600"
"1887","2024-04-15","","216067328","0","0"
"1888","2024-04-18","","466861903","0","0"
"1889","2024-04-22","","142399180","1","600000000"
"1890","2024-04-25","","405444399","0","0"
"1891","2024-04-29","","677231175","0","0"
"1892","2024-05-02","","345879883","1","600000000"
"1893","2024-05-06","","0","2","310731000"
"1894","2024-05-09","","235032541","0","0"
"1895","2024-05-13","","0","2","247410400"
"1896","2024-05-16","","211609968","0","0"
"1897","2024-05-20","","467565603","0","0"
"1898","2024-05-23","","0","3","241813300"
"1899","2024-05-27","","214862563","0","0"
"1900","2024-05-30","","463390688","0","0"
"1901","2024-06-03","","132921531","1","600000000"
"1902","2024-06-06","","0","1","374961800"
"1903","2024-06-10","","0","2","110005700"
"1904","2024-06-13","","212054878","0","0"
"1905","2024-06-17","","0","4","114995300"
"1906","2024-06-20","","0","3","70838900"
"1907","2024-06-24","","226835269","0","0"
"1908","2024-06-27","","472876951","0","0"
"1909","2024-07-01","","101308807","1","600000000"
"1910","2024-07-04","","0","1","332909800"
"1911","2024-07-08","","212398251","0","0"
"1912","2024-07-11","","454629017","0","0"
"1913","2024-07-15","","0","2","347186900"
"1914","2024-07-18","","0","2","106724200"
"1915","2024-07-22","","212916545","0","0"
"1916","2024-07-25","","0","1","442499500"
"1917","2024-07-29","","21305800","1","200000000"
"1918","2024-08-01","","0","6","37642000"
"1919","2024-08-05","","0","3","70987400"
"1920","2024-08-08","","0","2","100599100"
"1921","2024-08-12","","3992505","1","200000000"
"1922","2024-08-15","","212329390","0","0"
"1923","2024-08-19","","462281689","0","0"
"1924","2024-08-22","","0","2","356524000"
"1925","2024-08-26","","211853722","0","0"
"1926","2024-08-29","","453132589","0","0"
"1927","2024-09-02","","132813201","1","600000000"
"1928","2024-09-05","","379755871","0","0"
"1929","2024-09-09","","667019502","0","0"
"1930","2024-09-12","","0","3","313326300"
"1931","2024-09-16","","19052827","1","200000000"
"1932","2024-09-19","","0","1","247212700"
"1933","2024-09-23","","0","3","57055600"
"1934","2024-09-26","","22613429","1","200000000"
"1935","2024-09-30","","246101056","0","0"
"1936","2024-10-03","","496665863","0","0"
"1937","2024-10-07","","0","2","391290900"
"1938","2024-10-10","","18953720","1","200000000"
"1939","2024-10-14","","0","2","122236300"
"1940","2024-10-17","","16939059","1","200000000"
"1941","2024-10-21","","0","1","245989400"
"1942","2024-10-24","","217209902","0","0"
"1943","2024-10-28","","0","2","231601500"
"1944","2024-10-31","","0","2","105420000"
"1945","2024-11-04","","0","2","104034300"
"1946","2024-11-07","","196432716","0","0"
"1947","2024-11-11","","462806084","0","0"
"1948","2024-11-14","","0","2","377664000"
"1949","2024-11-18","","23903437","1","200000000"
"1950","2024-11-21","","257432231","0","0"
"1951","2024-11-25","","0","1","500141700"
"1952","2024-11-28","","27389705","1","200000000"
"1953","2024-12-02","","0","1","279082400"
"1954","2024-12-05","","209893841","0","0"
"1955","2024-12-09","","463287000","0","0"
"1956","2024-12-12","","740760596","0","0"
"1957","2024-12-16","","466973777","1","600000000"
"1958","2024-12-19","","161134078","1","600000000"
"1959","2024-12-23","","0","1","453644600"
"1960","2024-12-26","","51986189","1","200000000"
"1961","2024-12-30","","0","3","99354600"
"1962","2025-01-06","","221083304","0","0"
"1963","2025-01-09","","485899223","0","0"
"1964","2025-01-13","","0","2","380755400"
"1965","2025-01-16","","226335385","0","0"
"1966","2025-01-20","","0","2","245216100"
"1967","2025-01-23","","208541317","0","0"
"1968","2025-01-27","","0","1","467060300"
"1969","2025-01-30","","201148825","0","0"
"1970","2025-02-03","","0","1","473982200"
"1971","2025-02-06","","204356057","0","0"
"1972","2025-02-10","","0","2","232087100"
"1973","2025-02-13","","205147427","0","0"
"1974","2025-02-17","","469420123","0","0"
"1975","2025-02-20","","0","3","254048800"
"1976","2025-02-24","","15625957","1","200000000"
"1977","2025-02-27","","0","7","37160000"
"1978","2025-03-03","","46177490","1","200000000"
"1979","2025-03-06","","283712254","0","0"
"1980","2025-03-10","","0","2","288235400"
"1981","2025-03-13","","208586608","0","0"
"1982","2025-03-17","","477710057","0","0"
"1983","2025-03-20","","747824533","0","0"
"1984","2025-03-24","","456522723","1","600000000"
"1985","2025-03-27","","745827333","0","0"
"1986","2025-03-31","","1057592440","0","0"
"1987","2025-04-03","","753645824","1","600000000"
"1988","2025-04-07","","447886685","1","600000000"
"1989","2025-04-10","","721346489","0","0"
"1990","2025-04-14","","400711088","1","600000000"
"1991","2025-04-17","","0","2","333146900"
"1992","2025-04-21","","0","2","107593400"
"1993","2025-04-24","","14616653","1","200000000"
"1994","2025-04-28","","0","1","243750300"
"1995","2025-05-01","","0","3","66525400"
"1996","2025-05-05","","0","2","105651300"
"1997","2025-05-08","","216449935","0","0"
"1998","2025-05-12","","468895009","0","0"
"1999","2025-05-15","","756752052","0","0"
"2000","2025-05-19","","1053097181","0","0"
