"回号","抽せん日","等級","当せん口数","当せん金額"
"1","2000-10-05","1等","2","45513600"
"1","2000-10-05","2等","2","40961900"
"1","2000-10-05","3等","262","375200"
"1","2000-10-05","4等","12413","6900"
"1","2000-10-05","5等","174452","1000"
"2","2000-10-12","1等","0","0"
"2","2000-10-12","2等","7","13188800"
"2","2000-10-12","3等","195","568100"
"2","2000-10-12","4等","8426","11500"
"2","2000-10-12","5等","144860","1000"
"3","2000-10-19","1等","2","121348100"
"3","2000-10-19","2等","8","15762800"
"3","2000-10-19","3等","164","922700"
"3","2000-10-19","4等","9450","14100"
"3","2000-10-19","5等","181437","1000"
"4","2000-10-26","1等","0","0"
"4","2000-10-26","2等","3","38645500"
"4","2000-10-26","3等","134","1038200"
"4","2000-10-26","4等","8675","14100"
"4","2000-10-26","5等","160892","1000"
"5","2000-11-02","1等","0","0"
"5","2000-11-02","2等","9","13516100"
"5","2000-11-02","3等","258","565700"
"5","2000-11-02","4等","16473","7800"
"5","2000-11-02","5等","239987","1000"
"6","2000-11-09","1等","1","400000000"
"6","2000-11-09","2等","5","46923800"
"6","2000-11-09","3等","787","357700"
"6","2000-11-09","4等","36421","6800"
"6","2000-11-09","5等","512712","1000"
"7","2000-11-16","1等","1","348644800"
"7","2000-11-16","2等","12","16797700"
"7","2000-11-16","3等","486","497700"
"7","2000-11-16","4等","23473","9000"
"7","2000-11-16","5等","354810","1000"
"8","2000-11-23","1等","0","0"
"8","2000-11-23","2等","2","93073600"
"8","2000-11-23","3等","183","1220600"
"8","2000-11-23","4等","10337","19000"
"8","2000-11-23","5等","216684","1000"
"9","2000-11-30","1等","1","400000000"
"9","2000-11-30","2等","14","16051500"
"9","2000-11-30","3等","548","492000"
"9","2000-11-30","4等","25632","9200"
"9","2000-11-30","5等","388610","1000"
"10","2000-12-07","1等","0","0"
"10","2000-12-07","2等","11","19637700"
"10","2000-12-07","3等","341","760100"
"10","2000-12-07","4等","17984","12700"
"10","2000-12-07","5等","311772","1000"
"11","2000-12-14","1等","1","400000000"
"11","2000-12-14","2等","9","28834200"
"11","2000-12-14","3等","330","943600"
"11","2000-12-14","4等","21430","12800"
"11","2000-12-14","5等","363490","1000"
"12","2000-12-21","1等","1","400000000"
"12","2000-12-21","2等","30","7258100"
"12","2000-12-21","3等","561","465700"
"12","2000-12-21","4等","27984","8200"
"12","2000-12-21","5等","432419","1000"
"13","2000-12-28","1等","3","90075800"
"13","2000-12-28","2等","30","7301800"
"13","2000-12-28","3等","474","554500"
"13","2000-12-28","4等","25522","9000"
"13","2000-12-28","5等","382472","1000"
"14","2001-01-04","1等","1","141844600"
"14","2001-01-04","2等","2","63829500"
"14","2001-01-04","3等","217","705900"
"14","2001-01-04","4等","10272","13100"
"14","2001-01-04","5等","201531","1000"
"15","2001-01-11","1等","0","0"
"15","2001-01-11","2等","11","16570000"
"15","2001-01-11","3等","425","514600"
"15","2001-01-11","4等","19510","9800"
"15","2001-01-11","5等","306777","1000"
"16","2001-01-18","1等","4","114690000"
"16","2001-01-18","2等","7","32944200"
"16","2001-01-18","3等","466","593800"
"16","2001-01-18","4等","24815","9800"
"16","2001-01-18","5等","403581","1000"
"17","2001-01-25","1等","0","0"
"17","2001-01-25","2等","7","32040800"
"17","2001-01-25","3等","209","1287700"
"17","2001-01-25","4等","14265","16600"
"17","2001-01-25","5等","264631","1000"
"18","2001-02-01","1等","4","130218200"
"18","2001-02-01","2等","17","14382000"
"18","2001-02-01","3等","674","435300"
"18","2001-02-01","4等","31912","8100"
"18","2001-02-01","5等","458603","1000"
"19","2001-02-08","1等","2","125271100"
"19","2001-02-08","2等","10","22548600"
"19","2001-02-08","3等","456","593300"
"19","2001-02-08","4等","20349","11700"
"19","2001-02-08","5等","335124","1000"
"20","2001-02-15","1等","2","123069600"
"20","2001-02-15","2等","7","31646200"
"20","2001-02-15","3等","257","1034300"
"20","2001-02-15","4等","17282","13500"
"20","2001-02-15","5等","320362","1000"
"21","2001-02-22","1等","0","0"
"21","2001-02-22","2等","8","25306400"
"21","2001-02-22","3等","665","365300"
"21","2001-02-22","4等","27090","7900"
"21","2001-02-22","5等","387888","1000"
"22","2001-03-01","1等","2","246918300"
"22","2001-03-01","2等","21","11523600"
"22","2001-03-01","3等","733","396100"
"22","2001-03-01","4等","36405","7000"
"22","2001-03-01","5等","491095","1000"
"23","2001-03-08","1等","2","123831800"
"23","2001-03-08","2等","15","14859600"
"23","2001-03-08","3等","297","900500"
"23","2001-03-08","4等","17351","13500"
"23","2001-03-08","5等","303659","1000"
"24","2001-03-15","1等","1","200000000"
"24","2001-03-15","2等","7","30223900"
"24","2001-03-15","3等","244","1040400"
"24","2001-03-15","4等","15939","14000"
"24","2001-03-15","5等","310560","1000"
"25","2001-03-22","1等","2","147444200"
"25","2001-03-22","2等","3","77942500"
"25","2001-03-22","3等","256","1096000"
"25","2001-03-22","4等","14805","16700"
"25","2001-03-22","5等","280461","1000"
"26","2001-03-29","1等","1","200000000"
"26","2001-03-29","2等","4","51994900"
"26","2001-03-29","3等","360","693200"
"26","2001-03-29","4等","17821","12300"
"26","2001-03-29","5等","331077","1000"
"27","2001-04-05","1等","1","282187900"
"27","2001-04-05","2等","9","25109400"
"27","2001-04-05","3等","446","608000"
"27","2001-04-05","4等","24088","9900"
"27","2001-04-05","5等","353601","1000"
"28","2001-04-12","1等","0","0"
"28","2001-04-12","2等","3","71412900"
"28","2001-04-12","3等","350","734500"
"28","2001-04-12","4等","19547","11600"
"28","2001-04-12","5等","350598","1000"
"29","2001-04-19","1等","9","57338900"
"29","2001-04-19","2等","96","2606200"
"29","2001-04-19","3等","1729","173600"
"29","2001-04-19","4等","54200","4800"
"29","2001-04-19","5等","607285","1000"
"30","2001-04-26","1等","0","0"
"30","2001-04-26","2等","7","33179400"
"30","2001-04-26","3等","370","753200"
"30","2001-04-26","4等","23254","10500"
"30","2001-04-26","5等","384916","1000"
"31","2001-05-03","1等","3","176674900"
"31","2001-05-03","2等","18","13597800"
"31","2001-05-03","3等","494","594500"
"31","2001-05-03","4等","26667","9700"
"31","2001-05-03","5等","417742","1000"
"32","2001-05-10","1等","2","122160100"
"32","2001-05-10","2等","15","14659000"
"32","2001-05-10","3等","409","645100"
"32","2001-05-10","4等","23377","9900"
"32","2001-05-10","5等","380930","1000"
"33","2001-05-17","1等","2","117951800"
"33","2001-05-17","2等","38","5587100"
"33","2001-05-17","3等","670","380200"
"33","2001-05-17","4等","26279","8500"
"33","2001-05-17","5等","362887","1000"
"34","2001-05-24","1等","1","200000000"
"34","2001-05-24","2等","23","9437200"
"34","2001-05-24","3等","254","1025400"
"34","2001-05-24","4等","17218","13300"
"34","2001-05-24","5等","298725","1000"
"35","2001-05-31","1等","1","282373700"
"35","2001-05-31","2等","10","21707500"
"35","2001-05-31","3等","408","638400"
"35","2001-05-31","4等","20721","11000"
"35","2001-05-31","5等","355420","1000"
"36","2001-06-07","1等","1","200000000"
"36","2001-06-07","2等","7","30443900"
"36","2001-06-07","3等","331","772500"
"36","2001-06-07","4等","18447","12200"
"36","2001-06-07","5等","296613","1000"
"37","2001-06-14","1等","3","88178700"
"37","2001-06-14","2等","13","15767000"
"37","2001-06-14","3等","656","374900"
"37","2001-06-14","4等","28424","7600"
"37","2001-06-14","5等","416971","1000"
"38","2001-06-21","1等","0","0"
"38","2001-06-21","2等","2","110713600"
"38","2001-06-21","3等","400","664200"
"38","2001-06-21","4等","20089","11600"
"38","2001-06-21","5等","317045","1000"
"39","2001-06-28","1等","8","67318200"
"39","2001-06-28","2等","21","12536100"
"39","2001-06-28","3等","980","322300"
"39","2001-06-28","4等","40602","6800"
"39","2001-06-28","5等","495866","1000"
"40","2001-07-05","1等","2","118547100"
"40","2001-07-05","2等","18","11854600"
"40","2001-07-05","3等","595","430300"
"40","2001-07-05","4等","28282","7900"
"40","2001-07-05","5等","400926","1000"
"41","2001-07-12","1等","1","200000000"
"41","2001-07-12","2等","3","70858500"
"41","2001-07-12","3等","442","577100"
"41","2001-07-12","4等","24295","9200"
"41","2001-07-12","5等","379418","1000"
"42","2001-07-19","1等","2","134394100"
"42","2001-07-19","2等","26","8051100"
"42","2001-07-19","3等","622","403800"
"42","2001-07-19","4等","27142","8100"
"42","2001-07-19","5等","378546","1000"
"43","2001-07-26","1等","3","75848800"
"43","2001-07-26","2等","9","22754400"
"43","2001-07-26","3等","397","619000"
"43","2001-07-26","4等","17837","12100"
"43","2001-07-26","5等","322186","1000"
"44","2001-08-02","1等","3","74421300"
"44","2001-08-02","2等","6","33489200"
"44","2001-08-02","3等","448","538200"
"44","2001-08-02","4等","19627","10800"
"44","2001-08-02","5等","309756","1000"
"45","2001-08-09","1等","1","200000000"
"45","2001-08-09","2等","11","17548900"
"45","2001-08-09","3等","330","701900"
"45","2001-08-09","4等","16179","12600"
"45","2001-08-09","5等","293971","1000"
"46","2001-08-16","1等","2","111752700"
"46","2001-08-16","2等","7","26873200"
"46","2001-08-16","3等","234","964600"
"46","2001-08-16","4等","13933","14200"
"46","2001-08-16","5等","276444","1000"
"47","2001-08-23","1等","5","40002200"
"47","2001-08-23","2等","15","12000500"
"47","2001-08-23","3等","557","387800"
"47","2001-08-23","4等","27414","6900"
"47","2001-08-23","5等","370999","1000"
"48","2001-08-30","1等","3","76260300"
"48","2001-08-30","2等","7","29414400"
"48","2001-08-30","3等","370","667700"
"48","2001-08-30","4等","19683","11000"
"48","2001-08-30","5等","332934","1000"
"49","2001-09-06","1等","2","118591400"
"49","2001-09-06","2等","4","53365600"
"49","2001-09-06","3等","390","656800"
"49","2001-09-06","4等","18375","12200"
"49","2001-09-06","5等","301244","1000"
"50","2001-09-13","1等","4","48427800"
"50","2001-09-13","2等","19","9175700"
"50","2001-09-13","3等","823","254200"
"50","2001-09-13","4等","33048","5500"
"50","2001-09-13","5等","426120","1000"
"51","2001-09-20","1等","7","29184600"
"51","2001-09-20","2等","11","16714600"
"51","2001-09-20","3等","821","268700"
"51","2001-09-20","4等","30192","6400"
"51","2001-09-20","5等","410150","1000"
"52","2001-09-27","1等","3","72304100"
"52","2001-09-27","2等","19","10274700"
"52","2001-09-27","3等","579","404500"
"52","2001-09-27","4等","25193","8200"
"52","2001-09-27","5等","366123","1000"
"53","2001-10-04","1等","6","36518100"
"53","2001-10-04","2等","41","4809600"
"53","2001-10-04","3等","900","262900"
"53","2001-10-04","4等","26945","7700"
"53","2001-10-04","5等","372118","1000"
"54","2001-10-11","1等","1","200000000"
"54","2001-10-11","2等","35","5588500"
"54","2001-10-11","3等","481","487900"
"54","2001-10-11","4等","24408","8400"
"54","2001-10-11","5等","351230","1000"
"55","2001-10-18","1等","0","0"
"55","2001-10-18","2等","8","26893000"
"55","2001-10-18","3等","316","817000"
"55","2001-10-18","4等","18166","12500"
"55","2001-10-18","5等","336327","1000"
"56","2001-10-25","1等","2","293594800"
"56","2001-10-25","2等","22","13532800"
"56","2001-10-25","3等","718","497500"
"56","2001-10-25","4等","36905","8500"
"56","2001-10-25","5等","567326","1000"
"57","2001-11-01","1等","14","17755700"
"57","2001-11-01","2等","38","5887300"
"57","2001-11-01","3等","1082","248100"
"57","2001-11-01","4等","32221","7300"
"57","2001-11-01","5等","418191","1000"
"58","2001-11-08","1等","2","116836200"
"58","2001-11-08","2等","18","11683500"
"58","2001-11-08","3等","552","457100"
"58","2001-11-08","4等","28859","7700"
"58","2001-11-08","5等","465006","1000"
"59","2001-11-15","1等","3","87561500"
"59","2001-11-15","2等","9","26268200"
"59","2001-11-15","3等","462","614000"
"59","2001-11-15","4等","21725","11500"
"59","2001-11-15","5等","357653","1000"
"60","2001-11-22","1等","1","200000000"
"60","2001-11-22","2等","5","49733200"
"60","2001-11-22","3等","259","1152100"
"60","2001-11-22","4等","15326","17100"
"60","2001-11-22","5等","312457","1000"
"61","2001-11-29","1等","1","338406300"
"61","2001-11-29","2等","22","10722500"
"61","2001-11-29","3等","576","491400"
"61","2001-11-29","4等","27302","9100"
"61","2001-11-29","5等","433854","1000"
"62","2001-12-06","1等","5","47591800"
"62","2001-12-06","2等","11","19469200"
"62","2001-12-06","3等","700","367100"
"62","2001-12-06","4等","31169","7200"
"62","2001-12-06","5等","462949","1000"
"63","2001-12-13","1等","3","86096500"
"63","2001-12-13","2等","30","7748600"
"63","2001-12-13","3等","555","502600"
"63","2001-12-13","4等","24051","10200"
"63","2001-12-13","5等","363569","1000"
"64","2001-12-20","1等","4","63574100"
"64","2001-12-20","2等","15","15257600"
"64","2001-12-20","3等","495","554800"
"64","2001-12-20","4等","24469","9900"
"64","2001-12-20","5等","394115","1000"
"65","2001-12-27","1等","2","138826100"
"65","2001-12-27","2等","11","22716800"
"65","2001-12-27","3等","438","684600"
"65","2001-12-27","4等","21072","12500"
"65","2001-12-27","5等","363414","1000"
"66","2002-01-10","1等","6","45895000"
"66","2002-01-10","2等","11","22530100"
"66","2002-01-10","3等","517","575200"
"66","2002-01-10","4等","25519","10200"
"66","2002-01-10","5等","418226","1000"
"67","2002-01-17","1等","5","47129400"
"67","2002-01-17","2等","16","13255000"
"67","2002-01-17","3等","901","282400"
"67","2002-01-17","4等","33214","6700"
"67","2002-01-17","5等","453927","1000"
"68","2002-01-24","1等","4","65075000"
"68","2002-01-24","2等","6","39044600"
"68","2002-01-24","3等","625","449700"
"68","2002-01-24","4等","24938","9900"
"68","2002-01-24","5等","359955","1000"
"69","2002-01-31","1等","1","200000000"
"69","2002-01-31","2等","9","27814200"
"69","2002-01-31","3等","261","1150900"
"69","2002-01-31","4等","16382","16100"
"69","2002-01-31","5等","310812","1000"
"70","2002-02-07","1等","1","381471200"
"70","2002-02-07","2等","22","12408600"
"70","2002-02-07","3等","523","626300"
"70","2002-02-07","4等","33262","8600"
"70","2002-02-07","5等","454256","1000"
"71","2002-02-14","1等","3","93395200"
"71","2002-02-14","2等","27","9339400"
"71","2002-02-14","3等","548","552100"
"71","2002-02-14","4等","23930","11100"
"71","2002-02-14","5等","374719","1000"
"72","2002-02-21","1等","3","89058400"
"72","2002-02-21","2等","7","34350800"
"72","2002-02-21","3等","651","443200"
"72","2002-02-21","4等","25848","9800"
"72","2002-02-21","5等","395378","1000"
"73","2002-02-28","1等","0","0"
"73","2002-02-28","2等","11","21876800"
"73","2002-02-28","3等","568","508400"
"73","2002-02-28","4等","24885","10200"
"73","2002-02-28","5等","390547","1000"
"74","2002-03-07","1等","3","216697800"
"74","2002-03-07","2等","22","15656100"
"74","2002-03-07","3等","906","456200"
"74","2002-03-07","4等","44991","8100"
"74","2002-03-07","5等","617550","1000"
"75","2002-03-14","1等","3","87271200"
"75","2002-03-14","2等","14","16830700"
"75","2002-03-14","3等","606","466500"
"75","2002-03-14","4等","30814","8000"
"75","2002-03-14","5等","469094","1000"
"76","2002-03-21","1等","3","82365800"
"76","2002-03-21","2等","10","22238500"
"76","2002-03-21","3等","461","578800"
"76","2002-03-21","4等","25834","9100"
"76","2002-03-21","5等","393610","1000"
"77","2002-03-28","1等","3","86328300"
"77","2002-03-28","2等","14","16648800"
"77","2002-03-28","3等","465","601500"
"77","2002-03-28","4等","28836","8500"
"77","2002-03-28","5等","416082","1000"
"78","2002-04-04","1等","7","38856500"
"78","2002-04-04","2等","25","9791700"
"78","2002-04-04","3等","970","302800"
"78","2002-04-04","4等","34314","7500"
"78","2002-04-04","5等","356876","1000"
"79","2002-04-11","1等","1","200000000"
"79","2002-04-11","2等","10","25665300"
"79","2002-04-11","3等","230","1339000"
"79","2002-04-11","4等","13883","19500"
"79","2002-04-11","5等","287997","1000"
"80","2002-04-18","1等","1","361173200"
"80","2002-04-18","2等","14","17742700"
"80","2002-04-18","3等","693","430100"
"80","2002-04-18","4等","43581","6000"
"80","2002-04-18","5等","475371","1000"
"81","2002-04-25","1等","3","82115000"
"81","2002-04-25","2等","24","9237800"
"81","2002-04-25","3等","643","413700"
"81","2002-04-25","4等","33795","6900"
"81","2002-04-25","5等","495723","1000"
"82","2002-05-02","1等","1","200000000"
"82","2002-05-02","2等","18","12721500"
"82","2002-05-02","3等","610","450400"
"82","2002-05-02","4等","28322","8500"
"82","2002-05-02","5等","439538","1000"
"83","2002-05-09","1等","1","338040600"
"83","2002-05-09","2等","12","21270400"
"83","2002-05-09","3等","589","520000"
"83","2002-05-09","4等","28110","9600"
"83","2002-05-09","5等","441331","1000"
"84","2002-05-16","1等","17","15692300"
"84","2002-05-16","2等","8","30011300"
"84","2002-05-16","3等","778","370300"
"84","2002-05-16","4等","30147","8400"
"84","2002-05-16","5等","398537","1000"
"85","2002-05-23","1等","0","0"
"85","2002-05-23","2等","22","10056100"
"85","2002-05-23","3等","723","367100"
"85","2002-05-23","4等","37065","6300"
"85","2002-05-23","5等","453131","1000"
"86","2002-05-30","1等","14","42353400"
"86","2002-05-30","2等","27","11570800"
"86","2002-05-30","3等","1793","209000"
"86","2002-05-30","4等","51744","6300"
"86","2002-05-30","5等","651376","1000"
"87","2002-06-06","1等","3","91415900"
"87","2002-06-06","2等","7","35260100"
"87","2002-06-06","3等","470","630100"
"87","2002-06-06","4等","22651","11500"
"87","2002-06-06","5等","372793","1000"
"88","2002-06-13","1等","4","64721700"
"88","2002-06-13","2等","14","16642600"
"88","2002-06-13","3等","411","680200"
"88","2002-06-13","4等","20457","12000"
"88","2002-06-13","5等","362961","1000"
"89","2002-06-20","1等","7","37734400"
"89","2002-06-20","2等","14","16980300"
"89","2002-06-20","3等","1734","164500"
"89","2002-06-20","4等","29559","8500"
"89","2002-06-20","5等","352769","1000"
"90","2002-06-27","1等","2","138036100"
"90","2002-06-27","2等","9","27606900"
"90","2002-06-27","3等","342","871700"
"90","2002-06-27","4等","18739","14000"
"90","2002-06-27","5等","330943","1000"
"91","2002-07-04","1等","0","0"
"91","2002-07-04","2等","6","40897500"
"91","2002-07-04","3等","360","817900"
"91","2002-07-04","4等","18661","13900"
"91","2002-07-04","5等","352120","1000"
"92","2002-07-11","1等","2","327322500"
"92","2002-07-11","2等","13","26445300"
"92","2002-07-11","3等","764","539900"
"92","2002-07-11","4等","34763","10400"
"92","2002-07-11","5等","558790","1000"
"93","2002-07-18","1等","1","200000000"
"93","2002-07-18","2等","4","65434800"
"93","2002-07-18","3等","293","1071900"
"93","2002-07-18","4等","19838","13900"
"93","2002-07-18","5等","383763","1000"
"94","2002-07-25","1等","3","129048500"
"94","2002-07-25","2等","8","33335800"
"94","2002-07-25","3等","430","744200"
"94","2002-07-25","4等","25660","11000"
"94","2002-07-25","5等","400459","1000"
"95","2002-08-01","1等","5","43829200"
"95","2002-08-01","2等","13","15171500"
"95","2002-08-01","3等","841","281400"
"95","2002-08-01","4等","39241","5300"
"95","2002-08-01","5等","558088","1000"
"96","2002-08-08","1等","2","128990100"
"96","2002-08-08","2等","8","29022500"
"96","2002-08-08","3等","418","666500"
"96","2002-08-08","4等","20988","11700"
"96","2002-08-08","5等","372713","1000"
"97","2002-08-15","1等","0","0"
"97","2002-08-15","2等","4","53255200"
"97","2002-08-15","3等","448","570500"
"97","2002-08-15","4等","19939","11300"
"97","2002-08-15","5等","323401","1000"
"98","2002-08-22","1等","1","400000000"
"98","2002-08-22","2等","9","35235100"
"98","2002-08-22","3等","464","820100"
"98","2002-08-22","4等","27308","12200"
"98","2002-08-22","5等","480615","1000"
"99","2002-08-29","1等","1","400000000"
"99","2002-08-29","2等","23","12326200"
"99","2002-08-29","3等","720","472500"
"99","2002-08-29","4等","36592","8200"
"99","2002-08-29","5等","554349","1000"
"100","2002-09-05","1等","11","38560400"
"100","2002-09-05","2等","35","8231300"
"100","2002-09-05","3等","1054","328000"
"100","2002-09-05","4等","42163","7200"
"100","2002-09-05","5等","591591","1000"
"101","2002-09-12","1等","1","200000000"
"101","2002-09-12","2等","14","20195400"
"101","2002-09-12","3等","246","1379200"
"101","2002-09-12","4等","15862","18800"
"101","2002-09-12","5等","320922","1000"
"102","2002-09-19","1等","4","103928500"
"102","2002-09-19","2等","36","7538900"
"102","2002-09-19","3等","916","355500"
"102","2002-09-19","4等","32275","8900"
"102","2002-09-19","5等","482669","1000"
"103","2002-09-26","1等","3","89200800"
"103","2002-09-26","2等","15","16056000"
"103","2002-09-26","3等","581","497400"
"103","2002-09-26","4等","27080","9400"
"103","2002-09-26","5等","459807","1000"
"104","2002-10-03","1等","6","42082300"
"104","2002-10-03","2等","18","12624500"
"104","2002-10-03","3等","818","333300"
"104","2002-10-03","4等","35780","6700"
"104","2002-10-03","5等","484032","1000"
"105","2002-10-10","1等","2","137026100"
"105","2002-10-10","2等","16","15415300"
"105","2002-10-10","3等","455","650400"
"105","2002-10-10","4等","22948","11300"
"105","2002-10-10","5等","398222","1000"
"106","2002-10-17","1等","2","128251100"
"106","2002-10-17","2等","12","19237500"
"106","2002-10-17","3等","539","513900"
"106","2002-10-17","4等","28706","8500"
"106","2002-10-17","5等","458153","1000"
"107","2002-10-24","1等","1","200000000"
"107","2002-10-24","2等","15","14891300"
"107","2002-10-24","3等","681","393600"
"107","2002-10-24","4等","33377","7000"
"107","2002-10-24","5等","489113","1000"
"108","2002-10-31","1等","4","84243100"
"108","2002-10-31","2等","8","32487600"
"108","2002-10-31","3等","502","621200"
"108","2002-10-31","4等","29437","9300"
"108","2002-10-31","5等","464491","1000"
"109","2002-11-07","1等","1","200000000"
"109","2002-11-07","2等","23","10640200"
"109","2002-11-07","3等","517","568000"
"109","2002-11-07","4等","25729","10000"
"109","2002-11-07","5等","414197","1000"
"110","2002-11-14","1等","0","0"
"110","2002-11-14","2等","8","34806800"
"110","2002-11-14","3等","487","686100"
"110","2002-11-14","4等","25102","11700"
"110","2002-11-14","5等","423201","1000"
"111","2002-11-21","1等","6","135843900"
"111","2002-11-21","2等","20","19518400"
"111","2002-11-21","3等","708","661600"
"111","2002-11-21","4等","35077","11700"
"111","2002-11-21","5等","566719","1000"
"112","2002-11-28","1等","1","200000000"
"112","2002-11-28","2等","14","18672700"
"112","2002-11-28","3等","565","555200"
"112","2002-11-28","4等","27463","10000"
"112","2002-11-28","5等","436302","1000"
"113","2002-12-05","1等","1","400000000"
"113","2002-12-05","2等","8","35037200"
"113","2002-12-05","3等","451","745800"
"113","2002-12-05","4等","26272","11200"
"113","2002-12-05","5等","455528","1000"
"114","2002-12-12","1等","3","96073000"
"114","2002-12-12","2等","16","16104500"
"114","2002-12-12","3等","832","371600"
"114","2002-12-12","4等","33620","8100"
"114","2002-12-12","5等","467545","1000"
"115","2002-12-19","1等","3","87704500"
"115","2002-12-19","2等","22","10763600"
"115","2002-12-19","3等","752","377800"
"115","2002-12-19","4等","36388","6800"
"115","2002-12-19","5等","552962","1000"
"116","2002-12-26","1等","1","200000000"
"116","2002-12-26","2等","14","19140100"
"116","2002-12-26","3等","552","582500"
"116","2002-12-26","4等","27613","10200"
"116","2002-12-26","5等","447169","1000"
"117","2003-01-09","1等","2","228456200"
"117","2003-01-09","2等","13","24865600"
"117","2003-01-09","3等","639","607000"
"117","2003-01-09","4等","30088","11300"
"117","2003-01-09","5等","466250","1000"
"118","2003-01-16","1等","7","43286000"
"118","2003-01-16","2等","15","18179900"
"118","2003-01-16","3等","614","532900"
"118","2003-01-16","4等","26631","10800"
"118","2003-01-16","5等","417829","1000"
"119","2003-01-23","1等","5","52449800"
"119","2003-01-23","2等","17","13883600"
"119","2003-01-23","3等","832","340400"
"119","2003-01-23","4等","36069","6900"
"119","2003-01-23","5等","529753","1000"
"120","2003-01-30","1等","2","143793600"
"120","2003-01-30","2等","16","16176600"
"120","2003-01-30","3等","574","541100"
"120","2003-01-30","4等","28042","9700"
"120","2003-01-30","5等","442494","1000"
"121","2003-02-06","1等","0","0"
"121","2003-02-06","2等","19","13520300"
"121","2003-02-06","3等","583","528700"
"121","2003-02-06","4等","28864","9400"
"121","2003-02-06","5等","460271","1000"
"122","2003-02-13","1等","1","400000000"
"122","2003-02-13","2等","18","20786700"
"122","2003-02-13","3等","705","636800"
"122","2003-02-13","4等","35385","11100"
"122","2003-02-13","5等","577268","1000"
"123","2003-02-20","1等","3","244266200"
"123","2003-02-20","2等","16","24278800"
"123","2003-02-20","3等","466","1000300"
"123","2003-02-20","4等","29374","13900"
"123","2003-02-20","5等","529941","1000"
"124","2003-02-27","1等","0","0"
"124","2003-02-27","2等","17","17045200"
"124","2003-02-27","3等","619","561700"
"124","2003-02-27","4等","28010","10900"
"124","2003-02-27","5等","442250","1000"
"125","2003-03-06","1等","6","121122400"
"125","2003-03-06","2等","14","26020400"
"125","2003-03-06","3等","777","562600"
"125","2003-03-06","4等","41364","9300"
"125","2003-03-06","5等","653963","1000"
"126","2003-03-13","1等","1","200000000"
"126","2003-03-13","2等","9","31517000"
"126","2003-03-13","3等","447","761400"
"126","2003-03-13","4等","28682","10400"
"126","2003-03-13","5等","474575","1000"
"127","2003-03-20","1等","1","400000000"
"127","2003-03-20","2等","21","15192300"
"127","2003-03-20","3等","441","868100"
"127","2003-03-20","4等","29025","11600"
"127","2003-03-20","5等","494314","1000"
"128","2003-03-27","1等","3","140907200"
"128","2003-03-27","2等","9","35305400"
"128","2003-03-27","3等","537","710000"
"128","2003-03-27","4等","26124","12800"
"128","2003-03-27","5等","434474","1000"
"129","2003-04-03","1等","1","200000000"
"129","2003-04-03","2等","11","25149000"
"129","2003-04-03","3等","557","595900"
"129","2003-04-03","4等","28421","10300"
"129","2003-04-03","5等","444317","1000"
"130","2003-04-10","1等","1","400000000"
"130","2003-04-10","2等","9","38884300"
"130","2003-04-10","3等","298","1409200"
"130","2003-04-10","4等","18691","19800"
"130","2003-04-10","5等","378820","1000"
"131","2003-04-17","1等","0","0"
"131","2003-04-17","2等","6","57762100"
"131","2003-04-17","3等","350","1188200"
"131","2003-04-17","4等","18375","19900"
"131","2003-04-17","5等","357941","1000"
"132","2003-04-24","1等","4","236257900"
"132","2003-04-24","2等","15","27823000"
"132","2003-04-24","3等","944","530500"
"132","2003-04-24","4等","44871","9800"
"132","2003-04-24","5等","704596","1000"
"133","2003-05-01","1等","1","200000000"
"133","2003-05-01","2等","7","42207500"
"133","2003-05-01","3等","549","645700"
"133","2003-05-01","4等","34945","8900"
"133","2003-05-01","5等","476667","1000"
"134","2003-05-08","1等","5","93700700"
"134","2003-05-08","2等","29","10558400"
"134","2003-05-08","3等","1147","320300"
"134","2003-05-08","4等","37674","8600"
"134","2003-05-08","5等","565949","1000"
"135","2003-05-15","1等","2","161139000"
"135","2003-05-15","2等","20","14502300"
"135","2003-05-15","3等","540","644500"
"135","2003-05-15","4等","27509","11100"
"135","2003-05-15","5等","461066","1000"
"136","2003-05-22","1等","2","155571800"
"136","2003-05-22","2等","17","16472100"
"136","2003-05-22","3等","631","532500"
"136","2003-05-22","4等","31605","9300"
"136","2003-05-22","5等","474385","1000"
"137","2003-05-29","1等","3","103964400"
"137","2003-05-29","2等","8","35087700"
"137","2003-05-29","3等","483","697300"
"137","2003-05-29","4等","27067","10900"
"137","2003-05-29","5等","459652","1000"
"138","2003-06-05","1等","2","146219800"
"138","2003-06-05","2等","21","12533000"
"138","2003-06-05","3等","661","477800"
"138","2003-06-05","4等","32035","8600"
"138","2003-06-05","5等","489733","1000"
"139","2003-06-12","1等","3","95226100"
"139","2003-06-12","2等","15","17140500"
"139","2003-06-12","3等","633","487400"
"139","2003-06-12","4等","29914","9000"
"139","2003-06-12","5等","456271","1000"
"140","2003-06-19","1等","2","146136000"
"140","2003-06-19","2等","18","14613400"
"140","2003-06-19","3等","452","698300"
"140","2003-06-19","4等","23557","11800"
"140","2003-06-19","5等","397975","1000"
"141","2003-06-26","1等","5","60720900"
"141","2003-06-26","2等","6","45540300"
"141","2003-06-26","3等","588","557600"
"141","2003-06-26","4等","26131","11000"
"141","2003-06-26","5等","417100","1000"
"142","2003-07-03","1等","4","76211200"
