"回号","抽せん日","等級","当せん口数","当せん金額"
"913","2014-11-03","5等","152654","1000"
"914","2014-11-06","1等","0","0"
"914","2014-11-06","2等","0","0"
"914","2014-11-06","3等","165","842700"
"914","2014-11-06","4等","8486","14400"
"914","2014-11-06","5等","155451","1000"
"915","2014-11-10","1等","4","100782800"
"915","2014-11-10","2等","3","47549200"
"915","2014-11-10","3等","287","596400"
"915","2014-11-10","4等","14367","10500"
"915","2014-11-10","5等","228507","1000"
"916","2014-11-13","1等","1","115937100"
"916","2014-11-13","2等","13","8026300"
"916","2014-11-13","3等","386","324300"
"916","2014-11-13","4等","15017","7300"
"916","2014-11-13","5等","208560","1000"
"917","2014-11-17","1等","0","0"
"917","2014-11-17","2等","12","9120500"
"917","2014-11-17","3等","278","472400"
"917","2014-11-17","4等","11490","10000"
"917","2014-11-17","5等","178259","1000"
"918","2014-11-20","1等","0","0"
"918","2014-11-20","2等","0","0"
"918","2014-11-20","3等","195","814100"
"918","2014-11-20","4等","10594","13200"
"918","2014-11-20","5等","187326","1000"
"919","2014-11-24","1等","0","0"
"919","2014-11-24","2等","43","3238800"
"919","2014-11-24","3等","344","485800"
"919","2014-11-24","4等","15753","9300"
"919","2014-11-24","5等","252416","1000"
"920","2014-11-27","1等","0","0"
"920","2014-11-27","2等","10","16202200"
"920","2014-11-27","3等","262","742000"
"920","2014-11-27","4等","14058","12200"
"920","2014-11-27","5等","243139","1000"
"921","2014-12-01","1等","1","400000000"
"921","2014-12-01","2等","6","28136100"
"921","2014-12-01","3等","325","623300"
"921","2014-12-01","4等","16475","10800"
"921","2014-12-01","5等","283036","1000"
"922","2014-12-04","1等","2","342422300"
"922","2014-12-04","2等","7","20772900"
"922","2014-12-04","3等","321","543500"
"922","2014-12-04","4等","15039","10200"
"922","2014-12-04","5等","248204","1000"
"923","2014-12-08","1等","2","68159800"
"923","2014-12-08","2等","6","20447700"
"923","2014-12-08","3等","178","827100"
"923","2014-12-08","4等","10399","12400"
"923","2014-12-08","5等","1739587","1000"
"924","2014-12-11","1等","0","0"
"924","2014-12-11","2等","4","30925200"
"924","2014-12-11","3等","153","970200"
"924","2014-12-11","4等","8805","14800"
"924","2014-12-11","5等","154962","1000"
"925","2014-12-15","1等","3","97251100"
"925","2014-12-15","2等","6","23145800"
"925","2014-12-15","3等","207","805000"
"925","2014-12-15","4等","11700","12500"
"925","2014-12-15","5等","207803","1000"
"926","2014-12-18","1等","0","0"
"926","2014-12-18","2等","3","40151000"
"926","2014-12-18","3等","173","835500"
"926","2014-12-18","4等","9177","13800"
"926","2014-12-18","5等","158847","1000"
"927","2014-12-22","1等","0","0"
"927","2014-12-22","2等","6","24430000"
"927","2014-12-22","3等","295","596200"
"927","2014-12-22","4等","11031","14000"
"927","2014-12-22","5等","181052","1000"
"928","2014-12-25","1等","1","400000000"
"928","2014-12-25","2等","5","31265300"
"928","2014-12-25","3等","220","852600"
"928","2014-12-25","4等","11639","14200"
"928","2014-12-25","5等","217849","1000"
"929","2014-12-29","1等","5","43471100"
"929","2014-12-29","2等","10","13225400"
"929","2014-12-29","3等","277","572900"
"929","2014-12-29","4等","14585","9500"
"929","2014-12-29","5等","235620","1000"
"930","2015-01-05","1等","1","137750200"
"930","2015-01-05","2等","12","10331100"
"930","2015-01-05","3等","180","826400"
"930","2015-01-05","4等","9395","13900"
"930","2015-01-05","5等","161776","1000"
"931","2015-01-08","1等","0","0"
"931","2015-01-08","2等","3","37457700"
"931","2015-01-08","3等","229","588800"
"931","2015-01-08","4等","11113","10700"
"931","2015-01-08","5等","189205","1000"
"932","2015-01-12","1等","1","276721400"
"932","2015-01-12","2等","3","45557900"
"932","2015-01-12","3等","174","942500"
"932","2015-01-12","4等","9816","14700"
"932","2015-01-12","5等","173684","1000"
"933","2015-01-15","1等","2","62693000"
"933","2015-01-15","2等","6","18807700"
"933","2015-01-15","3等","369","366900"
"933","2015-01-15","4等","13930","8500"
"933","2015-01-15","5等","183824","1000"
"934","2015-01-19","1等","1","125978000"
"934","2015-01-19","2等","11","10307200"
"934","2015-01-19","3等","203","670200"
"934","2015-01-19","4等","11659","10200"
"934","2015-01-19","5等","193783","1000"
"935","2015-01-22","1等","2","58012000"
"935","2015-01-22","2等","28","3729300"
"935","2015-01-22","3等","513","244200"
"935","2015-01-22","4等","14979","7300"
"935","2015-01-22","5等","198231","1000"
"936","2015-01-26","1等","0","0"
"936","2015-01-26","2等","7","16162200"
"936","2015-01-26","3等","276","491800"
"936","2015-01-26","4等","12217","9800"
"936","2015-01-26","5等","201739","1000"
"937","2015-01-29","1等","3","89474500"
"937","2015-01-29","2等","12","10703500"
"937","2015-01-29","3等","276","558400"
"937","2015-01-29","4等","13258","10200"
"937","2015-01-29","5等","213583","1000"
"938","2015-02-02","1等","3","40465900"
"938","2015-02-02","2等","14","7804000"
"938","2015-02-02","3等","307","427000"
"938","2015-02-02","4等","14299","8000"
"938","2015-02-02","5等","211349","1000"
"939","2015-02-05","1等","0","0"
"939","2015-02-05","2等","8","13413400"
"939","2015-02-05","3等","336","383200"
"939","2015-02-05","4等","13458","8400"
"939","2015-02-05","5等","206628","1000"
"940","2015-02-09","1等","1","272046600"
"940","2015-02-09","2等","4","34383000"
"940","2015-02-09","3等","192","859500"
"940","2015-02-09","4等","9486","15300"
"940","2015-02-09","5等","178345","1000"
"941","2015-02-12","1等","1","121390700"
"941","2015-02-12","2等","8","13656300"
"941","2015-02-12","3等","252","520200"
"941","2015-02-12","4等","12677","9100"
"941","2015-02-12","5等","203463","1000"
"942","2015-02-16","1等","0","0"
"942","2015-02-16","2等","9","11636500"
"942","2015-02-16","3等","415","302800"
"942","2015-02-16","4等","17589","6300"
"942","2015-02-16","5等","244572","1000"
"943","2015-02-19","1等","3","87917000"
"943","2015-02-19","2等","6","22107500"
"943","2015-02-19","3等","232","686000"
"943","2015-02-19","4等","11718","11900"
"943","2015-02-19","5等","200206","1000"
"944","2015-02-23","1等","1","129554500"
"944","2015-02-23","2等","5","23319600"
"944","2015-02-23","3等","275","508700"
"944","2015-02-23","4等","12046","10200"
"944","2015-02-23","5等","185838","1000"
"945","2015-02-26","1等","2","59488300"
"945","2015-02-26","2等","3","35692600"
"945","2015-02-26","3等","265","484800"
"945","2015-02-26","4等","13957","8100"
"945","2015-02-26","5等","207406","1000"
"946","2015-03-02","1等","4","29998800"
"946","2015-03-02","2等","8","13499300"
"946","2015-03-02","3等","256","506200"
"946","2015-03-02","4等","13640","8300"
"946","2015-03-02","5等","212313","1000"
"947","2015-03-05","1等","2","61398000"
"947","2015-03-05","2等","5","22103000"
"947","2015-03-05","3等","204","650000"
"947","2015-03-05","4等","11507","10100"
"947","2015-03-05","5等","190634","1000"
"948","2015-03-09","1等","0","0"
"948","2015-03-09","2等","7","15672300"
"948","2015-03-09","3等","243","541700"
"948","2015-03-09","4等","11228","10300"
"948","2015-03-09","5等","177668","1000"
"949","2015-03-12","1等","0","0"
"949","2015-03-12","2等","7","18622600"
"949","2015-03-12","3等","206","759300"
"949","2015-03-12","4等","11264","12200"
"949","2015-03-12","5等","185515","1000"
"950","2015-03-16","1等","1","400000000"
"950","2015-03-16","2等","9","15288100"
"950","2015-03-16","3等","301","548500"
"950","2015-03-16","4等","15091","9600"
"950","2015-03-16","5等","237241","1000"
"951","2015-03-19","1等","0","0"
"951","2015-03-19","2等","3","37349300"
"951","2015-03-19","3等","289","465200"
"951","2015-03-19","4等","12726","9300"
"951","2015-03-19","5等","205751","1000"
"952","2015-03-23","1等","2","143126900"
"952","2015-03-23","2等","13","9839700"
"952","2015-03-23","3等","332","462300"
"952","2015-03-23","4等","14747","9100"
"952","2015-03-23","5等","224937","1000"
"953","2015-03-26","1等","4","30379200"
"953","2015-03-26","2等","5","21872800"
"953","2015-03-26","3等","330","397600"
"953","2015-03-26","4等","12594","9100"
"953","2015-03-26","5等","190896","1000"
"954","2015-03-30","1等","0","0"
"954","2015-03-30","2等","3","37315300"
"954","2015-03-30","3等","212","633600"
"954","2015-03-30","4等","10939","10800"
"954","2015-03-30","5等","188407","1000"
"955","2015-04-02","1等","1","267084300"
"955","2015-04-02","2等","4","32106900"
"955","2015-04-02","3等","236","653000"
"955","2015-04-02","4等","12689","10700"
"955","2015-04-02","5等","211286","1000"
"956","2015-04-06","1等","0","0"
"956","2015-04-06","2等","4","26079900"
"956","2015-04-06","3等","273","458500"
"956","2015-04-06","4等","13477","8100"
"956","2015-04-06","5等","215206","1000"
"957","2015-04-09","1等","3","86595800"
"957","2015-04-09","2等","5","25897300"
"957","2015-04-09","3等","307","506100"
"957","2015-04-09","4等","13427","10200"
"957","2015-04-09","5等","190103","1000"
"958","2015-04-13","1等","2","59353800"
"958","2015-04-13","2等","6","17805900"
"958","2015-04-13","3等","235","545500"
"958","2015-04-13","4等","11307","10000"
"958","2015-04-13","5等","188815","1000"
"959","2015-04-16","1等","1","135036000"
"959","2015-04-16","2等","7","17361600"
"959","2015-04-16","3等","218","668900"
"959","2015-04-16","4等","10689","12000"
"959","2015-04-16","5等","175599","1000"
"960","2015-04-20","1等","2","61430200"
"960","2015-04-20","2等","11","10052100"
"960","2015-04-20","3等","339","391400"
"960","2015-04-20","4等","13311","8700"
"960","2015-04-20","5等","190151","1000"
"961","2015-04-23","1等","1","115013400"
"961","2015-04-23","2等","7","14787300"
"961","2015-04-23","3等","345","360000"
"961","2015-04-23","4等","16266","6700"
"961","2015-04-23","5等","235668","1000"
"962","2015-04-27","1等","4","29602900"
"962","2015-04-27","2等","7","15224200"
"962","2015-04-27","3等","323","395900"
"962","2015-04-27","4等","14995","7500"
"962","2015-04-27","5等","219474","1000"
"963","2015-04-30","1等","2","64350000"
"963","2015-04-30","2等","10","11582900"
"963","2015-04-30","3等","171","812800"
"963","2015-04-30","4等","9483","12900"
"963","2015-04-30","5等","164088","1000"
"964","2015-05-04","1等","0","0"
"964","2015-05-04","2等","3","35650400"
"964","2015-05-04","3等","129","994800"
"964","2015-05-04","4等","7811","14400"
"964","2015-05-04","5等","142167","1000"
"965","2015-05-07","1等","2","126654500"
"965","2015-05-07","2等","6","20170800"
"965","2015-05-07","3等","401","362100"
"965","2015-05-07","4等","14299","8900"
"965","2015-05-07","5等","216098","1000"
"966","2015-05-11","1等","1","133072000"
"966","2015-05-11","2等","1","119763800"
"966","2015-05-11","3等","134","1072500"
"966","2015-05-11","4等","7613","16600"
"966","2015-05-11","5等","140833","1000"
"967","2015-05-14","1等","1","123100400"
"967","2015-05-14","2等","4","27697300"
"967","2015-05-14","3等","141","942800"
"967","2015-05-14","4等","8608","13600"
"967","2015-05-14","5等","150296","1000"
"968","2015-05-18","1等","1","110911400"
"968","2015-05-18","2等","9","11091000"
"968","2015-05-18","3等","260","460700"
"968","2015-05-18","4等","12620","8300"
"968","2015-05-18","5等","203581","1000"
"969","2015-05-21","1等","1","113134300"
"969","2015-05-21","2等","13","7832300"
"969","2015-05-21","3等","237","515500"
"969","2015-05-21","4等","11689","9200"
"969","2015-05-21","5等","188835","1000"
"970","2015-05-25","1等","2","55926200"
"970","2015-05-25","2等","6","16777700"
"970","2015-05-25","3等","288","419400"
"970","2015-05-25","4等","14684","7200"
"970","2015-05-25","5等","199148","1000"
"971","2015-05-28","1等","4","25715300"
"971","2015-05-28","2等","18","5143000"
"971","2015-05-28","3等","367","302600"
"971","2015-05-28","4等","15860","6100"
"971","2015-05-28","5等","225769","1000"
"972","2015-06-01","1等","1","117796500"
"972","2015-06-01","2等","13","8155000"
"972","2015-06-01","3等","184","691400"
"972","2015-06-01","4等","10071","11100"
"972","2015-06-01","5等","167141","1000"
"973","2015-06-04","1等","2","49737200"
"973","2015-06-04","2等","13","6886600"
"973","2015-06-04","3等","494","217400"
"973","2015-06-04","4等","17816","5300"
"973","2015-06-04","5等","227173","1000"
"974","2015-06-08","1等","0","0"
"974","2015-06-08","2等","5","21359800"
"974","2015-06-08","3等","189","678000"
"974","2015-06-08","4等","8868","12700"
"974","2015-06-08","5等","149283","1000"
"975","2015-06-11","1等","0","0"
"975","2015-06-11","2等","9","12306900"
"975","2015-06-11","3等","313","424600"
"975","2015-06-11","4等","14571","8000"
"975","2015-06-11","5等","220424","1000"
"976","2015-06-15","1等","0","0"
"976","2015-06-15","2等","8","16874200"
"976","2015-06-15","3等","285","568300"
"976","2015-06-15","4等","13533","10500"
"976","2015-06-15","5等","216001","1000"
"977","2015-06-18","1等","0","0"
"977","2015-06-18","2等","6","25241100"
"977","2015-06-18","3等","234","776600"
"977","2015-06-18","4等","12198","13100"
"977","2015-06-18","5等","214139","1000"
"978","2015-06-22","1等","1","400000000"
"978","2015-06-22","2等","8","20054800"
"978","2015-06-22","3等","292","659300"
"978","2015-06-22","4等","15030","11200"
"978","2015-06-22","5等","245252","1000"
"979","2015-06-25","1等","1","400000000"
"979","2015-06-25","2等","13","9727000"
"979","2015-06-25","3等","422","359500"
"979","2015-06-25","4等","19760","6700"
"979","2015-06-25","5等","282042","1000"
"980","2015-06-29","1等","3","75206100"
"980","2015-06-29","2等","6","22026100"
"980","2015-06-29","3等","240","660700"
"980","2015-06-29","4等","13412","10400"
"980","2015-06-29","5等","184617","1000"
"981","2015-07-02","1等","1","120197200"
"981","2015-07-02","2等","5","21635300"
"981","2015-07-02","3等","333","389800"
"981","2015-07-02","4等","14279","8000"
"981","2015-07-02","5等","199325","1000"
"982","2015-07-06","1等","0","0"
"982","2015-07-06","2等","3","38465000"
"982","2015-07-06","3等","170","814500"
"982","2015-07-06","4等","9155","13300"
"982","2015-07-06","5等","163901","1000"
"983","2015-07-09","1等","1","271689400"
"983","2015-07-09","2等","6","21520500"
"983","2015-07-09","3等","181","856000"
"983","2015-07-09","4等","9903","13800"
"983","2015-07-09","5等","171870","1000"
"984","2015-07-13","1等","0","0"
"984","2015-07-13","2等","5","20823000"
"984","2015-07-13","3等","288","433800"
"984","2015-07-13","4等","13647","8000"
"984","2015-07-13","5等","200372","1000"
"985","2015-07-16","1等","4","60289500"
"985","2015-07-16","2等","6","18820800"
"985","2015-07-16","3等","370","366200"
"985","2015-07-16","4等","15579","7600"
"985","2015-07-16","5等","226551","1000"
"986","2015-07-20","1等","2","56736900"
"986","2015-07-20","2等","4","25531400"
"986","2015-07-20","3等","228","537500"
"986","2015-07-20","4等","10314","10400"
"986","2015-07-20","5等","156759","1000"
"987","2015-07-23","1等","4","27898400"
"987","2015-07-23","2等","32","3138500"
"987","2015-07-23","3等","354","340400"
"987","2015-07-23","4等","14334","7400"
"987","2015-07-23","5等","188227","1000"
"988","2015-07-27","1等","0","0"
"988","2015-07-27","2等","7","14713900"
"988","2015-07-27","3等","225","549300"
"988","2015-07-27","4等","11100","9800"
"988","2015-07-27","5等","179699","1000"
"989","2015-07-30","1等","1","246688200"
"989","2015-07-30","2等","6","19836500"
"989","2015-07-30","3等","170","840100"
"989","2015-07-30","4等","9865","12700"
"989","2015-07-30","5等","177905","1000"
"990","2015-08-03","1等","4","26701800"
"990","2015-08-03","2等","8","12015700"
"990","2015-08-03","3等","344","335300"
"990","2015-08-03","4等","14295","7100"
"990","2015-08-03","5等","200336","1000"
"991","2015-08-06","1等","3","35920900"
"991","2015-08-06","2等","2","48492800"
"991","2015-08-06","3等","349","333400"
"991","2015-08-06","4等","12022","8500"
"991","2015-08-06","5等","179954","1000"
"992","2015-08-10","1等","0","0"
"992","2015-08-10","2等","7","12311000"
"992","2015-08-10","3等","320","323100"
"992","2015-08-10","4等","16012","5600"
"992","2015-08-10","5等","227018","1000"
"993","2015-08-13","1等","0","0"
"993","2015-08-13","2等","0","0"
"993","2015-08-13","3等","192","694400"
"993","2015-08-13","4等","9449","12400"
"993","2015-08-13","5等","165736","1000"
"994","2015-08-17","1等","0","0"
"994","2015-08-17","2等","5","27679100"
"994","2015-08-17","3等","176","943600"
"994","2015-08-17","4等","9959","14700"
"994","2015-08-17","5等","181812","1000"
"995","2015-08-20","1等","1","400000000"
"995","2015-08-20","2等","18","7496200"
"995","2015-08-20","3等","363","446000"
"995","2015-08-20","4等","16692","8500"
"995","2015-08-20","5等","251599","1000"
"996","2015-08-24","1等","0","0"
"996","2015-08-24","2等","10","12282100"
"996","2015-08-24","3等","290","508200"
"996","2015-08-24","4等","14260","9100"
"996","2015-08-24","5等","221547","1000"
"997","2015-08-27","1等","1","400000000"
"997","2015-08-27","2等","16","7763100"
"997","2015-08-27","3等","373","399600"
"997","2015-08-27","4等","18067","7200"
"997","2015-08-27","5等","267313","1000"
"998","2015-08-31","1等","2","120240500"
"998","2015-08-31","2等","6","19795000"
"998","2015-08-31","3等","355","401400"
"998","2015-08-31","4等","16312","7700"
"998","2015-08-31","5等","239891","1000"
"999","2015-09-03","1等","0","0"
"999","2015-09-03","2等","5","22610600"
"999","2015-09-03","3等","245","553700"
"999","2015-09-03","4等","11484","10400"
"999","2015-09-03","5等","181305","1000"
"1000","2015-09-07","1等","0","0"
"1000","2015-09-07","2等","8","16056900"
"1000","2015-09-07","3等","303","508700"
"1000","2015-09-07","4等","13791","9800"
"1000","2015-09-07","5等","211620","1000"
"1001","2015-09-10","1等","1","400000000"
"1001","2015-09-10","2等","5","24985100"
"1001","2015-09-10","3等","256","585500"
"1001","2015-09-10","4等","14036","9400"
"1001","2015-09-10","5等","231019","1000"
"1002","2015-09-14","1等","0","0"
"1002","2015-09-14","2等","11","10121900"
"1002","2015-09-14","3等","317","421400"
"1002","2015-09-14","4等","14901","7900"
"1002","2015-09-14","5等","222179","1000"
"1003","2015-09-17","1等","2","136053200"
"1003","2015-09-17","2等","6","21185800"
"1003","2015-09-17","3等","261","584400"
"1003","2015-09-17","4等","12914","10400"
"1003","2015-09-17","5等","200783","1000"
"1004","2015-09-21","1等","1","108151300"
"1004","2015-09-21","2等","7","13905000"
"1004","2015-09-21","3等","245","476700"
"1004","2015-09-21","4等","11895","8600"
"1004","2015-09-21","5等","191147","1000"
"1005","2015-09-24","1等","1","111149300"
"1005","2015-09-24","2等","5","20006700"
"1005","2015-09-24","3等","267","449500"
"1005","2015-09-24","4等","13211","8000"
"1005","2015-09-24","5等","205891","1000"
"1006","2015-09-28","1等","1","124749700"
"1006","2015-09-28","2等","3","37424500"
"1006","2015-09-28","3等","275","489900"
"1006","2015-09-28","4等","11417","10400"
"1006","2015-09-28","5等","182588","1000"
"1007","2015-10-01","1等","1","113492400"
"1007","2015-10-01","2等","5","20428400"
"1007","2015-10-01","3等","349","351200"
"1007","2015-10-01","4等","14109","7600"
"1007","2015-10-01","5等","209079","1000"
"1008","2015-10-05","1等","0","0"
"1008","2015-10-05","2等","3","37173200"
"1008","2015-10-05","3等","184","727300"
"1008","2015-10-05","4等","9773","12000"
"1008","2015-10-05","5等","171520","1000"
"1009","2015-10-08","1等","0","0"
"1009","2015-10-08","2等","4","33118900"
"1009","2015-10-08","3等","124","1282000"
"1009","2015-10-08","4等","8302","16800"
"1009","2015-10-08","5等","152322","1000"
"1010","2015-10-12","1等","2","196662400"
"1010","2015-10-12","2等","11","9999400"
"1010","2015-10-12","3等","517","255300"
"1010","2015-10-12","4等","20647","5600"
"1010","2015-10-12","5等","275657","1000"
"1011","2015-10-15","1等","1","129960800"
"1011","2015-10-15","2等","4","29240900"
"1011","2015-10-15","3等","172","816000"
"1011","2015-10-15","4等","8546","14400"
"1011","2015-10-15","5等","155577","1000"
"1012","2015-10-19","1等","1","108211900"
"1012","2015-10-19","2等","14","6956400"
"1012","2015-10-19","3等","361","323700"
"1012","2015-10-19","4等","16548","6200"
"1012","2015-10-19","5等","229783","1000"
"1013","2015-10-22","1等","0","0"
"1013","2015-10-22","2等","3","38731600"
"1013","2015-10-22","3等","105","1327900"
"1013","2015-10-22","4等","7587","16200"
"1013","2015-10-22","5等","143472","1000"
"1014","2015-10-26","1等","0","0"
"1014","2015-10-26","2等","2","62646500"
"1014","2015-10-26","3等","193","779000"
"1014","2015-10-26","4等","11694","11300"
"1014","2015-10-26","5等","205037","1000"
"1015","2015-10-29","1等","1","400000000"
"1015","2015-10-29","2等","2","67680500"
"1015","2015-10-29","3等","318","510700"
"1015","2015-10-29","4等","14713","9700"
"1015","2015-10-29","5等","229339","1000"
"1016","2015-11-02","1等","0","0"
"1016","2015-11-02","2等","1","127248600"
"1016","2015-11-02","3等","134","1139500"
"1016","2015-11-02","4等","7989","16800"
"1016","2015-11-02","5等","147595","1000"
"1017","2015-11-05","1等","3","103756100"
"1017","2015-11-05","2等","8","17004700"
"1017","2015-11-05","3等","215","759200"
"1017","2015-11-05","4等","10104","14200"
"1017","2015-11-05","5等","181801","1000"
"1018","2015-11-09","1等","0","0"
"1018","2015-11-09","2等","4","26215400"
"1018","2015-11-09","3等","203","619800"
"1018","2015-11-09","4等","11545","9600"
"1018","2015-11-09","5等","187395","1000"
"1019","2015-11-12","1等","0","0"
"1019","2015-11-12","2等","4","30280400"
"1019","2015-11-12","3等","298","487700"
"1019","2015-11-12","4等","13339","9600"
"1019","2015-11-12","5等","213949","1000"
"1020","2015-11-16","1等","3","133486700"
"1020","2015-11-16","2等","6","22404500"
"1020","2015-11-16","3等","261","618000"
"1020","2015-11-16","4等","12672","11200"
"1020","2015-11-16","5等","216588","1000"
"1021","2015-11-19","1等","0","0"
"1021","2015-11-19","2等","1","113040300"
"1021","2015-11-19","3等","177","766300"
"1021","2015-11-19","4等","8144","14600"
"1021","2015-11-19","5等","146052","1000"
"1022","2015-11-23","1等","2","128119200"
"1022","2015-11-23","2等","6","19595300"
"1022","2015-11-23","3等","221","638400"
"1022","2015-11-23","4等","10288","12000"
"1022","2015-11-23","5等","174458","1000"
"1023","2015-11-26","1等","2","58344500"
"1023","2015-11-26","2等","3","35006400"
"1023","2015-11-26","3等","308","409100"
"1023","2015-11-26","4等","12105","9100"
"1023","2015-11-26","5等","172886","1000"
"1024","2015-11-30","1等","0","0"
"1024","2015-11-30","2等","6","18321300"
"1024","2015-11-30","3等","160","824400"
"1024","2015-11-30","4等","8734","13300"
"1024","2015-11-30","5等","158788","1000"
"1025","2015-12-03","1等","1","260943800"
"1025","2015-12-03","2等","5","24983800"
"1025","2015-12-03","3等","146","1026700"
"1025","2015-12-03","4等","9129","14400"
"1025","2015-12-03","5等","157394","1000"
"1026","2015-12-07","1等","2","52917100"
"1026","2015-12-07","2等","11","8659000"
"1026","2015-12-07","3等","400","285700"
"1026","2015-12-07","4等","16724","6000"
"1026","2015-12-07","5等","228080","1000"
"1027","2015-12-10","1等","0","0"
"1027","2015-12-10","2等","5","21773700"
"1027","2015-12-10","3等","165","791700"
"1027","2015-12-10","4等","8349","13800"
"1027","2015-12-10","5等","151310","1000"
"1028","2015-12-14","1等","4","62660500"
"1028","2015-12-14","2等","6","19451200"
"1028","2015-12-14","3等","306","457600"
"1028","2015-12-14","4等","14237","8600"
"1028","2015-12-14","5等","216466","1000"
"1029","2015-12-17","1等","1","119024800"
"1029","2015-12-17","2等","16","6695000"
"1029","2015-12-17","3等","305","421400"
"1029","2015-12-17","4等","13102","8600"
"1029","2015-12-17","5等","188473","1000"
"1030","2015-12-21","1等","0","0"
"1030","2015-12-21","2等","7","15109300"
"1030","2015-12-21","3等","272","466600"
"1030","2015-12-21","4等","12278","9100"
"1030","2015-12-21","5等","189165","1000"
"1031","2015-12-24","1等","0","0"
"1031","2015-12-24","2等","4","30377500"
"1031","2015-12-24","3等","198","736400"
"1031","2015-12-24","4等","11909","10800"
"1031","2015-12-24","5等","201973","1000"
"1032","2015-12-28","1等","0","0"
"1032","2015-12-28","2等","15","9625100"
"1032","2015-12-28","3等","211","821100"
"1032","2015-12-28","4等","12124","12600"
"1032","2015-12-28","5等","197770","1000"
"1033","2016-01-04","1等","2","282753200"
"1033","2016-01-04","2等","12","11441400"
"1033","2016-01-04","3等","275","599100"
"1033","2016-01-04","4等","12533","11500"
"1033","2016-01-04","5等","213441","1000"
"1034","2016-01-07","1等","1","127300500"
"1034","2016-01-07","2等","6","19094900"
"1034","2016-01-07","3等","185","743100"
"1034","2016-01-07","4等","9540","12700"
"1034","2016-01-07","5等","165368","1000"
"1035","2016-01-11","1等","0","0"
"1035","2016-01-11","2等","7","14638400"
"1035","2016-01-11","3等","243","506000"
"1035","2016-01-11","4等","12436","8700"
"1035","2016-01-11","5等","198214","1000"
"1036","2016-01-14","1等","4","61726800"
"1036","2016-01-14","2等","11","10885900"
"1036","2016-01-14","3等","325","442100"
"1036","2016-01-14","4等","14581","8600"
"1036","2016-01-14","5等","216644","1000"
"1037","2016-01-18","1等","1","113813400"
"1037","2016-01-18","2等","21","4877600"
"1037","2016-01-18","3等","272","451900"
"1037","2016-01-18","4等","13238","8100"
"1037","2016-01-18","5等","202034","1000"
"1038","2016-01-21","1等","2","52512600"
"1038","2016-01-21","2等","17","5560100"
"1038","2016-01-21","3等","514","220600"
"1038","2016-01-21","4等","17217","5800"
"1038","2016-01-21","5等","234727","1000"
"1039","2016-01-25","1等","0","0"
"1039","2016-01-25","2等","5","22509000"
"1039","2016-01-25","3等","144","937800"
"1039","2016-01-25","4等","8495","14000"
"1039","2016-01-25","5等","147378","1000"
"1040","2016-01-28","1等","4","65169100"
"1040","2016-01-28","2等","4","30515400"
"1040","2016-01-28","3等","284","515700"
"1040","2016-01-28","4等","13495","9500"
"1040","2016-01-28","5等","211732","1000"
"1041","2016-02-01","1等","3","39365300"
"1041","2016-02-01","2等","4","26571400"
"1041","2016-02-01","3等","268","475900"
"1041","2016-02-01","4等","13351","8400"
"1041","2016-02-01","5等","201271","1000"
"1042","2016-02-04","1等","12","8291100"
"1042","2016-02-04","2等","17","5267200"
"1042","2016-02-04","3等","663","162000"
"1042","2016-02-04","4等","22031","4300"
"1042","2016-02-04","5等","257868","1000"
"1043","2016-02-08","1等","1","132237700"
"1043","2016-02-08","2等","2","59506400"
"1043","2016-02-08","3等","135","1057800"
"1043","2016-02-08","4等","7237","17400"
"1043","2016-02-08","5等","135837","1000"
"1044","2016-02-11","1等","1","111439200"
"1044","2016-02-11","2等","11","9117600"
"1044","2016-02-11","3等","260","462800"
"1044","2016-02-11","4等","11750","9000"
"1044","2016-02-11","5等","183459","1000"
"1045","2016-02-15","1等","2","64732900"
"1045","2016-02-15","2等","4","29129500"
"1045","2016-02-15","3等","193","724400"
"1045","2016-02-15","4等","9072","13500"
"1045","2016-02-15","5等","150132","1000"
"1046","2016-02-18","1等","0","0"
"1046","2016-02-18","2等","4","26537100"
"1046","2016-02-18","3等","223","571200"
"1046","2016-02-18","4等","11877","9400"
"1046","2016-02-18","5等","196801","1000"
"1047","2016-02-22","1等","1","254367900"
"1047","2016-02-22","2等","18","6821100"
"1047","2016-02-22","3等","287","513300"
"1047","2016-02-22","4等","12092","10700"
"1047","2016-02-22","5等","197142","1000"
"1048","2016-02-25","1等","0","0"
"1048","2016-02-25","2等","3","39578100"
"1048","2016-02-25","3等","149","956200"
"1048","2016-02-25","4等","7164","17500"
"1048","2016-02-25","5等","135576","1000"
"1049","2016-02-29","1等","1","254007900"
"1049","2016-02-29","2等","12","9155800"
"1049","2016-02-29","3等","451","292300"
"1049","2016-02-29","4等","18708","6200"
"1049","2016-02-29","5等","258068","1000"
"1050","2016-03-03","1等","3","38678500"
"1050","2016-03-03","2等","9","11603400"
"1050","2016-03-03","3等","325","385500"
"1050","2016-03-03","4等","13239","8300"
"1050","2016-03-03","5等","200585","1000"
"1051","2016-03-07","1等","1","119160600"
"1051","2016-03-07","2等","1","107243600"
"1051","2016-03-07","3等","247","521000"
"1051","2016-03-07","4等","11351","10000"
"1051","2016-03-07","5等","180178","1000"
"1052","2016-03-10","1等","0","0"
"1052","2016-03-10","2等","10","11211500"
"1052","2016-03-10","3等","130","1034900"
"1052","2016-03-10","4等","8010","14800"
"1052","2016-03-10","5等","142007","1000"
"1053","2016-03-14","1等","3","82239100"
