game,drawNumber,drawDate,mainNumbers,bonusNumbers,salesAmount,carryoverAmount,prizeTiers
"loto7","183","2016-10-21","6 15 20 26 33 34 37","19 29","","1181212000","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":5,""prizeYen"":23089700},{""tier"":3,""winners"":113,""prizeYen"":1430300},{""tier"":4,""winners"":5827,""prizeYen"":16200},{""tier"":5,""winners"":98227,""prizeYen"":2300},{""tier"":6,""winners"":175010,""prizeYen"":1200}]"
"loto7","184","2016-10-28","7 14 18 22 23 26 34","2 32","","751867760","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":28,""prizeYen"":4463800},{""tier"":3,""winners"":256,""prizeYen"":683500},{""tier"":4,""winners"":9419,""prizeYen"":10800},{""tier"":5,""winners"":127958,""prizeYen"":1900},{""tier"":6,""winners"":204874,""prizeYen"":1100}]"
"loto7","185","2016-11-04","1 2 4 16 26 29 34","11 12","","1077699135","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":18419400},{""tier"":3,""winners"":100,""prizeYen"":1547200},{""tier"":4,""winners"":5587,""prizeYen"":16200},{""tier"":5,""winners"":96090,""prizeYen"":2300},{""tier"":6,""winners"":194575,""prizeYen"":1000}]"
"loto7","186","2016-11-11","5 14 16 19 31 33 37","21 28","","1411599250","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":9,""prizeYen"":12858400},{""tier"":3,""winners"":109,""prizeYen"":1486300},{""tier"":4,""winners"":6212,""prizeYen"":15300},{""tier"":5,""winners"":101630,""prizeYen"":2300},{""tier"":6,""winners"":189498,""prizeYen"":1100}]"
"loto7","187","2016-11-18","4 6 10 23 24 32 36","15 31","","198771140","[{""tier"":1,""winners"":2,""prizeYen"":800000000},{""tier"":2,""winners"":13,""prizeYen"":9624600},{""tier"":3,""winners"":206,""prizeYen"":850300},{""tier"":4,""winners"":8657,""prizeYen"":11800},{""tier"":5,""winners"":135560,""prizeYen"":1800},{""tier"":6,""winners"":231695,""prizeYen"":900}]"
"loto7","188","2016-11-25","6 15 19 25 26 30 31","14 18","","0","[{""tier"":1,""winners"":1,""prizeYen"":478206800},{""tier"":2,""winners"":4,""prizeYen"":24214600},{""tier"":3,""winners"":112,""prizeYen"":1210700},{""tier"":4,""winners"":5621,""prizeYen"":14100},{""tier"":5,""winners"":93300,""prizeYen"":2100},{""tier"":6,""winners"":158624,""prizeYen"":1100}]"
"loto7","189","2016-12-02","3 7 8 10 18 23 35","1 19","","0","[{""tier"":1,""winners"":2,""prizeYen"":123108600},{""tier"":2,""winners"":8,""prizeYen"":10370900},{""tier"":3,""winners"":126,""prizeYen"":921800},{""tier"":4,""winners"":6418,""prizeYen"":10600},{""tier"":5,""winners"":98944,""prizeYen"":1700},{""tier"":6,""winners"":157885,""prizeYen"":900}]"
"loto7","190","2016-12-09","2 11 12 18 21 33 36","8 34","","0","[{""tier"":1,""winners"":1,""prizeYen"":240259100},{""tier"":2,""winners"":12,""prizeYen"":6759300},{""tier"":3,""winners"":105,""prizeYen"":1081400},{""tier"":4,""winners"":5065,""prizeYen"":13100},{""tier"":5,""winners"":83879,""prizeYen"":1900},{""tier"":6,""winners"":144610,""prizeYen"":1000}]"
"loto7","191","2016-12-16","8 15 21 24 26 27 29","7 30","","243867070","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":4,""prizeYen"":20202500},{""tier"":3,""winners"":94,""prizeYen"":1203500},{""tier"":4,""winners"":4653,""prizeYen"":14200},{""tier"":5,""winners"":76562,""prizeYen"":2100},{""tier"":6,""winners"":137587,""prizeYen"":1000}]"
"loto7","192","2016-12-23","12 13 14 19 25 33 34","3 22","","522955095","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":12,""prizeYen"":7783800},{""tier"":3,""winners"":118,""prizeYen"":1108100},{""tier"":4,""winners"":5960,""prizeYen"":12800},{""tier"":5,""winners"":92178,""prizeYen"":2000},{""tier"":6,""winners"":163402,""prizeYen"":1000}]"
"loto7","193","2016-12-30","4 6 20 21 22 24 31","9 10","","844728055","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":9,""prizeYen"":12021800},{""tier"":3,""winners"":113,""prizeYen"":1340400},{""tier"":4,""winners"":6037,""prizeYen"":14700},{""tier"":5,""winners"":100444,""prizeYen"":2100},{""tier"":6,""winners"":193019,""prizeYen"":1000}]"
"loto7","194","2017-01-06","3 6 27 30 31 32 36","14 23","","1131549130","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":16169400},{""tier"":3,""winners"":130,""prizeYen"":1044700},{""tier"":4,""winners"":6171,""prizeYen"":12900},{""tier"":5,""winners"":96460,""prizeYen"":2000},{""tier"":6,""winners"":189955,""prizeYen"":900}]"
"loto7","195","2017-01-13","4 7 12 20 23 24 31","26 35","","0","[{""tier"":1,""winners"":4,""prizeYen"":371873100},{""tier"":2,""winners"":11,""prizeYen"":10556800},{""tier"":3,""winners"":229,""prizeYen"":709900},{""tier"":4,""winners"":8965,""prizeYen"":10600},{""tier"":5,""winners"":131305,""prizeYen"":1700},{""tier"":6,""winners"":199956,""prizeYen"":1000}]"
"loto7","196","2017-01-20","7 13 15 25 30 32 37","8 14","","234599870","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":11,""prizeYen"":7321700},{""tier"":3,""winners"":113,""prizeYen"":997800},{""tier"":4,""winners"":4792,""prizeYen"":13800},{""tier"":5,""winners"":76951,""prizeYen"":2100},{""tier"":6,""winners"":143940,""prizeYen"":1000}]"
"loto7","197","2017-01-27","6 8 10 12 16 21 28","14 23","","522001970","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":10,""prizeYen"":9519200},{""tier"":3,""winners"":163,""prizeYen"":817500},{""tier"":4,""winners"":7271,""prizeYen"":10700},{""tier"":5,""winners"":109584,""prizeYen"":1700},{""tier"":6,""winners"":183425,""prizeYen"":900}]"
"loto7","198","2017-02-03","18 21 31 32 33 36 37","5 25","","879541410","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":5,""prizeYen"":23983300},{""tier"":3,""winners"":92,""prizeYen"":1824700},{""tier"":4,""winners"":7830,""prizeYen"":12500},{""tier"":5,""winners"":97289,""prizeYen"":2500},{""tier"":6,""winners"":185503,""prizeYen"":1100}]"
"loto7","199","2017-02-10","1 9 17 20 22 28 29","13 16","","0","[{""tier"":1,""winners"":2,""prizeYen"":636223100},{""tier"":2,""winners"":22,""prizeYen"":6022200},{""tier"":3,""winners"":259,""prizeYen"":716100},{""tier"":4,""winners"":11394,""prizeYen"":9500},{""tier"":5,""winners"":147540,""prizeYen"":1800},{""tier"":6,""winners"":230618,""prizeYen"":1000}]"
"loto7","200","2017-02-17","13 14 17 21 27 28 34","1 11","","0","[{""tier"":1,""winners"":4,""prizeYen"":67987600},{""tier"":2,""winners"":12,""prizeYen"":7805300},{""tier"":3,""winners"":134,""prizeYen"":978500},{""tier"":4,""winners"":6075,""prizeYen"":12600},{""tier"":5,""winners"":94341,""prizeYen"":2000},{""tier"":6,""winners"":152630,""prizeYen"":1100}]"
"loto7","201","2017-02-24","8 11 17 24 28 31 32","12 34","","0","[{""tier"":1,""winners"":1,""prizeYen"":263734200},{""tier"":2,""winners"":10,""prizeYen"":8851000},{""tier"":3,""winners"":134,""prizeYen"":924700},{""tier"":4,""winners"":6540,""prizeYen"":11100},{""tier"":5,""winners"":96493,""prizeYen"":1800},{""tier"":6,""winners"":156259,""prizeYen"":1000}]"
"loto7","202","2017-03-03","3 7 11 16 22 34 37","29 32","","0","[{""tier"":1,""winners"":1,""prizeYen"":254364500},{""tier"":2,""winners"":18,""prizeYen"":4726500},{""tier"":3,""winners"":145,""prizeYen"":821400},{""tier"":4,""winners"":6040,""prizeYen"":11500},{""tier"":5,""winners"":89056,""prizeYen"":1900},{""tier"":6,""winners"":133997,""prizeYen"":1100}]"
"loto7","203","2017-03-10","6 13 17 22 32 33 36","12 28","","0","[{""tier"":1,""winners"":1,""prizeYen"":236902300},{""tier"":2,""winners"":9,""prizeYen"":9011200},{""tier"":3,""winners"":106,""prizeYen"":1071100},{""tier"":4,""winners"":5225,""prizeYen"":12700},{""tier"":5,""winners"":80052,""prizeYen"":2000},{""tier"":6,""winners"":147130,""prizeYen"":1000}]"
"loto7","204","2017-03-17","5 19 20 21 30 34 36","7 12","","237457480","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":4,""prizeYen"":19529000},{""tier"":3,""winners"":100,""prizeYen"":1093600},{""tier"":4,""winners"":4310,""prizeYen"":14800},{""tier"":5,""winners"":68340,""prizeYen"":2300},{""tier"":6,""winners"":129597,""prizeYen"":1000}]"
"loto7","205","2017-03-24","4 5 19 31 35 36 37","27 32","","502863990","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":5,""prizeYen"":17824400},{""tier"":3,""winners"":102,""prizeYen"":1223200},{""tier"":4,""winners"":4969,""prizeYen"":14700},{""tier"":5,""winners"":84038,""prizeYen"":2100},{""tier"":6,""winners"":141768,""prizeYen"":1100}]"
"loto7","206","2017-03-31","1 6 7 11 27 35 36","22 26","","0","[{""tier"":1,""winners"":2,""prizeYen"":405262500},{""tier"":2,""winners"":10,""prizeYen"":10099400},{""tier"":3,""winners"":127,""prizeYen"":1113300},{""tier"":4,""winners"":6385,""prizeYen"":12900},{""tier"":5,""winners"":103019,""prizeYen"":1900},{""tier"":6,""winners"":174481,""prizeYen"":1000}]"
"loto7","207","2017-04-07","4 5 10 13 28 32 33","19 26","","237151340","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":13070000},{""tier"":3,""winners"":96,""prizeYen"":1143600},{""tier"":4,""winners"":4637,""prizeYen"":13800},{""tier"":5,""winners"":77499,""prizeYen"":2000},{""tier"":6,""winners"":134173,""prizeYen"":1000}]"
"loto7","208","2017-04-14","4 13 16 18 22 26 33","27 29","","0","[{""tier"":1,""winners"":2,""prizeYen"":265859700},{""tier"":2,""winners"":11,""prizeYen"":8775000},{""tier"":3,""winners"":148,""prizeYen"":913000},{""tier"":4,""winners"":6161,""prizeYen"":12800},{""tier"":5,""winners"":94473,""prizeYen"":2000},{""tier"":6,""winners"":164238,""prizeYen"":1000}]"
"loto7","209","2017-04-21","3 4 6 13 22 31 36","28 34","","0","[{""tier"":1,""winners"":2,""prizeYen"":126470700},{""tier"":2,""winners"":6,""prizeYen"":13920600},{""tier"":3,""winners"":148,""prizeYen"":790000},{""tier"":4,""winners"":6497,""prizeYen"":10500},{""tier"":5,""winners"":95571,""prizeYen"":1700},{""tier"":6,""winners"":161235,""prizeYen"":900}]"
"loto7","210","2017-04-28","2 4 6 11 15 19 36","23 34","","0","[{""tier"":1,""winners"":3,""prizeYen"":81938200},{""tier"":2,""winners"":13,""prizeYen"":6308500},{""tier"":3,""winners"":94,""prizeYen"":1221400},{""tier"":4,""winners"":5601,""prizeYen"":12000},{""tier"":5,""winners"":90046,""prizeYen"":1800},{""tier"":6,""winners"":158042,""prizeYen"":900}]"
"loto7","211","2017-05-05","7 15 22 25 31 32 35","29 36","","213835550","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":1,""prizeYen"":73468200},{""tier"":3,""winners"":87,""prizeYen"":1182200},{""tier"":4,""winners"":4147,""prizeYen"":14500},{""tier"":5,""winners"":66654,""prizeYen"":2200},{""tier"":6,""winners"":120393,""prizeYen"":1100}]"
"loto7","212","2017-05-12","4 6 10 19 20 24 29","1 27","","0","[{""tier"":1,""winners"":1,""prizeYen"":485279600},{""tier"":2,""winners"":4,""prizeYen"":22301000},{""tier"":3,""winners"":111,""prizeYen"":1125000},{""tier"":4,""winners"":5279,""prizeYen"":13800},{""tier"":5,""winners"":85435,""prizeYen"":2100},{""tier"":6,""winners"":147792,""prizeYen"":1000}]"
"loto7","213","2017-05-19","5 13 15 18 19 24 35","20 23","","0","[{""tier"":1,""winners"":1,""prizeYen"":221975000},{""tier"":2,""winners"":5,""prizeYen"":15193000},{""tier"":3,""winners"":101,""prizeYen"":1052900},{""tier"":4,""winners"":4498,""prizeYen"":13800},{""tier"":5,""winners"":75550,""prizeYen"":2000},{""tier"":6,""winners"":124267,""prizeYen"":1100}]"
"loto7","214","2017-05-26","2 6 9 12 31 36 37","3 22","","222151090","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":12438700},{""tier"":3,""winners"":89,""prizeYen"":1173900},{""tier"":4,""winners"":4596,""prizeYen"":13300},{""tier"":5,""winners"":77756,""prizeYen"":1900},{""tier"":6,""winners"":145323,""prizeYen"":900}]"
"loto7","215","2017-06-02","11 12 13 21 29 36 37","7 9","","472406545","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":10580500},{""tier"":3,""winners"":113,""prizeYen"":1048600},{""tier"":4,""winners"":4689,""prizeYen"":14800},{""tier"":5,""winners"":77519,""prizeYen"":2200},{""tier"":6,""winners"":163313,""prizeYen"":900}]"
"loto7","216","2017-06-09","9 14 22 24 25 36 37","8 28","","752459005","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":5,""prizeYen"":18713100},{""tier"":3,""winners"":91,""prizeYen"":1439400},{""tier"":4,""winners"":5417,""prizeYen"":14100},{""tier"":5,""winners"":88057,""prizeYen"":2100},{""tier"":6,""winners"":162975,""prizeYen"":1000}]"
"loto7","217","2017-06-16","4 6 26 27 28 35 36","24 34","","0","[{""tier"":1,""winners"":3,""prizeYen"":366089300},{""tier"":2,""winners"":20,""prizeYen"":5592700},{""tier"":3,""winners"":276,""prizeYen"":567300},{""tier"":4,""winners"":9882,""prizeYen"":9200},{""tier"":5,""winners"":135795,""prizeYen"":1600},{""tier"":6,""winners"":208907,""prizeYen"":900}]"
"loto7","218","2017-06-23","15 16 17 21 26 29 30","10 34","","234051170","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":11201900},{""tier"":3,""winners"":82,""prizeYen"":1338700},{""tier"":4,""winners"":4421,""prizeYen"":14500},{""tier"":5,""winners"":69813,""prizeYen"":2200},{""tier"":6,""winners"":125932,""prizeYen"":1100}]"
"loto7","219","2017-06-30","6 9 13 14 21 25 31","2 4","","0","[{""tier"":1,""winners"":1,""prizeYen"":499890800},{""tier"":2,""winners"":14,""prizeYen"":6420600},{""tier"":3,""winners"":137,""prizeYen"":918500},{""tier"":4,""winners"":6501,""prizeYen"":11300},{""tier"":5,""winners"":101087,""prizeYen"":1800},{""tier"":6,""winners"":172660,""prizeYen"":900}]"
"loto7","220","2017-07-07","7 9 11 18 25 28 35","20 27","","0","[{""tier"":1,""winners"":1,""prizeYen"":226348000},{""tier"":2,""winners"":9,""prizeYen"":8553300},{""tier"":3,""winners"":114,""prizeYen"":945300},{""tier"":4,""winners"":5346,""prizeYen"":11800},{""tier"":5,""winners"":84172,""prizeYen"":1800},{""tier"":6,""winners"":138540,""prizeYen"":1000}]"
"loto7","221","2017-07-14","1 2 9 11 17 30 35","13 36","","228713890","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":9252000},{""tier"":3,""winners"":72,""prizeYen"":1439100},{""tier"":4,""winners"":4630,""prizeYen"":13100},{""tier"":5,""winners"":72256,""prizeYen"":2000},{""tier"":6,""winners"":123286,""prizeYen"":1000}]"
"loto7","222","2017-07-21","3 9 18 21 23 27 29","35 37","","0","[{""tier"":1,""winners"":2,""prizeYen"":237488900},{""tier"":2,""winners"":6,""prizeYen"":13828300},{""tier"":3,""winners"":127,""prizeYen"":914600},{""tier"":4,""winners"":6133,""prizeYen"":11100},{""tier"":5,""winners"":91984,""prizeYen"":1800},{""tier"":6,""winners"":144651,""prizeYen"":1000}]"
"loto7","223","2017-07-28","10 13 19 21 26 33 34","24 25","","216537490","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":8981800},{""tier"":3,""winners"":99,""prizeYen"":1016100},{""tier"":4,""winners"":4669,""prizeYen"":12600},{""tier"":5,""winners"":70043,""prizeYen"":2000},{""tier"":6,""winners"":114037,""prizeYen"":1100}]"
"loto7","224","2017-08-04","2 4 7 10 12 29 34","1 21","","455617240","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":12,""prizeYen"":6787900},{""tier"":3,""winners"":115,""prizeYen"":991600},{""tier"":4,""winners"":5595,""prizeYen"":11900},{""tier"":5,""winners"":86363,""prizeYen"":1900},{""tier"":6,""winners"":143418,""prizeYen"":1000}]"
"loto7","225","2017-08-11","13 15 17 18 20 21 26","25 29","","704586110","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":9,""prizeYen"":9488100},{""tier"":3,""winners"":72,""prizeYen"":1660300},{""tier"":4,""winners"":4625,""prizeYen"":15100},{""tier"":5,""winners"":70339,""prizeYen"":2400},{""tier"":6,""winners"":129322,""prizeYen"":1200}]"
"loto7","226","2017-08-18","12 17 21 24 26 30 32","10 22","","0","[{""tier"":1,""winners"":2,""prizeYen"":498775500},{""tier"":2,""winners"":8,""prizeYen"":12725800},{""tier"":3,""winners"":160,""prizeYen"":890700},{""tier"":4,""winners"":5907,""prizeYen"":14100},{""tier"":5,""winners"":93387,""prizeYen"":2200},{""tier"":6,""winners"":153889,""prizeYen"":1200}]"
"loto7","227","2017-08-25","2 3 7 9 22 23 26","29 30","","0","[{""tier"":1,""winners"":1,""prizeYen"":211728100},{""tier"":2,""winners"":6,""prizeYen"":12142600},{""tier"":3,""winners"":110,""prizeYen"":927200},{""tier"":4,""winners"":5230,""prizeYen"":11400},{""tier"":5,""winners"":81676,""prizeYen"":1800},{""tier"":6,""winners"":130062,""prizeYen"":1000}]"
"loto7","228","2017-09-01","6 11 14 21 24 28 31","22 36","","0","[{""tier"":1,""winners"":1,""prizeYen"":220207500},{""tier"":2,""winners"":14,""prizeYen"":5378700},{""tier"":3,""winners"":135,""prizeYen"":780800},{""tier"":4,""winners"":5511,""prizeYen"":11200},{""tier"":5,""winners"":84921,""prizeYen"":1800},{""tier"":6,""winners"":146739,""prizeYen"":900}]"
"loto7","229","2017-09-08","2 3 9 30 33 36 37","1 32","","219972905","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":4,""prizeYen"":18376700},{""tier"":3,""winners"":70,""prizeYen"":1470100},{""tier"":4,""winners"":3954,""prizeYen"":15200},{""tier"":5,""winners"":67218,""prizeYen"":2200},{""tier"":6,""winners"":113978,""prizeYen"":1100}]"
"loto7","230","2017-09-15","3 5 8 15 22 25 27","18 31","","488540220","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":10739600},{""tier"":3,""winners"":132,""prizeYen"":911200},{""tier"":4,""winners"":7069,""prizeYen"":9900},{""tier"":5,""winners"":103336,""prizeYen"":1600},{""tier"":6,""winners"":158735,""prizeYen"":900}]"
"loto7","231","2017-09-22","4 15 18 24 25 34 36","10 26","","759728850","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":5,""prizeYen"":18672100},{""tier"":3,""winners"":128,""prizeYen"":1021100},{""tier"":4,""winners"":5906,""prizeYen"":12900},{""tier"":5,""winners"":93003,""prizeYen"":2000},{""tier"":6,""winners"":153999,""prizeYen"":1100}]"
"loto7","232","2017-09-29","2 4 7 9 15 35 37","10 23","","92542530","[{""tier"":1,""winners"":1,""prizeYen"":1000000000},{""tier"":2,""winners"":12,""prizeYen"":9296200},{""tier"":3,""winners"":153,""prizeYen"":1020700},{""tier"":4,""winners"":7395,""prizeYen"":12300},{""tier"":5,""winners"":117395,""prizeYen"":1900},{""tier"":6,""winners"":214357,""prizeYen"":900}]"
"loto7","233","2017-10-06","3 13 17 25 26 27 29","8 37","","352144450","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":10725400},{""tier"":3,""winners"":103,""prizeYen"":1166200},{""tier"":4,""winners"":5288,""prizeYen"":13300},{""tier"":5,""winners"":90228,""prizeYen"":1900},{""tier"":6,""winners"":160585,""prizeYen"":900}]"
"loto7","234","2017-10-13","7 14 15 16 23 25 30","5 34","","627381835","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":13471100},{""tier"":3,""winners"":119,""prizeYen"":1109300},{""tier"":4,""winners"":6310,""prizeYen"":12200},{""tier"":5,""winners"":98933,""prizeYen"":1900},{""tier"":6,""winners"":169649,""prizeYen"":1000}]"
"loto7","235","2017-10-20","2 9 13 18 21 33 34","3 11","","0","[{""tier"":1,""winners"":2,""prizeYen"":465949400},{""tier"":2,""winners"":7,""prizeYen"":14675800},{""tier"":3,""winners"":203,""prizeYen"":708400},{""tier"":4,""winners"":7726,""prizeYen"":10900},{""tier"":5,""winners"":107778,""prizeYen"":1900},{""tier"":6,""winners"":179818,""prizeYen"":1000}]"
"loto7","236","2017-10-27","19 22 23 34 35 36 37","10 30","","219639955","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":12589100},{""tier"":3,""winners"":111,""prizeYen"":952600},{""tier"":4,""winners"":4721,""prizeYen"":13100},{""tier"":5,""winners"":75308,""prizeYen"":2000},{""tier"":6,""winners"":113751,""prizeYen"":1200}]"
"loto7","237","2017-11-03","3 4 7 19 20 21 29","8 33","","0","[{""tier"":1,""winners"":1,""prizeYen"":495540900},{""tier"":2,""winners"":11,""prizeYen"":8194800},{""tier"":3,""winners"":127,""prizeYen"":993600},{""tier"":4,""winners"":6148,""prizeYen"":12000},{""tier"":5,""winners"":94907,""prizeYen"":1900},{""tier"":6,""winners"":165076,""prizeYen"":900}]"
"loto7","238","2017-11-10","3 21 26 33 34 35 37","23 31","","0","[{""tier"":1,""winners"":1,""prizeYen"":221756400},{""tier"":2,""winners"":5,""prizeYen"":15076200},{""tier"":3,""winners"":58,""prizeYen"":1819500},{""tier"":4,""winners"":3900,""prizeYen"":15800},{""tier"":5,""winners"":69076,""prizeYen"":2200},{""tier"":6,""winners"":110077,""prizeYen"":1200}]"
"loto7","239","2017-11-17","8 13 17 21 23 28 37","1 14","","0","[{""tier"":1,""winners"":2,""prizeYen"":108367000},{""tier"":2,""winners"":10,""prizeYen"":7272000},{""tier"":3,""winners"":83,""prizeYen"":122500},{""tier"":4,""winners"":4447,""prizeYen"":13400},{""tier"":5,""winners"":76039,""prizeYen"":1900},{""tier"":6,""winners"":126613,""prizeYen"":1000}]"
"loto7","240","2017-11-24","9 12 14 24 29 31 35","5 30","","211619725","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":10047300},{""tier"":3,""winners"":91,""prizeYen"":1082000},{""tier"":4,""winners"":4401,""prizeYen"":13100},{""tier"":5,""winners"":71616,""prizeYen"":1900},{""tier"":6,""winners"":124083,""prizeYen"":1000}]"
"loto7","241","2017-12-01","5 11 12 19 21 26 28","4 20","","455355365","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":13,""prizeYen"":6352500},{""tier"":3,""winners"":123,""prizeYen"":939900},{""tier"":4,""winners"":5635,""prizeYen"":12000},{""tier"":5,""winners"":8696,""prizeYen"":1900},{""tier"":6,""winners"":145057,""prizeYen"":1000}]"
"loto7","242","2017-12-08","1 5 13 17 31 32 35","19 24","","721477315","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":9,""prizeYen"":10182000},{""tier"":3,""winners"":95,""prizeYen"":1350400},{""tier"":4,""winners"":5229,""prizeYen"":14300},{""tier"":5,""winners"":83427,""prizeYen"":2200},{""tier"":6,""winners"":150343,""prizeYen"":1100}]"
"loto7","243","2017-12-15","6 9 13 18 20 22 30","11 14","","0","[{""tier"":1,""winners"":2,""prizeYen"":517917800},{""tier"":2,""winners"":11,""prizeYen"":9559600},{""tier"":3,""winners"":128,""prizeYen"":1150100},{""tier"":4,""winners"":6642,""prizeYen"":13000},{""tier"":5,""winners"":105269,""prizeYen"":2000},{""tier"":6,""winners"":180325,""prizeYen"":1000}]"
"loto7","244","2017-12-22","2 9 17 22 32 34 36","11 12","","0","[{""tier"":1,""winners"":1,""prizeYen"":228504900},{""tier"":2,""winners"":7,""prizeYen"":10852200},{""tier"":3,""winners"":109,""prizeYen"":975600},{""tier"":4,""winners"":4719,""prizeYen"":13200},{""tier"":5,""winners"":72293,""prizeYen"":2100},{""tier"":6,""winners"":129238,""prizeYen"":1000}]"
"loto7","245","2017-12-29","2 8 9 11 24 26 27","7 36","","0","[{""tier"":1,""winners"":2,""prizeYen"":117494400},{""tier"":2,""winners"":12,""prizeYen"":6681100},{""tier"":3,""winners"":157,""prizeYen"":714900},{""tier"":4,""winners"":6149,""prizeYen"":10700},{""tier"":5,""winners"":93255,""prizeYen"":1700},{""tier"":6,""winners"":160222,""prizeYen"":900}]"
"loto7","246","2018-01-05","3 6 9 19 23 25 31","21 36","","0","[{""tier"":1,""winners"":1,""prizeYen"":190480600},{""tier"":2,""winners"":8,""prizeYen"":7775400},{""tier"":3,""winners"":102,""prizeYen"":853700},{""tier"":4,""winners"":4759,""prizeYen"":10700},{""tier"":5,""winners"":70956,""prizeYen"":1700},{""tier"":6,""winners"":118023,""prizeYen"":900}]"
"loto7","247","2018-01-12","10 12 13 16 34 35 36","11 37","","215130950","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":8744900},{""tier"":3,""winners"":75,""prizeYen"":1305800},{""tier"":4,""winners"":3817,""prizeYen"":15000},{""tier"":5,""winners"":62163,""prizeYen"":2200},{""tier"":6,""winners"":117489,""prizeYen"":1000}]"
"loto7","248","2018-01-19","1 5 6 22 25 27 31","12 18","","0","[{""tier"":1,""winners"":1,""prizeYen"":486799200},{""tier"":2,""winners"":12,""prizeYen"":7244300},{""tier"":3,""winners"":89,""prizeYen"":1367400},{""tier"":4,""winners"":5288,""prizeYen"":13500},{""tier"":5,""winners"":84474,""prizeYen"":2000},{""tier"":6,""winners"":158212,""prizeYen"":900}]"
"loto7","249","2018-01-26","9 20 28 29 31 34 37","5 25","","213193135","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":3,""prizeYen"":24094600},{""tier"":3,""winners"":99,""prizeYen"":1022100},{""tier"":4,""winners"":3503,""prizeYen"":16900},{""tier"":5,""winners"":60041,""prizeYen"":2400},{""tier"":6,""winners"":106364,""prizeYen"":1200}]"
"loto7","250","2018-02-02","5 9 10 13 26 30 34","18 23","","0","[{""tier"":1,""winners"":1,""prizeYen"":474586400},{""tier"":2,""winners"":15,""prizeYen"":5711200},{""tier"":3,""winners"":110,""prizeYen"":1090300},{""tier"":4,""winners"":5706,""prizeYen"":12300},{""tier"":5,""winners"":87003,""prizeYen"":1900},{""tier"":6,""winners"":147994,""prizeYen"":1000}]"
"loto7","251","2018-02-09","1 15 20 26 28 34 37","23 30","","0","[{""tier"":1,""winners"":1,""prizeYen"":312906800},{""tier"":2,""winners"":2,""prizeYen"":25915900},{""tier"":3,""winners"":76,""prizeYen"":954700},{""tier"":4,""winners"":3459,""prizeYen"":12300},{""tier"":5,""winners"":59358,""prizeYen"":1700},{""tier"":6,""winners"":105067,""prizeYen"":1200}]"
