game,drawNumber,drawDate,mainNumbers,bonusNumbers,salesAmount,carryoverAmount,prizeTiers
"loto6","239","2005-05-19","4 9 18 30 31 40","24","","0","[{""tier"":1,""winners"":7,""prizeYen"":41395900},{""tier"":2,""winners"":24,""prizeYen"":10866300},{""tier"":3,""winners"":1313,""prizeYen"":238300},{""tier"":4,""winners"":48989,""prizeYen"":5600},{""tier"":5,""winners"":589955,""prizeYen"":1000}]"
"loto6","240","2005-05-26","11 15 26 31 36 39","12","","0","[{""tier"":1,""winners"":3,""prizeYen"":99489600},{""tier"":2,""winners"":16,""prizeYen"":16788700},{""tier"":3,""winners"":706,""prizeYen"":456500},{""tier"":4,""winners"":35610,""prizeYen"":7900},{""tier"":5,""winners"":543807,""prizeYen"":1000}]"
"loto6","241","2005-06-02","8 14 27 33 36 40","20","","0","[{""tier"":1,""winners"":4,""prizeYen"":73985600},{""tier"":2,""winners"":28,""prizeYen"":9512300},{""tier"":3,""winners"":921,""prizeYen"":347000},{""tier"":4,""winners"":36165,""prizeYen"":7700},{""tier"":5,""winners"":520271,""prizeYen"":1000}]"
"loto6","242","2005-06-09","1 10 13 22 29 32","38","","314953610","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":13,""prizeYen"":21804200},{""tier"":3,""winners"":469,""prizeYen"":725200},{""tier"":4,""winners"":24567,""prizeYen"":12200},{""tier"":5,""winners"":423934,""prizeYen"":1000}]"
"loto6","243","2005-06-16","5 34 35 38 42 43","8","","3380993","[{""tier"":1,""winners"":2,""prizeYen"":400000000},{""tier"":2,""winners"":11,""prizeYen"":39961800},{""tier"":3,""winners"":548,""prizeYen"":962500},{""tier"":4,""winners"":26821,""prizeYen"":17300},{""tier"":5,""winners"":493091,""prizeYen"":1000}]"
"loto6","244","2005-06-23","11 12 30 36 38 39","37","","0","[{""tier"":1,""winners"":2,""prizeYen"":166561100},{""tier"":2,""winners"":24,""prizeYen"":12365100},{""tier"":3,""winners"":748,""prizeYen"":476000},{""tier"":4,""winners"":40144,""prizeYen"":7800},{""tier"":5,""winners"":605688,""prizeYen"":1000}]"
"loto6","245","2005-06-30","3 6 18 24 28 36","21","","0","[{""tier"":1,""winners"":7,""prizeYen"":41996300},{""tier"":2,""winners"":52,""prizeYen"":5087900},{""tier"":3,""winners"":1479,""prizeYen"":214600},{""tier"":4,""winners"":55734,""prizeYen"":5000},{""tier"":5,""winners"":625386,""prizeYen"":1000}]"
"loto6","246","2005-07-07","16 28 32 34 39 42","38","","0","[{""tier"":1,""winners"":2,""prizeYen"":173662500},{""tier"":2,""winners"":15,""prizeYen"":20839300},{""tier"":3,""winners"":540,""prizeYen"":694600},{""tier"":4,""winners"":25543,""prizeYen"":12900},{""tier"":5,""winners"":409576,""prizeYen"":1000}]"
"loto6","247","2005-07-14","8 16 30 32 34 39","13","","0","[{""tier"":1,""winners"":2,""prizeYen"":163484400},{""tier"":2,""winners"":23,""prizeYen"":12794300},{""tier"":3,""winners"":769,""prizeYen"":459100},{""tier"":4,""winners"":36207,""prizeYen"":8600},{""tier"":5,""winners"":478175,""prizeYen"":1000}]"
"loto6","248","2005-07-21","11 32 35 36 39 41","6","","0","[{""tier"":1,""winners"":3,""prizeYen"":102052700},{""tier"":2,""winners"":22,""prizeYen"":12524500},{""tier"":3,""winners"":702,""prizeYen"":471000},{""tier"":4,""winners"":34381,""prizeYen"":8400},{""tier"":5,""winners"":510966,""prizeYen"":1000}]"
"loto6","249","2005-07-28","1 3 17 23 33 35","18","","0","[{""tier"":1,""winners"":3,""prizeYen"":104654700},{""tier"":2,""winners"":12,""prizeYen"":23547100},{""tier"":3,""winners"":593,""prizeYen"":571800},{""tier"":4,""winners"":29982,""prizeYen"":9900},{""tier"":5,""winners"":479145,""prizeYen"":1000}]"
"loto6","250","2005-08-04","3 8 9 13 22 42","11","","0","[{""tier"":1,""winners"":3,""prizeYen"":102354500},{""tier"":2,""winners"":17,""prizeYen"":16256100},{""tier"":3,""winners"":476,""prizeYen"":696600},{""tier"":4,""winners"":26737,""prizeYen"":10900},{""tier"":5,""winners"":464662,""prizeYen"":1000}]"
"loto6","251","2005-08-11","2 12 19 25 29 36","26","","0","[{""tier"":1,""winners"":4,""prizeYen"":73942000},{""tier"":2,""winners"":19,""prizeYen"":14009900},{""tier"":3,""winners"":846,""prizeYen"":377500},{""tier"":4,""winners"":31927,""prizeYen"":8800},{""tier"":5,""winners"":462951,""prizeYen"":1000}]"
"loto6","252","2005-08-18","2 6 13 22 32 33","12","","0","[{""tier"":1,""winners"":3,""prizeYen"":102828600},{""tier"":2,""winners"":27,""prizeYen"":10282700},{""tier"":3,""winners"":502,""prizeYen"":663600},{""tier"":4,""winners"":26541,""prizeYen"":11000},{""tier"":5,""winners"":427097,""prizeYen"":1000}]"
"loto6","253","2005-08-25","15 16 19 22 36 43","13","","125134321","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":9,""prizeYen"":32513100},{""tier"":3,""winners"":404,""prizeYen"":869100},{""tier"":4,""winners"":22356,""prizeYen"":13800},{""tier"":5,""winners"":401299,""prizeYen"":1000}]"
"loto6","254","2005-09-01","12 13 22 23 25 29","40","","0","[{""tier"":1,""winners"":4,""prizeYen"":121926400},{""tier"":2,""winners"":15,""prizeYen"":21754100},{""tier"":3,""winners"":1021,""prizeYen"":383500},{""tier"":4,""winners"":40587,""prizeYen"":8500},{""tier"":5,""winners"":650348,""prizeYen"":1000}]"
"loto6","255","2005-09-08","6 7 12 17 34 42","8","","0","[{""tier"":1,""winners"":4,""prizeYen"":80324400},{""tier"":2,""winners"":9,""prizeYen"":32129500},{""tier"":3,""winners"":498,""prizeYen"":696700},{""tier"":4,""winners"":26656,""prizeYen"":11400},{""tier"":5,""winners"":458832,""prizeYen"":1000}]"
"loto6","256","2005-09-15","15 17 18 28 30 37","40","","0","[{""tier"":1,""winners"":2,""prizeYen"":151371100},{""tier"":2,""winners"":14,""prizeYen"":19461800},{""tier"":3,""winners"":556,""prizeYen"":588000},{""tier"":4,""winners"":32087,""prizeYen"":8900},{""tier"":5,""winners"":527172,""prizeYen"":1000}]"
"loto6","257","2005-09-22","7 15 29 30 39 40","11","","0","[{""tier"":1,""winners"":2,""prizeYen"":157898300},{""tier"":2,""winners"":23,""prizeYen"":12357100},{""tier"":3,""winners"":640,""prizeYen"":532900},{""tier"":4,""winners"":29676,""prizeYen"":10100},{""tier"":5,""winners"":470404,""prizeYen"":1000}]"
"loto6","258","2005-09-29","3 15 16 17 25 31","40","","98183285","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":17,""prizeYen"":15786000},{""tier"":3,""winners"":637,""prizeYen"":505500},{""tier"":4,""winners"":33593,""prizeYen"":8400},{""tier"":5,""winners"":541701,""prizeYen"":1000}]"
"loto6","259","2005-10-06","1 12 15 23 34 42","27","","0","[{""tier"":1,""winners"":21,""prizeYen"":22911800},{""tier"":2,""winners"":75,""prizeYen"":4595500},{""tier"":3,""winners"":1867,""prizeYen"":221500},{""tier"":4,""winners"":43748,""prizeYen"":8300},{""tier"":5,""winners"":496807,""prizeYen"":1000}]"
"loto6","260","2005-10-13","11 15 21 31 37 41","30","","0","[{""tier"":1,""winners"":9,""prizeYen"":34541200},{""tier"":2,""winners"":30,""prizeYen"":9326000},{""tier"":3,""winners"":1469,""prizeYen"":228500},{""tier"":4,""winners"":47666,""prizeYen"":6200},{""tier"":5,""winners"":502569,""prizeYen"":1000}]"
"loto6","261","2005-10-20","6 17 18 21 35 41","32","","0","[{""tier"":1,""winners"":6,""prizeYen"":54815100},{""tier"":2,""winners"":27,""prizeYen"":10962900},{""tier"":3,""winners"":673,""prizeYen"":527700},{""tier"":4,""winners"":30809,""prizeYen"":10100},{""tier"":5,""winners"":508889,""prizeYen"":1000}]"
"loto6","262","2005-10-27","5 7 11 19 21 25","27","","0","[{""tier"":1,""winners"":5,""prizeYen"":62629500},{""tier"":2,""winners"":27,""prizeYen"":10438100},{""tier"":3,""winners"":967,""prizeYen"":349700},{""tier"":4,""winners"":43956,""prizeYen"":6700},{""tier"":5,""winners"":622653,""prizeYen"":1000}]"
"loto6","263","2005-11-03","1 5 13 22 39 41","4","","120489556","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":8,""prizeYen"":36054700},{""tier"":3,""winners"":560,""prizeYen"":618000},{""tier"":4,""winners"":28780,""prizeYen"":10600},{""tier"":5,""winners"":462376,""prizeYen"":1000}]"
"loto6","264","2005-11-10","2 5 6 8 20 27","43","","511391329","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":22,""prizeYen"":15991200},{""tier"":3,""winners"":918,""prizeYen"":459800},{""tier"":4,""winners"":41654,""prizeYen"":8900},{""tier"":5,""winners"":626574,""prizeYen"":1000}]"
"loto6","265","2005-11-17","2 3 16 22 23 28","40","","0","[{""tier"":1,""winners"":5,""prizeYen"":242164500},{""tier"":2,""winners"":63,""prizeYen"":9991700},{""tier"":3,""winners"":1874,""prizeYen"":403000},{""tier"":4,""winners"":91258,""prizeYen"":7300},{""tier"":5,""winners"":1300948,""prizeYen"":1000}]"
"loto6","266","2005-11-24","11 15 18 24 30 39","7","","0","[{""tier"":1,""winners"":8,""prizeYen"":40409400},{""tier"":2,""winners"":38,""prizeYen"":7656400},{""tier"":3,""winners"":1105,""prizeYen"":315900},{""tier"":4,""winners"":60208,""prizeYen"":5100},{""tier"":5,""winners"":725507,""prizeYen"":1000}]"
"loto6","267","2005-12-01","3 5 8 22 35 38","41","","0","[{""tier"":1,""winners"":6,""prizeYen"":58511500},{""tier"":2,""winners"":21,""prizeYen"":15045700},{""tier"":3,""winners"":1168,""prizeYen"":324600},{""tier"":4,""winners"":39284,""prizeYen"":8500},{""tier"":5,""winners"":595326,""prizeYen"":1000}]"
"loto6","268","2005-12-08","3 6 8 14 24 36","15","","0","[{""tier"":1,""winners"":5,""prizeYen"":65174700},{""tier"":2,""winners"":30,""prizeYen"":9776100},{""tier"":3,""winners"":945,""prizeYen"":372400},{""tier"":4,""winners"":46523,""prizeYen"":6600},{""tier"":5,""winners"":633369,""prizeYen"":1000}]"
"loto6","269","2005-12-15","1 10 13 15 21 23","36","","0","[{""tier"":1,""winners"":3,""prizeYen"":116598700},{""tier"":2,""winners"":19,""prizeYen"":16569100},{""tier"":3,""winners"":644,""prizeYen"":586600},{""tier"":4,""winners"":33557,""prizeYen"":9900},{""tier"":5,""winners"":545691,""prizeYen"":1000}]"
"loto6","270","2005-12-22","17 19 21 29 33 38","30","","0","[{""tier"":1,""winners"":4,""prizeYen"":85350100},{""tier"":2,""winners"":17,""prizeYen"":18073900},{""tier"":3,""winners"":597,""prizeYen"":617600},{""tier"":4,""winners"":35078,""prizeYen"":9200},{""tier"":5,""winners"":506032,""prizeYen"":1000}]"
"loto6","271","2005-12-29","9 10 19 25 40 41","8","","0","[{""tier"":1,""winners"":2,""prizeYen"":181185700},{""tier"":2,""winners"":12,""prizeYen"":27177600},{""tier"":3,""winners"":498,""prizeYen"":785800},{""tier"":4,""winners"":29107,""prizeYen"":11800},{""tier"":5,""winners"":473784,""prizeYen"":1000}]"
"loto6","272","2006-01-05","7 12 13 20 23 26","41","","262959262","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":5,""prizeYen"":47332200},{""tier"":3,""winners"":549,""prizeYen"":517200},{""tier"":4,""winners"":29542,""prizeYen"":8400},{""tier"":5,""winners"":462372,""prizeYen"":1000}]"
"loto6","273","2006-01-12","4 18 20 21 29 40","37","","0","[{""tier"":1,""winners"":2,""prizeYen"":387920800},{""tier"":2,""winners"":18,""prizeYen"":25643800},{""tier"":3,""winners"":774,""prizeYen"":715600},{""tier"":4,""winners"":41249,""prizeYen"":11800},{""tier"":5,""winners"":684190,""prizeYen"":1000}]"
"loto6","274","2006-01-19","4 5 14 27 31 39","6","","0","[{""tier"":1,""winners"":6,""prizeYen"":58469500},{""tier"":2,""winners"":20,""prizeYen"":15786600},{""tier"":3,""winners"":875,""prizeYen"":433000},{""tier"":4,""winners"":39609,""prizeYen"":8400},{""tier"":5,""winners"":604694,""prizeYen"":1000}]"
"loto6","275","2006-01-26","4 13 15 31 33 40","8","","0","[{""tier"":1,""winners"":3,""prizeYen"":123320300},{""tier"":2,""winners"":13,""prizeYen"":25612400},{""tier"":3,""winners"":635,""prizeYen"":629200},{""tier"":4,""winners"":32391,""prizeYen"":10800},{""tier"":5,""winners"":525035,""prizeYen"":1000}]"
"loto6","276","2006-02-02","6 11 27 30 33 36","34","","0","[{""tier"":1,""winners"":2,""prizeYen"":161097700},{""tier"":2,""winners"":7,""prizeYen"":41424700},{""tier"":3,""winners"":1040,""prizeYen"":334500},{""tier"":4,""winners"":50043,""prizeYen"":6100},{""tier"":5,""winners"":682705,""prizeYen"":1000}]"
"loto6","277","2006-02-09","7 9 18 20 30 38","23","","155943073","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":18,""prizeYen"":17796900},{""tier"":3,""winners"":728,""prizeYen"":528000},{""tier"":4,""winners"":34402,""prizeYen"":9800},{""tier"":5,""winners"":538743,""prizeYen"":1000}]"
"loto6","278","2006-02-16","9 13 14 17 22 38","33","","0","[{""tier"":1,""winners"":4,""prizeYen"":146432500},{""tier"":2,""winners"":37,""prizeYen"":10454100},{""tier"":3,""winners"":966,""prizeYen"":480500},{""tier"":4,""winners"":44092,""prizeYen"":9200},{""tier"":5,""winners"":693545,""prizeYen"":1000}]"
"loto6","279","2006-02-23","7 11 12 23 30 43","27","","0","[{""tier"":1,""winners"":8,""prizeYen"":41770000},{""tier"":2,""winners"":31,""prizeYen"":9701300},{""tier"":3,""winners"":845,""prizeYen"":427000},{""tier"":4,""winners"":40845,""prizeYen"":7700},{""tier"":5,""winners"":617622,""prizeYen"":1000}]"
"loto6","280","2006-03-02","6 12 26 37 38 39","25","","149238699","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":24,""prizeYen"":13096300},{""tier"":3,""winners"":661,""prizeYen"":570600},{""tier"":4,""winners"":33543,""prizeYen"":9900},{""tier"":5,""winners"":516835,""prizeYen"":1000}]"
"loto6","281","2006-03-09","3 9 10 11 19 35","30","","0","[{""tier"":1,""winners"":16,""prizeYen"":35304900},{""tier"":2,""winners"":30,""prizeYen"":12469100},{""tier"":3,""winners"":1043,""prizeYen"":430300},{""tier"":4,""winners"":49663,""prizeYen"":7900},{""tier"":5,""winners"":754250,""prizeYen"":1000}]"
"loto6","282","2006-03-16","1 9 17 31 41 43","23","","171519931","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":15,""prizeYen"":22291000},{""tier"":3,""winners"":432,""prizeYen"":928700},{""tier"":4,""winners"":26417,""prizeYen"":13300},{""tier"":5,""winners"":436044,""prizeYen"":1000}]"
"loto6","283","2006-03-23","6 9 16 22 27 37","36","","569155297","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":24,""prizeYen"":14911100},{""tier"":3,""winners"":835,""prizeYen"":514300},{""tier"":4,""winners"":42427,""prizeYen"":8900},{""tier"":5,""winners"":668482,""prizeYen"":1000}]"
"loto6","284","2006-03-30","20 26 30 33 35 38","4","","0","[{""tier"":1,""winners"":6,""prizeYen"":215518000},{""tier"":2,""winners"":12,""prizeYen"":54296000},{""tier"":3,""winners"":858,""prizeYen"":911200},{""tier"":4,""winners"":50333,""prizeYen"":13700},{""tier"":5,""winners"":897975,""prizeYen"":1000}]"
"loto6","285","2006-04-06","1 3 9 14 16 29","37","","0","[{""tier"":1,""winners"":7,""prizeYen"":52459200},{""tier"":2,""winners"":19,""prizeYen"":17394200},{""tier"":3,""winners"":881,""prizeYen"":450100},{""tier"":4,""winners"":44927,""prizeYen"":7700},{""tier"":5,""winners"":604703,""prizeYen"":1000}]"
"loto6","286","2006-04-13","10 11 14 28 31 41","3","","0","[{""tier"":1,""winners"":5,""prizeYen"":75107400},{""tier"":2,""winners"":29,""prizeYen"":11654400},{""tier"":3,""winners"":628,""prizeYen"":645800},{""tier"":4,""winners"":38214,""prizeYen"":9300},{""tier"":5,""winners"":576836,""prizeYen"":1000}]"
"loto6","287","2006-04-20","1 5 18 34 35 39","7","","396114792","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":44562500},{""tier"":3,""winners"":548,""prizeYen"":780600},{""tier"":4,""winners"":29657,""prizeYen"":12700},{""tier"":5,""winners"":511572,""prizeYen"":1000}]"
"loto6","288","2006-04-27","3 4 11 25 28 33","35","","0","[{""tier"":1,""winners"":11,""prizeYen"":81646100},{""tier"":2,""winners"":29,""prizeYen"":15578900},{""tier"":3,""winners"":1670,""prizeYen"":324600},{""tier"":4,""winners"":74101,""prizeYen"":6400},{""tier"":5,""winners"":1054770,""prizeYen"":1000}]"
"loto6","289","2006-05-04","7 9 12 17 34 38","3","","0","[{""tier"":1,""winners"":3,""prizeYen"":107375300},{""tier"":2,""winners"":17,""prizeYen"":17053500},{""tier"":3,""winners"":785,""prizeYen"":443100},{""tier"":4,""winners"":37274,""prizeYen"":8200},{""tier"":5,""winners"":580848,""prizeYen"":1000}]"
"loto6","290","2006-05-11","11 13 15 17 22 43","8","","165935026","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":14,""prizeYen"":23524100},{""tier"":3,""winners"":661,""prizeYen"":597800},{""tier"":4,""winners"":34170,""prizeYen"":10200},{""tier"":5,""winners"":582816,""prizeYen"":1000}]"
"loto6","291","2006-05-18","10 15 20 28 41 43","19","","0","[{""tier"":1,""winners"":2,""prizeYen"":321480300},{""tier"":2,""winners"":18,""prizeYen"":23851000},{""tier"":3,""winners"":558,""prizeYen"":923200},{""tier"":4,""winners"":29402,""prizeYen"":15400},{""tier"":5,""winners"":524293,""prizeYen"":1000}]"
"loto6","292","2006-05-25","7 14 27 31 34 39","40","","0","[{""tier"":1,""winners"":6,""prizeYen"":58877300},{""tier"":2,""winners"":20,""prizeYen"":15896700},{""tier"":3,""winners"":1288,""prizeYen"":296200},{""tier"":4,""winners"":44633,""prizeYen"":7500},{""tier"":5,""winners"":587415,""prizeYen"":1000}]"
"loto6","293","2006-06-01","6 8 15 17 36 43","38","","150000456","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":9,""prizeYen"":34999700},{""tier"":3,""winners"":742,""prizeYen"":509400},{""tier"":4,""winners"":33344,""prizeYen"":10000},{""tier"":5,""winners"":560170,""prizeYen"":1000}]"
"loto6","294","2006-06-08","2 5 13 14 17 20","21","","0","[{""tier"":1,""winners"":3,""prizeYen"":192565900},{""tier"":2,""winners"":20,""prizeYen"":19246200},{""tier"":3,""winners"":792,""prizeYen"":583200},{""tier"":4,""winners"":36313,""prizeYen"":11200},{""tier"":5,""winners"":624171,""prizeYen"":1000}]"
"loto6","295","2006-06-15","9 12 18 20 37 43","5","","0","[{""tier"":1,""winners"":2,""prizeYen"":178474100},{""tier"":2,""winners"":11,""prizeYen"":29204600},{""tier"":3,""winners"":527,""prizeYen"":731500},{""tier"":4,""winners"":28057,""prizeYen"":12100},{""tier"":5,""winners"":483583,""prizeYen"":1000}]"
"loto6","296","2006-06-22","4 19 27 30 31 37","10","","0","[{""tier"":1,""winners"":4,""prizeYen"":86071800},{""tier"":2,""winners"":31,""prizeYen"":9995300},{""tier"":3,""winners"":607,""prizeYen"":612500},{""tier"":4,""winners"":32547,""prizeYen"":10000},{""tier"":5,""winners"":541632,""prizeYen"":1000}]"
"loto6","297","2006-06-29","6 8 9 20 38 40","2","","345952300","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":18,""prizeYen"":17297400},{""tier"":3,""winners"":604,""prizeYen"":618500},{""tier"":4,""winners"":31131,""prizeYen"":10500},{""tier"":5,""winners"":532627,""prizeYen"":1000}]"
"loto6","298","2006-07-06","12 25 29 31 35 40","26","","0","[{""tier"":1,""winners"":5,""prizeYen"":175332300},{""tier"":2,""winners"":19,""prizeYen"":25138600},{""tier"":3,""winners"":693,""prizeYen"":827000},{""tier"":4,""winners"":35922,""prizeYen"":14000},{""tier"":5,""winners"":625906,""prizeYen"":1000}]"
"loto6","299","2006-07-13","2 4 5 17 35 41","18","","151330859","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":16,""prizeYen"":19762100},{""tier"":3,""winners"":529,""prizeYen"":717200},{""tier"":4,""winners"":28815,""prizeYen"":11600},{""tier"":5,""winners"":513768,""prizeYen"":1000}]"
"loto6","300","2006-07-20","4 7 29 33 36 39","9","","148357187","[{""tier"":1,""winners"":1,""prizeYen"":400000000},{""tier"":2,""winners"":27,""prizeYen"":13234000},{""tier"":3,""winners"":855,""prizeYen"":501500},{""tier"":4,""winners"":40231,""prizeYen"":9400},{""tier"":5,""winners"":645107,""prizeYen"":1000}]"
"loto6","301","2006-07-27","4 5 6 9 10 11","33","","0","[{""tier"":1,""winners"":28,""prizeYen"":18472800},{""tier"":2,""winners"":24,""prizeYen"":13833000},{""tier"":3,""winners"":2276,""prizeYen"":175000},{""tier"":4,""winners"":67600,""prizeYen"":5100},{""tier"":5,""winners"":832106,""prizeYen"":1000}]"
"loto6","302","2006-08-03","2 4 13 23 38 40","24","","0","[{""tier"":1,""winners"":2,""prizeYen"":177884000},{""tier"":2,""winners"":10,""prizeYen"":32018800},{""tier"":3,""winners"":470,""prizeYen"":817500},{""tier"":4,""winners"":25301,""prizeYen"":13300},{""tier"":5,""winners"":469829,""prizeYen"":1000}]"
"loto6","303","2006-08-10","4 24 31 35 37 39","13","","341285528","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":12,""prizeYen"":25596100},{""tier"":3,""winners"":470,""prizeYen"":784200},{""tier"":4,""winners"":27443,""prizeYen"":11800},{""tier"":5,""winners"":469843,""prizeYen"":1000}]"
"loto6","304","2006-08-17","3 7 8 15 17 31","27","","0","[{""tier"":1,""winners"":7,""prizeYen"":105413200},{""tier"":2,""winners"":44,""prizeYen"":8112300},{""tier"":3,""winners"":1486,""prizeYen"":288200},{""tier"":4,""winners"":68958,""prizeYen"":5400},{""tier"":5,""winners"":956735,""prizeYen"":1000}]"
"loto6","305","2006-08-24","1 2 5 23 31 34","43","","156982123","[{""tier"":1,""winners"":1,""prizeYen"":200000000},{""tier"":2,""winners"":31,""prizeYen"":10363900},{""tier"":3,""winners"":429,""prizeYen"":898600},{""tier"":4,""winners"":27755,""prizeYen"":12200},{""tier"":5,""winners"":515418,""prizeYen"":1000}]"
"loto6","306","2006-08-31","1 20 25 28 31 42","2","","621967283","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":17,""prizeYen"":24616600},{""tier"":3,""winners"":508,""prizeYen"":988500},{""tier"":4,""winners"":26809,""prizeYen"":16500},{""tier"":5,""winners"":500596,""prizeYen"":1000}]"
"loto6","307","2006-09-07","1 7 11 32 33 40","27","","0","[{""tier"":1,""winners"":6,""prizeYen"":251095100},{""tier"":2,""winners"":72,""prizeYen"":11057400},{""tier"":3,""winners"":1311,""prizeYen"":728700},{""tier"":4,""winners"":70910,""prizeYen"":11800},{""tier"":5,""winners"":1233004,""prizeYen"":1000}]"
"loto6","308","2006-09-14","3 13 18 20 23 28","35","","393902973","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":20,""prizeYen"":17725400},{""tier"":3,""winners"":995,""prizeYen"":427500},{""tier"":4,""winners"":35968,""prizeYen"":10400},{""tier"":5,""winners"":611161,""prizeYen"":1000}]"
"loto6","309","2006-09-21","1 4 26 36 41 42","9","","183009018","[{""tier"":1,""winners"":2,""prizeYen"":400000000},{""tier"":2,""winners"":22,""prizeYen"":24099500},{""tier"":3,""winners"":578,""prizeYen"":1100700},{""tier"":4,""winners"":32619,""prizeYen"":17200},{""tier"":5,""winners"":635711,""prizeYen"":1000}]"
"loto6","310","2006-09-28","3 4 5 18 28 37","26","","236306765","[{""tier"":1,""winners"":1,""prizeYen"":400000000},{""tier"":2,""winners"":31,""prizeYen"":13160100},{""tier"":3,""winners"":1075,""prizeYen"":455400},{""tier"":4,""winners"":53713,""prizeYen"":8000},{""tier"":5,""winners"":885422,""prizeYen"":1000}]"
"loto6","311","2006-10-05","1 16 22 36 37 42","34","","373090476","[{""tier"":1,""winners"":1,""prizeYen"":400000000},{""tier"":2,""winners"":17,""prizeYen"":28417700},{""tier"":3,""winners"":779,""prizeYen"":744100},{""tier"":4,""winners"":37821,""prizeYen"":13500},{""tier"":5,""winners"":643952,""prizeYen"":1000}]"
"loto6","312","2006-10-12","2 17 22 29 38 42","16","","0","[{""tier"":1,""winners"":10,""prizeYen"":89457600},{""tier"":2,""winners"":28,""prizeYen"":16761900},{""tier"":3,""winners"":1159,""prizeYen"":485900},{""tier"":4,""winners"":49776,""prizeYen"":9900},{""tier"":5,""winners"":770395,""prizeYen"":1000}]"
"loto6","313","2006-10-19","1 19 21 31 32 40","33","","0","[{""tier"":1,""winners"":3,""prizeYen"":143877200},{""tier"":2,""winners"":14,""prizeYen"":27747500},{""tier"":3,""winners"":568,""prizeYen"":820700},{""tier"":4,""winners"":30598,""prizeYen"":13400},{""tier"":5,""winners"":527413,""prizeYen"":1000}]"
"loto6","314","2006-10-26","3 8 14 30 38 43","6","","0","[{""tier"":1,""winners"":4,""prizeYen"":100991800},{""tier"":2,""winners"":19,""prizeYen"":19135100},{""tier"":3,""winners"":942,""prizeYen"":463100},{""tier"":4,""winners"":40687,""prizeYen"":9400},{""tier"":5,""winners"":638140,""prizeYen"":1000}]"
"loto6","315","2006-11-02","1 2 17 24 40 41","31","","0","[{""tier"":1,""winners"":5,""prizeYen"":80557100},{""tier"":2,""winners"":8,""prizeYen"":45312900},{""tier"":3,""winners"":718,""prizeYen"":605800},{""tier"":4,""winners"":35032,""prizeYen"":10900},{""tier"":5,""winners"":589722,""prizeYen"":1000}]"
"loto6","316","2006-11-09","3 4 20 30 40 41","31","","0","[{""tier"":1,""winners"":4,""prizeYen"":97231600},{""tier"":2,""winners"":47,""prizeYen"":7447400},{""tier"":3,""winners"":1095,""prizeYen"":383500},{""tier"":4,""winners"":41065,""prizeYen"":9000},{""tier"":5,""winners"":592309,""prizeYen"":1000}]"
"loto6","317","2006-11-16","7 8 15 30 35 36","40","","0","[{""tier"":1,""winners"":7,""prizeYen"":54347200},{""tier"":2,""winners"":16,""prizeYen"":21399000},{""tier"":3,""winners"":835,""prizeYen"":492000},{""tier"":4,""winners"":37239,""prizeYen"":9700},{""tier"":5,""winners"":592070,""prizeYen"":1000}]"
"loto6","318","2006-11-23","2 7 13 16 36 37","41","","351468038","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":18,""prizeYen"":17573200},{""tier"":3,""winners"":656,""prizeYen"":578600},{""tier"":4,""winners"":33569,""prizeYen"":9900},{""tier"":5,""winners"":545572,""prizeYen"":1000}]"
"loto6","319","2006-11-30","15 20 23 28 37 40","17","","0","[{""tier"":1,""winners"":7,""prizeYen"":122102000},{""tier"":2,""winners"":22,""prizeYen"":20587100},{""tier"":3,""winners"":985,""prizeYen"":551700},{""tier"":4,""winners"":45095,""prizeYen"":10600},{""tier"":5,""winners"":733517,""prizeYen"":1000}]"
"loto6","320","2006-12-07","1 5 25 27 38 41","9","","0","[{""tier"":1,""winners"":4,""prizeYen"":91305900},{""tier"":2,""winners"":62,""prizeYen"":5301500},{""tier"":3,""winners"":802,""prizeYen"":491800},{""tier"":4,""winners"":39199,""prizeYen"":8800},{""tier"":5,""winners"":621107,""prizeYen"":1000}]"
